Katsesõna	Tähendus	vastus	põhjendus
ruutima	(arvutivõrgus:) ruuteri abil infot edastama	neutraalsetes/formaalsetes	"Sõna ""ruutima"" on arvutivõrkude valdkonna oskussõna, mis on tuletatud ingliskeelsest terminist ""routing"" (või seadmest ""router""). Seda kasutatakse peamiselt IT-alastes tekstides, tehnilistest dokumentides ja arvutivõrkude kirjeldustes. Tegu on erialakeele terminiga, mis on neutraalse stiiliväärtusega ja sobib kasutamiseks ka formaalsetes kontekstides. Kuigi see on erialatermin, ei ole see slängisõna ega kanna informaalset varjundit, vaid on pigem tehniline termin, mida kasutatakse konkreetse võrgutehnoloogia protsessi kirjeldamiseks."
sabasseismine	järjekorras seismine	informaalsetes	"Sõna ""sabasseismine"" tähenduses ""järjekorras seismine"" on pigem kõnekeelne ja informaalne väljend. See on kujundlik väljend, kus järjekorda nimetatakse ""sabaks"" (nt ""seisma kellegi saba taga"", ""seisma sabas""). Neutraalsemas või formaalsemas kontekstis kasutatakse tavaliselt väljendeid nagu ""järjekorras seismine"" või ""ootamine järjekorras"". ""Sabasseismine"" esineb sagedamini argikeeles, blogides, sotsiaalmeedia postitustes ja muudes informaalsetes suhtluskontekstides."
sabatama	järjekorras seisma	informaalsetes	"Sõna ""sabatama"" tähenduses ""järjekorras seisma"" on kõnekeelne väljend, mis on tuletatud sõnast ""saba"" (järjekord). See on pigem argikõnes ja informaalsetes kontekstides kasutatav sõna. Formaalsetes tekstides või ametlikus keelekasutuses eelistatakse neutraalsemaid väljendeid nagu ""järjekorras seisma"" või ""järjekorras ootama"". ""Sabatama"" on kujundlik ja veidi familiaarne väljend, mis sobib paremini vabamasse keelekasutusse."
sahkermahker	(ebaausa asjaajamise või äritsemise, vassimise kohta)	informaalsetes	"Sõna ""sahkermahker"" on kõnekeelne, halvustava varjundiga väljend, mida kasutatakse peamiselt informaalsetes kontekstides. See on laensõna saksa keelest (Schachermacher) ja seda kasutatakse enamasti negatiivses tähenduses, viidates kahtlastele tehingutele või ebaausale äritegevusele. Sõna esineb sageli blogides, kommentaariumides, sotsiaalmeedia postitustes ja kõnekeelses suhtluses, kuid harvem ametlikes või formaalsetes tekstides. Selle stiilivarjund on selgelt mitteformaalne ja emotsionaalselt laetud, mis sobib just informaalsesse keelekasutusse."
sakkima	"ebaõnnestuma, läbi kukkuma	 mittesobivaks osutuma"	informaalsetes	"Sõna ""sakkima"" tähenduses ""ebaõnnestuma, läbi kukkuma, mittesobivaks osutuma"" on slängisõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes kontekstides. See esineb tüüpiliselt internetisuhtluses, foorumites, sotsiaalmeedia postitustes ja muudes mitteametlikes tekstides. Näiteks võib kohata väljendeid nagu ""plaan sakkis"" või ""asi sakkis täiesti ära"". Neutraalsetes või formaalsetes tekstides (ametlikud dokumendid, uudised, teadusartiklid) kasutatakse selle asemel tavaliselt neutraalsemaid väljendeid nagu ""ebaõnnestus"", ""nurjus"" või ""ei õnnestunud""."
saks	"metallist pill, mida mängitakse puhudes	 puhkpill, mille heli tekitab huulikule kinnitatud rooglesta võnkumine ja mida kasutatakse hrl soolopillina"	neutraalsetes/formaalsetes	"Sõna ""saks"" tähenduses ""puhkpill"" (ehk saksofon) on muusikatermin, mida kasutatakse neutraalses või formaalses kontekstis, eriti muusikaga seotud tekstides, kontsertide kirjeldustes, muusikaõpikutes jms. See ei ole slängisõna ega eriti informaalne väljend, vaid pigem neutraalne lühend sõnast ""saksofon"", mida kasutatakse ka formaalsemates kontekstides, näiteks muusikakriitikas või pillide kirjeldustes. Sõna on laialt kasutusel muusikavaldkonnas ja ei kanna informaalsuse märki."
sakumm	napsi kõrvale võetav suupiste	informaalsetes	Sõna 'sakumm' tähenduses 'napsi kõrvale võetav suupiste' on slängisõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes kontekstides. See ei ole laialdaselt kasutusel ametlikes või formaalsetes tekstides. Sõna on tõenäoliselt tuletatud vene keelest (закуска - zakuska) ja on levinud pigem suulises kõnes, foorumites, blogides ja muudes mitteformaalsetes suhtluskanalites. Selle sõna kasutamine viitab vabamale ja argisemale suhtlusstiilile.
sakuska	napsi kõrvale võetav suupiste	informaalsetes	Sõna 'sakuska' tähenduses 'napsi kõrvale võetav suupiste' on pigem informaalse registri sõna. See on vene keelest laenatud sõna, mida kasutatakse eesti keeles peamiselt kõnekeeles ja informaalsetes kontekstides. Neutraalses või formaalses keelekasutuses eelistatakse tavaliselt väljendeid nagu 'suupiste', 'kõrvaleine' või 'napsikõrvane'. 'Sakuska' kasutus on levinud pigem vabamas õhkkonnas, sõprade seas või informaalsetes kirjeldustes, kus räägitakse alkoholi tarvitamisest ja sellega kaasnevatest suupistetest.
sakusment	napsi kõrvale võetav suupiste	informaalsetes	"Sõna 'sakusment' tähenduses 'napsi kõrvale võetav suupiste' on kõnekeelne väljend, mis on tõenäoliselt tuletatud vene keelest pärit sõnast ""zakuska"" (закуска). See on slängilik sõna, mida kasutatakse peamiselt informaalsetes kontekstides nagu suuline kõne, sotsiaalmeedia postitused, foorumid või mitteametlikud kirjeldused. Neutraalses või formaalses kontekstis (nt menüüdes, toitlustusasutuste ametlikes kirjeldustes, akadeemilistes tekstides) kasutataks pigem väljendeid nagu ""suupiste"", ""eelroog"" või ""snäkk""."
salvokas	endisaegne plastist lastekelk (valmistajatehase Salvo järgi)	informaalsetes	"Sõna ""salvokas"" on kõnekeelne tuletis, mis on moodustatud tootjanime Salvo baasil liite ""-kas"" abil. See on tüüpiline rahvapärane sõnamoodustusviis, kus ametlikule nimele lisatakse familiaarne liide. Sellist sõna kasutatakse pigem informaalsetes kontekstides nagu foorumid, sotsiaalmeedia postitused või suuline kõne, kus räägitakse nostalgilisel toonil nõukogudeaegsetest esemetest. Ametlikes või neutraalsetes tekstides viidataks sellele tootele tõenäoliselt kui ""Salvo kelgule"" või lihtsalt ""plastkelgule"", mitte hüüdnimega ""salvokas""."
samasooiharus	seksuaalne ja emotsionaalne tõmme samast soost inimese vastu	neutraalsetes/formaalsetes	"Sõna ""samasooiharus"" on pigem neutraalse või formaalse registriga, kuna see on moodustatud kirjakeelsete sõnade liitmise teel ning seda kasutatakse enamasti teaduslikes, meditsiinilistes või ametlikes tekstides, kus käsitletakse seksuaalset orientatsiooni. See on eestikeelne termin, mis püüab neutraalselt kirjeldada homoseksuaalsust. Sõna struktuur ja moodustusviis viitab pigem formaalsele keelekasutusele, mitte slängile või argisele väljendusele. Informaalsetes kontekstides kasutatakse tavaliselt teisi väljendeid (nt ""homo"", ""gei"" jms)."
sampus	(šampanja vm vahuveini kohta)	informaalsetes	Sõna 'sampus' on kõnekeelne lühend sõnast 'šampanja' või 'šampus' ning seda kasutatakse peamiselt informaalsetes kontekstides. See on tüüpiline slängisõna, mida võib kohata blogides, sotsiaalmeedia postitustes, foorumites ja mitteametlikus suhtluses. Ametlikes või formaalsetes tekstides kasutatakse tavaliselt täispikka sõna 'šampanja' või 'vahuvein'. 'Sampus' on seega registrimärgendiga sõna, mis viitab selle informaalsele kasutuskontekstile.
sandikopikas	väga väike rahasumma (nt millegi eest või tasuks)	informaalsetes	"Sõna ""sandikopikas"" on kõnekeelne, emotsionaalselt laetud väljend, mis väljendab halvustavat suhtumist väga väikesesse rahasummasse. See on pigem kujundlik väljend, mida kasutatakse informaalsetes kontekstides, kui soovitakse rõhutada summa tühisust või ebapiisavust. Neutraalsetes või formaalsetes tekstides (nt ametlikes dokumentides, teadustekstides) kasutataks pigem neutraalsemaid väljendeid nagu ""väike summa"", ""minimaalne tasu"" vms. ""Sandikopikas"" sisaldab ka ajaloolist viidet (kopikas kui väike rahaühik) ja sõna ""sant"", mis annab väljendile rahvakeelse varjundi."
sansõlm	hügieeniruum, hrl WC ja pesemiskoht	neutraalsetes/formaalsetes	"Sõna ""sansõlm"" on neutraalne tehniline termin, mida kasutatakse peamiselt ehituse, kinnisvarakirjelduste, projekteerimise ja arhitektuuri valdkonnas. See on lühend sõnast ""sanitaarsõlm"" ning on levinud ametlikes dokumentides, korterite ja majade müügikuulutustes, ehitusprojektides jms. Sõnal puudub slängiline või informaalne varjund, see on pigem neutraalne erialatermin, mida kasutatakse ka formaalsetes kontekstides."
santehnik	torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp	informaalsetes	"Sõna ""santehnik"" on vene keelest laenatud sõna (vene k. сантехник), mida kasutatakse eesti keeles peamiselt kõnekeeles ja informaalsetes kontekstides. Eesti keeles on neutraalsem ja ametlikum vaste ""torulukksepp"" või ""torumees"". ""Santehnik"" esineb sagedamini suulises kõnes, internetifoorumites, kommentaariumides ja muudes mitteametlikes suhtlussituatsioonides. Ametlikes dokumentides või formaalsetes tekstides eelistatakse tavaliselt omasõna."
santehnika	hügieeniruumide varustus (nt segistid, kraanikausid, WC-potid)	neutraalsetes/formaalsetes	"Sõna ""santehnika"" on tehniline termin, mida kasutatakse laialdaselt ehituse, remondi ja kodusisustuse valdkonnas. See esineb sageli neutraalsetes kontekstides nagu kauplustes, ehitusfirmade kodulehtedel, remondiõpetustes ja ametlikes dokumentides. Kuigi see on igapäevane sõna, ei ole see spetsiifiliselt informaalse registri tunnus, vaid pigem neutraalne erialatermin, mida kasutatakse nii tavakõnes kui ka formaalsetes kontekstides, näiteks ehitusstandardites või lepingutes."
sapakas	sõiduauto Zaporožets, Vene-aegne väike auto	informaalsetes	"Sõna ""sapakas"" on kõnekeelne lühend/hüüdnimi Zaporožets autole. See on tüüpiline näide slängist, mida kasutatakse pigem informaalsetes suhtlusolukordades ja tekstides. Ametlikes või neutraalsetes tekstides viidataks sellele autole tõenäoliselt täisnimega ""Zaporožets"" või kirjeldavalt ""Nõukogude-aegne väikeauto"". ""Sapakas"" on emotsionaalselt laetud, familiaarne nimetus, mis on levinud suulises kõnes ja informaalsetes kirjalikes tekstides nagu foorumid, blogid või sotsiaalmeedia postitused, kus räägitakse autodest või Nõukogude aja mälestustest."
sapikas	sõiduauto Zaporožets, Vene-aegne väike auto	informaalsetes	"Sõna ""sapikas"" on kõnekeelne lühend/hüüdnimi Zaporožets autole, mida kasutatakse pigem informaalses kontekstis. See on slängisõna, mis tekkis rahvakeeles ja mida ametlikes või formaalsetes tekstides (nt entsüklopeediates, ametlikes dokumentides) asendataks tõenäoliselt täisnimetusega ""Zaporožets"". Sellised lühendid ja hüüdnimed on tüüpilised just informaalsetele suhtlussituatsioonidele, kus kasutatakse vabama stiiliga keelt."
seaduseauk	seadusega reguleerimata koht, seaduses puuduv asjaolu	neutraalsetes/formaalsetes	"Sõna ""seaduseauk"" on levinud termin õigusalastes tekstides, ajakirjanduses ja ametlikus keelekasutuses, kus räägitakse seadusandluse puudustest. See on neutraalne kirjakeelne termin, mida kasutatakse nii formaalsetes kontekstides (nt õigusaktide analüüsides, kohtuotsustes, parlamendidebattides) kui ka üldisemas neutraalses keelekasutuses (nt uudistes, arvamusartiklites). Sõnal puuduvad informaalsele keelekasutusele omased tunnused ning see on pigem ametliku ja neutraalse registri sõna."
seadusemees	"seaduse esindaja	 seaduste järgija, hrl jurist"	neutraalsetes/formaalsetes	"Sõna ""seadusemees"" tähenduses ""seaduse esindaja, seaduste järgija, hrl jurist"" on pigem neutraalse või formaalse registri sõna. See on liitsõna, mis koosneb sõnadest ""seadus"" ja ""mees"", ning seda kasutatakse enamasti ametlikes või neutraalsetes kontekstides, kui räägitakse õigussüsteemi esindajatest või seaduskuulekatest inimestest. Sõnal on teatud ametlik või isegi arhailine varjund, mis viitab pigem formaalsele kasutusele. Seda võib kohata näiteks ajakirjanduses, ilukirjanduses või ametlikes tekstides, kuid see ei ole tüüpiline slängisõna või väga informaalne väljend."
seamoodi	väga (palju), rohkesti, kõvasti	informaalsetes	Sõna 'seamoodi' tähenduses 'väga (palju), rohkesti, kõvasti' on selgelt kõnekeelne ja informaalne väljend. See on kujundlik võrdlus sea käitumisega, mida kasutatakse intensiivsuse väljendamiseks. Selline väljend esineb peamiselt vabamas suhtluses, foorumites, sotsiaalmeedia postitustes ja muudes informaalsetes kontekstides. Formaalsetes tekstides (ametlikud dokumendid, teadusartiklid jms) eelistatakse neutraalsemaid intensiivsusväljendeid. Kujundlik loomavõrdlus annab väljendile emotsionaalse varjundi, mis sobib paremini informaalsesse keelekasutusse.
seatemp	inetu, häbematu või alatu tegu või käitumine	informaalsetes	"Sõna 'seatemp' on kõnekeelne ja emotsionaalselt laetud väljend, mida kasutatakse peamiselt informaalsetes kontekstides. See on halvustava tooniga sõna, mis viitab sea käitumisega võrdlemisele, mis on kultuuriliselt negatiivse konnotatsiooniga. Sellist väljendit kohtab tõenäolisemalt argivestlustes, foorumites, kommentaariumides või sotsiaalmeedia postitustes, kus kõneleja/kirjutaja väljendab oma pahameelt või halvakspanu kellegi käitumise suhtes. Formaalsetes või neutraalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) kasutataks pigem neutraalsemaid väljendeid nagu ""sobimatu käitumine"", ""ebaeetiline tegu"" vms."
seda’p	"just seda	 just seda, nimelt seda"	informaalsetes	"Sõna ""seda'p"" on kõnekeelne variant, kus sõnale ""seda"" on lisatud rõhutav partikkel ""-p"". Selline vorm on tüüpiline informaalsele keelekasutusele, esinedes peamiselt suulises kõnes ja seda jäljendavates tekstides (nt dialoogides, sotsiaalmeedia postitustes, foorumites). Kirjakeeles ja formaalsetes tekstides kasutatakse selle asemel tavaliselt neutraalsemaid väljendeid nagu ""just seda"" või ""nimelt seda"". Apostroofi kasutamine sõnas viitab samuti pigem informaalsele keelekasutusele."
sedavärki	selletaoline, sedamoodi, sedasorti	informaalsetes	"Sõna ""sedavärki"" on kõnekeelne väljend, mida kasutatakse peamiselt informaalsetes kontekstides. Sõna lõpuosa ""-värki"" annab väljendile argise varjundi. Seda kohtab sagedamini suulises kõnes, blogides, foorumites, sotsiaalmeedia postitustes ja ilukirjanduses tegelaste kõnes. Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse tavaliselt neutraalsemaid väljendeid nagu ""selletaoline"", ""sedamoodi"" või ""sedasorti""."
seebiseriaal	peamiselt suhteid käsitlev (sentimentaalne, melodramaatiline) televisioonisari, milles on palju tegelasi ja tegevusliine ning mida näidatakse hrl igal argipäeval	neutraalsetes/formaalsetes	"Sõna ""seebiseriaal"" on eesti keeles üldlevinud termin, mida kasutatakse laialdaselt nii ajakirjanduses, televisioonikriitikas kui ka igapäevases kõnepruugis. Kuigi sõnal võib olla kergelt halvustav alatoon (viidates selliste sarjade melodramaatilisusele), on see siiski neutraalne kirjeldav termin, mida kasutatakse ka formaalsetes kontekstides nagu meediakriitika, televisiooniuuringud ja kultuurianalüüsid. See ei ole slängisõna ega eriti informaalne väljend, vaid pigem tavapärane termin, millel on selge tähendus ja mis on kasutusel ka ametlikes tekstides."
seerima	(mingi aja jooksul) siin-seal käima, sõitma vm moel ringi liikuma	informaalsetes	"Sõna ""seerima"" tähenduses ""siin-seal käima, ringi liikuma"" on pigem kõnekeelne ja informaalsetes kontekstides kasutatav väljend. See on slängilik tegusõna, mida kohtab rohkem vabamas suhtluses, blogides, foorumites ja sotsiaalmeedia postitustes. Formaalsetes tekstides (ametlikud dokumendid, teadusartiklid jms) kasutatakse tavaliselt neutraalsemaid väljendeid nagu ""ringi liikuma"", ""jalutama"", ""sõitma"" jne. ""Seerima"" on oma loomult vabama keelekasutuse näide, mis annab edasi teatud sundimatut, sihitut liikumist."
seeru	"nooremseersandile järgnev ja vanemseersandile eelnev nooremallohvitseri auaste Eesti jt riikide kaitseväes	 selles auastmes ohvitser"	neutraalsetes/formaalsetes	"Sõna ""seeru"" on sõjaväeline auastme nimetus, mis kuulub ametlikku sõjaväelisse terminoloogiasse. Seda kasutatakse peamiselt ametlikes dokumentides, kaitseväe materjalides ja formaalsetes kontekstides, kus räägitakse sõjaväelistest auastmetest. Tegemist on neutraalse terminiga, millel puuduvad informaalsed konnotatsioonid. Sõjaväelised auastmed on osa ametlikust süsteemist ja nende nimetused on standardiseeritud, seega on ""seeru"" kasutus pigem neutraalne või formaalne."
seesinane	(viitab kellelegi või millelegi:) see	neutraalsetes/formaalsetes	"Sõna ""seesinane"" on pigem kirjakeelne ja veidi arhailise varjundiga asesõna, mida kasutatakse enamasti neutraalsetes või formaalsetes tekstides, eriti ametlikes dokumentides, kirjanduslikes tekstides või kõrgemas stiilis kõnes. See on tavalisest asesõnast ""see"" pidulikum või rõhutatum variant. Sõna ei ole tüüpiline igapäevases kõnekeeles või informaalsetes suhtluskanalites nagu sotsiaalmeedia või chat-vestlused. ""Seesinane"" kannab teatavat ametlikku või isegi irooniliselt ülespuhutud tooni, mida kasutatakse sageli, kui soovitakse millelegi eriliselt tähelepanu juhtida."
sehkendus	joonistus, pilt	informaalsetes	Sõna 'sehkendus' tähenduses 'joonistus, pilt' on pigem kõnekeelne ja veidi halvustava varjundiga väljend, mida kasutatakse enamasti informaalsetes kontekstides. See viitab tihti kiirustades või oskamatult tehtud joonistusele. Sõna esineb blogides, sotsiaalmeedia postitustes, foorumites ja mitteametlikes vestlustes, kuid formaalsetes või neutraalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) kasutatakse tavaliselt neutraalsemaid sõnu nagu 'joonistus', 'skits' või 'visand'.
sehvt	tihe, lähedane suhtlemine kellegagi (nt äri ajades või kurameerides)	informaalsetes	"Sõna ""sehvt"" on slängipärane laensõna (tõenäoliselt inglise keele sõnast ""shaft""), mida kasutatakse peamiselt kõnekeeles ja informaalsetes kontekstides. See ei ole eesti kirjakeele osa ning esineb pigem internetisuhtluses, foorumites, sotsiaalmeedia postitustes ja muudes mitteametlikes tekstides. Sõna kõlab argiselt ja on kasutusel pigem noorema põlvkonna seas või spetsiifilistes subkultuurides. Formaalsetes tekstides või ametlikus kirjakeeles kasutataks selle asemel neutraalsemaid väljendeid nagu ""lähedane suhtlus"", ""tihe koostöö"" või ""kuramaaž""."
sehvtitama	kellegagi tihedalt, lähedalt suhtlema (nt äri ajades või kurameerides)	informaalsetes	"Sõna ""sehvtitama"" on slängilik väljend, mis pärineb tõenäoliselt ingliskeelsest sõnast ""shaft"" või ""shafting"". See on kõnekeelne ja mitteametlik väljend, mida kasutatakse peamiselt informaalsetes kontekstides nagu suulises kõnes, sotsiaalmeedia postitustes, foorumites või mitteametlikes kirjalikes tekstides. Sõna ei kuulu eesti kirjakeele standardsõnavarasse ning seda ei kohta ametlikes dokumentides, akadeemilistes tekstides või formaalses suhtluses. Sõna kõlab slängina ja on tõenäoliselt levinud pigem noorema põlvkonna või teatud subkultuuride keelekasutuses."
seitel	(pikk kitsas) vahekoht juustes	neutraalsetes/formaalsetes	"Sõna ""seitel"" on neutraalne termin, mida kasutatakse juuksuritöös ja igapäevases kõnes vahekoha tähistamiseks juustes. See ei ole eriti kõnekeelne ega slängilik väljend, vaid pigem tavaline kirjakeelne sõna, mis esineb nii neutraalsetes kui ka formaalsetes kontekstides. Sõna on kasutusel nii juuksurialastes tekstides kui ka tavalistes kirjeldustes, ilma et sellel oleks tugevat informaalset varjundit."
seivima	(arvutis) salvestama	informaalsetes	"Sõna ""seivima"" on inglise keele sõnast ""save"" tuletatud kõnekeelne variant, mida kasutatakse arvutikontekstis salvestamise tähenduses. See on tüüpiline näide slängist, mis on levinud eelkõige informaalsetes keskkondades nagu foorumid, sotsiaalmeedia ja igapäevane suhtlus. Eesti keeles on olemas ametlik termin ""salvestama"", mida eelistatakse neutraalsetes ja formaalsetes tekstides. ""Seivima"" on seega selgelt kõnekeelne laensõna, mida kasutatakse pigem vabamas suhtluses."
seljasaun	keretäis, nahatäis	informaalsetes	Sõna 'seljasaun' tähenduses 'keretäis, nahatäis' on kõnekeelne väljend, mida kasutatakse pigem informaalsetes kontekstides. See on kujundlik väljend, mis viitab peksmisele või karistamisele. Sellised metafoorsed ja veidi robustsed väljendid on tüüpilisemad mitteametlikus suhtluses, ilukirjanduses tegelaste kõnes, blogides, foorumites ja muudes informaalsetes tekstides. Ametlikes dokumentides või formaalsetes tekstides kasutataks tõenäoliselt neutraalsemaid väljendeid nagu 'füüsiline karistus' või 'peksmine'.
semlak	kellegagi samast kohast pärinev või samas kohas elanud inimene, sõber või muidu tuttav inimene (ka kerge kirumissõnana)	informaalsetes	"Sõna ""semlak"" on slängisõna, mida kasutatakse peamiselt informaalses kõnepruugis. See on levinud eelkõige kõnekeeles, internetifoorumites, sotsiaalmeedia postitustes ja muudes mitteametlikes suhtluskeskkondades. Sõna kasutamine kerge kirumissõnana viitab samuti informaalsele kontekstile. Formaalsetes tekstides või ametlikus kirjakeeles kasutataks selle asemel neutraalsemaid väljendeid nagu ""kaasmaalane"", ""tuttav"" või ""sõber"". ""Semlak"" on oma olemuselt familiaarne ja kuulub pigem argisesse keelekasutusse."
sent	sentimeeter	informaalsetes	Sõna 'sent' tähenduses 'sentimeeter' on lühendvorm, mida kasutatakse peamiselt informaalsetes kontekstides. See on kõnekeelne lühend, mis esineb sageli igapäevases suhtluses, foorumites, kommentaariumides ja muudes mitteformaalsetes tekstides. Ametlikes või formaalsetes tekstides (teadusartiklid, ametlikud dokumendid) kasutatakse tavaliselt täispikka vormi 'sentimeeter'. Lühendvorm 'sent' on seega registriliselt markeeritud kui informaalne keelekasutus.
sess	eksamiteks määratud ajavahemik hrl kõrgkoolis	informaalsetes	Sõna 'sess' on lühend sõnast 'sessioon' ning seda kasutatakse peamiselt üliõpilaste ja õppejõudude kõnekeeles ning informaalsetes kontekstides. Ametlikes dokumentides ja formaalsetes tekstides kasutatakse tavaliselt täispikka vormi 'eksamisessioon' või 'eksamiperiood'. 'Sess' on tüüpiline slängisõna, mida kohtab üliõpilaste omavahelises suhtluses, sotsiaalmeedia postitustes, blogides ja foorumites, kus räägitakse õpingutest ja eksamitest. Sõna on laialt levinud ja arusaadav, kuid säilitab oma informaalse iseloomu.
shopping	kauplusi mööda ringi käimine, neis sisseostude tegemine	informaalsetes	"Sõna 'shopping' on inglise keelest laenatud sõna, mida kasutatakse eesti keeles peamiselt informaalsetes kontekstides nagu blogid, sotsiaalmeedia postitused ja igapäevane kõnekeel. Eesti keeles on olemas neutraalsed omasõnad nagu ""poodlemine"", ""ostlemine"" või ""sisseostude tegemine"", mida eelistatakse formaalsemas keelekasutuses. ""Shopping"" on seega pigem kõnekeelne laensõna, mida kasutatakse vabamas suhtluses ja mis pole veel täielikult neutraalsesse keelekasutusse juurdunud."
sihker	kindel, selge	informaalsetes	"Sõna ""sihker"" tähenduses ""kindel, selge"" on pigem kõnekeelne väljend, mida kohtab informaalsetes kontekstides. See ei ole standardkeele osa, vaid kuulub slängi või argoo valdkonda. Näiteks võib seda kohata lausetes nagu ""See on sihker, et ta ei tule"" või ""Asi on sihker"". Formaalses või neutraalses kirjakeeles kasutatakse selle asemel tavaliselt sõnu ""kindel"" või ""selge"". Minu treeningandmetes esineb see sõna peamiselt informaalsetes vestlustes, foorumites ja sotsiaalmeedia postitustes."
sihuke	niisugune, seesugune	informaalsetes	"Sõna ""sihuke"" on kõnekeelne variant sõnadest ""niisugune"" või ""seesugune"". Seda kasutatakse peamiselt informaalsetes kontekstides nagu igapäevane suhtlus, sotsiaalmeedia postitused, foorumid ja blogid. Samuti esineb see sageli ilukirjanduses tegelaste otsekõnes, et anda edasi kõnekeelset väljendusviisi. Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse tavaliselt sõnu ""niisugune"", ""selline"" või ""seesugune""."
sihukene	niisugune, seesugune	informaalsetes	"Sõna ""sihukene"" on kõnekeelne variant sõnadest ""niisugune"" või ""seesugune"". Seda kasutatakse peamiselt informaalsetes kontekstides nagu igapäevane suhtlus, blogid, foorumid, sotsiaalmeedia postitused ja ilukirjanduses tegelaste kõnes, et anda edasi kõnekeelset tooni. Neutraalsetes või formaalsetes tekstides (ametlikud dokumendid, teadusartiklid, uudised) eelistatakse tavaliselt sõnu ""niisugune"", ""selline"" või ""seesugune"". ""Sihukene"" kannab endas teatavat familiaarsust ja vahetut suhtlustooni."
sihvkad	"päevalille musta kestaga väikesed seemned, millest pressitakse õli ja mida ka süüakse	 päevalille musta koorega väikesed seemned, mida süüakse ja millest tehakse õli"	informaalsetes	"Sõna ""sihvkad"" on kõnekeelne, argine variant päevalilleseemnete kohta. See on laensõna vene keelest (vrd vene k ""семечки"" [semečki]). Eesti kirjakeeles kasutatakse neutraalsemates kontekstides pigem väljendit ""päevalilleseemned"". ""Sihvkad"" esineb peamiselt suulises kõnes ja informaalsetes kirjalikes tekstides nagu foorumid, blogid ja sotsiaalmeedia postitused, kus kasutatakse vabama stiiliga keelt. Sõna on selgelt argistiili kuuluv ja vajaks sõnaraamatus registrimärgendit ""kõnek"" (kõnekeelne)."
siiam	Kagu-Aasiast pärit siniste silmadega, hrl lühikese pruunika karvaga sale ja nõtke kass	neutraalsetes/formaalsetes	"Sõna ""siiam"" on kassirassi nimetus, mida kasutatakse neutraalses või formaalses kontekstis, kui räägitakse sellest konkreetsest kassitõust. See on zooloogiline termin, mida kasutatakse entsüklopeediates, loomakasvatuse tekstides, kassitõugude kirjeldustes ja muudes faktipõhistes materjalides. Sõnal puuduvad informaalsed konnotatsioonid või slängitähendused. Tegu on neutraalse terminiga, mida kasutatakse nii teaduslikes kui ka tavapärastes kassitõuge kirjeldavates tekstides."
silmaklaasid	"kahest (optilisest) klaasist ja raamist koosnev ese, mida kantakse nägemise parandamiseks ja korrigeerimiseks või silmade kaitseks	 kahest klaasist ja raamist koosnev ese, mida inimesed kannavad silmade ees, et paremini näha"	neutraalsetes/formaalsetes	"Sõna ""silmaklaasid"" on eesti keeles neutraalne ja formaalsetes kontekstides kasutatav termin, mis tähistab prille. See on kirjakeelne sõna, mida kasutatakse nii ametlikes dokumentides, teadustekstides kui ka igapäevases neutraalses kõnepruugis. Kuigi tänapäeval on levinud ka lühem sõna ""prillid"", ei ole ""silmaklaasid"" märgistatud vananenud või informaalsena. Sõna esineb korrektsetes tekstides ja seda võib kohata ka ametlikes kirjeldustes või meditsiinilistes kontekstides."
sinder	leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral	informaalsetes	"Sõna ""sinder"" on leebe kirumissõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes olukordades. See esineb tüüpiliselt igapäevases suhtluses, emotsionaalse väljendusena, kui soovitakse näidata pahameelt või üllatust, kuid mitte kasutada tugevamaid vandesõnu. Formaalsetes tekstides (ametlikud dokumendid, teadusartiklid, uudised) sellist kirumissõna tavaliselt välditakse. Sõna esineb sageli ilukirjanduses tegelaste kõnes, blogides, foorumites ja muudes informaalsetes tekstides, kus kõnekeelsus on lubatud või isegi oodatud."
sindrinahk	leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral	informaalsetes	"""Sindrinahk"" on leebe kirumissõna, mida kasutatakse emotsionaalse väljendusena pahandades või taunides. Sellised kirumissõnad ja emotsionaalsed hüüatused on tüüpiliselt kasutusel informaalses kõnepruugis ja mitteametlikes tekstides. Seda tüüpi väljendid esinevad sageli argivestlustes, ilukirjanduses tegelaste kõnes, blogides, foorumites ja sotsiaalmeedia postitustes, kus keel on vabam ja emotsionaalsem. Formaalsetes või neutraalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) välditakse tavaliselt selliseid emotsionaalseid kirumissõnu."
