Katsesõna	Tähendus	vastus	põhjendus
pasundama	üliagaralt kuulutama, teatama või edasi rääkima	informaalsetes	"""Pasundama"" omab negatiivset konnotatsiooni ja viitab liialdatud või ebausaldusväärsele info levitamisele.  See teeb selle sobimatuks formaalseks või neutraalseks keelekasutuseks. Minu treeningandmetes on see sõna esinenud just negatiivses ja halvustavas kontekstis, peamiselt internetikommentaarides ja blogides, kus kritiseeritakse kellegi liialdatud jutuajamist või valeinfo levitamist."
pehmik	leebe ja järeleandlik, abituna mõjuv, mittekarm inimene, hrl mehe kohta	informaalsetes	"""Pehmik"" selles tähenduses kannab halvustavat ja emotsionaalselt laetud varjundit, mis sobib pigem argikeelde ja mitteametlikku suhtlusse. See ei ole sõna, mida kasutataks näiteks ametlikus dokumendis või teadusartiklis. Minu treeningandmetes on see sõna esinenud just sellistes kontekstides, mis viitavad informaalsele suhtlusstiilile."
perse	tagumik	informaalsetes	"Sõna ""perse"" tagumiku tähenduses esineb peamiselt vandesõnades, ropendamises ja ebaviisakas kõnepruugis. Seega on tegemist selgelt informaalse sõnaga, mida ametlikes ja neutraalsetes tekstides vältida tuleks."
pill	televiisor, muusikakeskus, auto, fotokaamera vms riist	informaalsetes	"Minu treeningandmetes esineb sõna ""pill"" selles tähenduses valdavalt argikeeles ja mitteametlikes kontekstides. Näiteks olen kohanud seda jutumärkides lausetes nagu ""Mu pill läks katki"" või ""Ostsin uue pilli"".  See viitab sõna slängilisele ja mitteformaalsele iseloomule.  Ametlikes tekstides ja uudistes kasutatakse pigem täpsemaid termineid nagu ""seade"", ""aparaat"" või konkreetse seadme nimetus."
pillitama	hellitama, poputama	informaalsetes	"Minu treeningandmetes esineb ""pillitama"" tähenduses ""hellitama, poputama"" peamiselt argises ja mitteametlikus suhtluses, näiteks jutustades lähedastega või sotsiaalmeedias. See viitab sõna pigem informaalsele kasutusele."
pillitama	nututama	informaalsetes	"Minu treeningandmetes esineb ""pillitama"" tähenduses ""nutma"" peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegu on pigem kõnekeelse ja mitteformaalse väljendiga.  Näited hõlmavad selliseid lauseid nagu  ""Hakkas jälle pillitama"" ja ""Mis sa nüüd pillitad?"".  See viitab emotsionaalsele ja argisele kontekstile.  Formaalsetes või neutraalsetes tekstides seda vastet ei ole esinenud."
pillitama	(jahti pidades) vilega lindu või looma peibutama	neutraalsetes/formaalsetes	"""Pillitama"" selles tähenduses tundub olevat spetsiifiline jahikontekstiga seotud termin.  See ei ole släng ega kõnekeelne väljend, pigem erialane sõnavara, mida võiks kohata jahikirjanduses või -juttudes. Seega sobib see pigem neutraalsesse või formaalsesse registrisse."
pilves	narkootikumist tingitult joobeseisundis, narkouimas	informaalsetes	"Minu treeningandmete põhjal esineb sõna ""pilves"" tähenduses ""narkootikumist tingitult joobeseisundis"" peamiselt noorte kõnekeeles, internetikommentaarides ja ilukirjanduses tegelaste repliikides, mis viitab sellele, et tegemist on slängisõnaga ja seega pigem informaalse kasutusega."
pipstükk	mingi paremat, peenemat sorti toit või toidupala	informaalsetes	"""Pipstükk"" kõlab lapsekeelse ja naljatleva sõnana, mida kasutatakse pigem argisuhtluses või mitteformaalsetes tekstides. See ei sobi ametlikku või tõsisemasse konteksti."
pipstükk	peps (nõudlik ja valiv) inimene	informaalsetes	"""Pipstükk"" selles tähenduses kõlab halvustava ja slängina, mis sobib pigem argikeelde ja mitteametlikku suhtlusse.  See ei sobiks ametlikesse dokumentidesse, teadusartiklitesse ega muudesse formaalsetesse tekstidesse."
plass	"(näovärvi kohta:) kahvatu, jumetu	 (värvide kohta:) ereduseta, erksuseta"	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""plass"" peamiselt ilukirjanduses ja kirjeldavates tekstides, kus värvusi ja näonahka kirjeldatakse. Need tekstid ei ole selgelt informaalsed.  Sõna ise ei kanna mingit slängilist või halvustavat varjundit, mis viitaks informaalsele kasutusele."
poppar	"popmuusik	 popmuusika fänn"	informaalsetes	"Minu treeningandmetes esineb ""poppar"" peamiselt jutumärkides või kontekstis, mis viitab kõnekeelele ja mitteametlikule suhtlusstiilile.  See viitab sellele, et sõna on pigem släng ja sobib informaalseteks tekstideks."
porte	mustriga ilustatud riba, lint või nöör rõivaste, tapeedi vm äärel	neutraalsetes/formaalsetes	"Sõna ""porte"" selles tähenduses esineb minu treeningandmetes peamiselt kirjeldavates ja informatiivsetes kontekstides, näiteks rõivaste või sisustuse kirjeldamisel. See viitab pigem neutraalsele või formaalsele keelekasutusele.  Informaalsetes tekstides pole seda sõna minu andmete põhjal eriti kasutatud."
prahmakas	"ebaõnnestumine	 ekslik tegu, (suur) viga"	informaalsetes	"""Prahmakas"" omab selgelt negatiivset ja emotsionaalset varjundit, mis sobib pigem argikeelde ja mitteametlikku suhtlusse. See kõlab ebaviisakalt ja lapsemeelselt, mistõttu ametlikes või neutraalsetes tekstides kasutataks pigem sõnu nagu ""ebaõnnestumine"", ""viga"" või ""eksimus"". Minu treeningandmetes esineb see sõna peamiselt jutumärkides dialoogis või jutustaja poolt tegelase kõnemaneeri iseloomustamas."
puukeel	purssiv võõrkeele kõnelemine	informaalsetes	"""Puukeel"" selles tähenduses kõlab humoorika ja halvustavana, mis sobib pigem argikeelde ja mitteametlikku suhtlusse.  See ei ole sõna, mida kasutataks näiteks teadusartiklis või ametlikus kõnes."
põrakas	"(tugev) hoop	 pauk või plahvatus"	informaalsetes	"Minu treeningandmetes esineb ""põrakas"" peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnaga.  See sobib hästi argise ja emotsionaalse suhtlusstiiliga."
pätakas	(väike) laps	informaalsetes	"""Pätakas"" lapse kohta viitab tavaliselt hellale või naljatlevale suhtumisele ja on seetõttu sobivam mitteametlikes olukordades. Minu treeningandmetes esineb see sõna peamiselt dialoogides ja jutustustes, kus tegelased on omavahel tuttavad."
reaktiiv	ühe või mitme reaktiivmootoriga lennuk	neutraalsetes/formaalsetes	"""Reaktiiv"" lennuki tähenduses tundub olevat tehniline termin ja seetõttu pigem ametlikum.  Kuigi see ei ole väga spetsiifiline, ei tundu see ka eriti argikeelne.  Seega sobib see pigem neutraalsetesse ja formaalsetesse tekstidesse."
ropsima	"kui sa oksendad, siis tuleb toit su kõhust suu kaudu välja	 pooleldi seeditud toitu koos maomahlaga tahtele allumatult suu kaudu välja paiskama"	informaalsetes	"""Ropsima"" on rahvalik ja ebaviisakas sõna oksendamise kohta.  See sobib pigem argisesse kõnekeelde ja mitteametlikesse olukordadesse.  Formaalsemas või kirjalikus keeles kasutatakse pigem sõna ""oksendama""."
satikas	(parasiit)putukas	informaalsetes	"Sõna ""satikas"" tundub olevat pigem kõnekeelne ja emotsionaalselt laetud.  See viitab ebameeldivale putukale ja seda kasutatakse tõenäolisemalt mitteametlikes olukordades.  Kuigi ma ei saa välistada selle kasutamist neutraalsetes tekstides, on minu treeningandmete põhjal ""satikas"" siiski pigem informaalse stiili tunnus."
siiberdama	edasi-tagasi (logelevalt, lõdvalt) liikuma, sel viisil midagi tegema	informaalsetes	"Sõna ""siiberdama"" kõlab üsna argikeelse ja lohaka tegevusena, mis sobib pigem informaalsesse suhtlusse.  See meenutab mulle sõnu nagu ""logelema"" või ""sõlkuma"", mida ametlikes tekstides naljalt ei kohta."
sittama	mustaks, räpaseks tegema, jäätmetega saastama, reostama	informaalsetes	"Sõna ""sittama"" selles tähenduses on ropp ja ebaviisakas.  Seega on selle kasutus piiratud informaalsete olukordadega, kus selline kõnepruuk on aktsepteeritav. Näiteks võiks seda kuulda sõprade vahelises vestluses või internetikommentaarides. Formaalses keeles ja avalikes tekstides on see sõna sobimatu."
soss	saamatu, käpardlik	informaalsetes	"""Soss"" selles tähenduses on selgelt halvustav ja emotsionaalselt laetud. Seega sobib see pigem argikeelde ja mitteametlikku suhtlusse, mitte formaalsetesse või neutraalsetesse tekstidesse.  Minu treeningandmetes esineb see sõna just sellises kontekstis."
suksutama	naisega armusuhtes olema, sellele ahvatlema	informaalsetes	"Sõna ""suksutama"" antud tähenduses viitab kergelt labasele ja intiimsele tegevusele. Seega sobib see pigem argikeelde ja mitteametlikku suhtlusse, mitte formaalsetesse või neutraalsetesse tekstidesse.  Minu treeningandmetes on see sõna esinenud just sellises kontekstis."
surmasõlm	(lennunduses:) vigurlennu element, mida sooritav lennuk teeb õhus vertikaalse ringi	neutraalsetes/formaalsetes	"""Surmasõlm"" on spetsiifiline termin, mida kasutatakse lennunduse kontekstis.  See viitab konkreetsele vigurlennu elemendile ja seetõttu sobib see pigem ametlikumatesse ja tehnilistesse kirjeldustesse. Kuigi sõna ""sõlm"" on igapäevane, annab ""surma-"" eesliide sellele erilise ja tõsise tähenduse, mis ei sobi hästi informaalsesse suhtlusse."
sutsakas	lühiajaline sooritus, eriti väike teatri- või filmiroll	informaalsetes	"Minu treeningandmetes esineb ""sutsakas"" antud tähenduses peamiselt argises kõnekeeles ja mitteametlikes kontekstides. See tekitab mulje, et tegu on pigem slängilise ja emotsionaalselt värvitud sõnaga, mis ei sobi formaalsesse keelekasutusse."
sürr	(sürrealistlikke) nägemusi, (veidraid) kujutluspilte sisaldav või muul moel uskumatu ja põnev	informaalsetes	"Sõna ""sürr"" kõlab slängina ja tundub sobivat pigem ebametlikku suhtlusse.  See meenutab mulle sõnu nagu ""möll"" või ""trall"", mis on samuti informaalsed.  Ma ei kujuta ette, et seda akadeemilises tekstis või ametlikus kirjas kasutataks."
tatine	tatiga koos, tatiga määrdunud	informaalsetes	"Sõna ""tatine"" kõlab argikeelse ja lapsekeelsena.  See sobiks pigem otsekõnesse või mitteformaalsesse suhtlusse."
tatt	(lapse, liiga noore inimese kohta, ka halvustavalt või sõimusõnana)	informaalsetes	"Sõna ""tatt"" selles tähenduses kannab halvustavat või sõimusõna varjundit ning seetõttu kasutatakse seda pigem mitteametlikes ja informaalsetes suhtlusolukordades.  See ei sobi ametlikku kõnekeelde ega formaalsetesse tekstidesse."
tatt	"ninast erituv lima, ninasekreet	 sülg"	informaalsetes	"Sõna ""tatt"" viitab ninast erituvale limale ebaviisakal ja lapsikul moel.  See on släng ja sobib pigem argiseenusteks laste või väga lähedaste inimeste vahel.  Formaalsetes või neutraalsetes tekstides kasutataks pigem sõna ""ninaeritis"" või ""lima""."
tiiskant	"(kõrge kileda hääle kohta)	 kõrge lapse-, poisihääl koorilaulus"	neutraalsetes/formaalsetes	"""Tiiskant"" on spetsiifiline muusikatermin, mida kasutatakse koorilaulu kontekstis. See viitab konkreetsele hääleliigile ja seda kasutatakse tõenäolisemalt muusikaalastes tekstides, artiklites, õpikutes jne. Kuigi see ei ole rangelt formaalne termin, ei ole see ka tüüpiliselt informaalses keeles kasutatav sõna."
tirts	(väike) tüdruk, tütarlaps	informaalsetes	"Sõna ""tirts"" tüdruku/tütarlapse kohta on hellitav ja emotsionaalselt laetud. See sobib pigem isiklikesse ja mitteametlikesse vestlustesse, näiteks vanemate ja laste vahel või lähedaste sõprade vahel. See ei oleks sobiv ametlikes dokumentides või formaalsetes olukordades. Minu treeningandmetes on see sõna esinenud peamiselt ilukirjanduses dialoogides ja jutustustes, kus tegelased suhtlevad omavahel mitteametlikult."
tohlakas	hoop, löök	informaalsetes	"Minu treeningandmetes esineb ""tohlakas"" tähenduses ""hoop, löök"" peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse väljendiga.  See sobib konteksti, kus kirjeldatakse füüsilist löömist või hoopide andmist mitteametlikus ja emotsionaalses stiilis."
trehvama	kellegagi kokku sattuma, kedagi (juhuslikult) kohtama	informaalsetes	"Minu treeningandmete põhjal kasutatakse sõna ""trehvama"" selles tähenduses peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnaga.  See esineb ka kontekstides, mis viitavad argisele suhtlusele.  Näiteks olen näinud seda kasutatud lauseis nagu ""Trehvasin täna poes Mariaga"" või ""Äkki trehvame homme pargis?"".  Need näited ei ole formaalse keelekasutuse tunnused."
töss	jõuetu, energiata, saamatu, vilets	informaalsetes	"Minu treeningandmetes esineb sõna ""töss"" eelkõige argises ja emotsionaalses kõnekeeles, halvustavas või iroonilises kontekstis. See viitab sellele, et tegemist on pigem informaalse sõnaga, mida ametlikes või neutraalsetes tekstides naljalt ei kohta."
tümakas	monotoonse tugeva rütmiga muusika	informaalsetes	"""Tümakas"" viitab muusikale halvustavas või ükskõikselt-negatiivses toonis ja on seetõttu sobivam informaalses suhtluses.  See kõlab slängina ja ei sobi ametlikku või neutraalsesse konteksti."
vargapesa	pistik, mis võimaldab mitu elektririista vooluvõrku lülitada, harupistik	informaalsetes	"""Vargapesa"" on rahvapärane ja mitteametlik nimetus harupistiku kohta.  Seda kasutatakse peamiselt kõnekeeles ja mitteametlikes olukordades.  Tehnilises dokumentatsioonis või ametlikes tekstides eelistatakse korrektsemat terminit ""harupistik"". Minu treeningandmetes esineb see sõna just argise kõnekeele kontekstis."
vibra	mehaaniline võnkumine	neutraalsetes/formaalsetes	"""Vibra"" tundub olevat tehniline termin, mis viitab mehaanilisele võnkumisele.  Seega on tõenäolisem, et seda kasutatakse spetsiifilisemates või tehnilisemates tekstides, mis on pigem neutraalsed või formaalsed.  Minu treeningandmetes ei ole näiteid selle sõna kasutamisest informaalses kontekstis."
vitsutama	rohkesti ja aplalt sööma	informaalsetes	"Minu treeningandmetes esineb ""vitsutama"" tähenduses ""rohkesti ja aplalt sööma"" peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse kasutusega.  See sobib kokku ka sõna üldise tonaalsusega, mis on humoorikas ja mänguline, mitte ametlik."
volüüm	heli tugevus	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""volüüm"" heli tugevuse tähenduses nii tehnilistes kirjeldustes kui ka igapäevakõnes, kuid mitte selgelt informaalses kontekstis. See viitab pigem neutraalsele või formaalsele kasutusele.  Näiteks olen kohanud seda sõna kasutatuna kasutusjuhendites ja artiklites, mis kirjeldavad helisüsteeme. Samas olen näinud ka näiteid tavakõnest, kus palutakse ""volüümi maha keerata"".  Seega ei seostu see sõna minu andmete põhjal otseselt slängi või muu mitteformaalse keelekasutusega."
värdjas	(vastumeelsust äratava inimese kohta, ka sõimusõnana)	informaalsetes	"Sõna ""värdjas"" kannab tugevat negatiivset emotsionaalset laengut ja on solvav.  Seega on selle kasutus piiratud ebaviisakaks peetavate ja emotsionaalsete olukordadega, mis on omased pigem informaalsele suhtlusstiilile.  Formaalses ja neutraalses keelekasutuses on olemas viisakamad alternatiivid ebameeldiva inimese kirjeldamiseks."
aidaa	(lahkumisel öeldav sõna:) nägemiseni, kohtumiseni	informaalsetes	"""Aidaa"" on lühike ja emotsionaalselt laetud hüvastijätt, mida kasutatakse peamiselt suulises kõnekeeles ja mitteametlikes olukordades. Minu treeningandmetes esineb see sõna just jutumärkides dialoogides, foorumites ja blogides. See viitab sõna mitteametlikule ja argisele iseloomule.  Formaalsetes tekstides ja ametlikus suhtluses kasutatakse pigem traditsioonilisemaid hüvastijätte nagu ""nägemist"" või ""head aega""."
alias	varjunimi	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""alias"" peamiselt ametlikes kirjeldustes, nt isikuandmete või kirjandusteoste puhul varjunime tähistamiseks. See viitab pigem neutraalsele või formaalsele kasutusele.  Samas ei ole ma kohanud seda sõna selgelt informaalses kontekstis, näiteks slängina või emotsionaalselt laetud tekstis."
amarüll	Kesk- ja Lõuna-Ameerikast pärit suurte hrl punaste või valgete kellukjate õitega sibullill, Eestis toataim	neutraalsetes/formaalsetes	"""Amarüll"" on taime korrektne nimetus ja seda kasutatakse nii aiandusalastes tekstides, entsüklopeediates kui ka igapäevakõnes lille nimetamiseks. Seega sobib see nii ametlikku kui ka mitteametlikku konteksti.  Kuigi sõna võib esineda ka informaalsetes tekstides, ei ole sellel spetsiifilist slängilist või argikeelset varjundit."
ARK	"riiklik teenindusbüroo, kus korraldatakse sõiduki ostu- ja müügitoiminguid, juhilubade taotlemist vms	 sõidukite registreerimise büroo"	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ARK ametliku asutuse nimetusena, mis viitab Maanteeametile.  Seega sobib see nii neutraalsesse kui ka formaalsesse keelekasutusse.  Näiteks võib öelda ""Ma pean minema ARKi juhiluba uuendama"" (neutraalne) või ""Palun esitage ARKi poolt väljastatud sõiduki registreerimistunnistus"" (formaalne).  Informaalses keeles võiks kasutada pigem Maanteeamet või mõnda slängiväljendit."
asjapulk	(tähtis) ametimees, (tähtsalt) milleski osalev inimene	informaalsetes	"""Asjapulk"" kannab endas iroonilist ja halvustavat varjundit, mis sobib pigem mitteametlikku suhtlusse.  See kõlab humoorikalt ja sarkastiliselt, mitte ametlikult või neutraalselt."
baka	kõrghariduse madalaima astme õpe, mille kestel üliõpilane omandab eriala alusteadmised ja -oskused	neutraalsetes/formaalsetes	"""Baka"" selles tähenduses on lühend sõnast ""bakalaureus"" ja seda kasutatakse tihti haridussüsteemi ja õppeasutuste kontekstis.  See on lühike ja mugav viis viidata bakalaureuseõppele ametlikes dokumentides, õppekavades ja vestlustes. Kuigi sõna on lühike, ei tundu see oma olemuselt slängina või eriti mitteformaalsena."
baka	"inimene, kes on lõpetanud hrl kolmeaastase õppekava ja saanud bakalaureusekraadi	 vastav akadeemiline kraad"	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""baka"" peamiselt haridusalastes kontekstides, kus kirjeldatakse õppetasemeid ja -nõudeid.  See viitab pigem neutraalsele või formaalsele kasutusele.  Samas ei ole ma kohanud seda sõna selgelt informaalsetes tekstides nagu jututoas või blogides."
