"Katsesõna"	"Tähendus"	"vastus"	"põhjendus"
"tohterdama"	"ravima, ravitsema"	"informaalsetes"	"Sõna ""tohterdama"" kasutatakse sageli kõnekeeles ja mitteametlikes olukordades, et viidata ravimisele või ravitsemisele. See väljend omab veidi mängulist või leebemat tooni võrreldes neutraalsemate või formaalsemate sünonüümidega nagu ""ravima"". Seetõttu on see tõenäolisemalt kasutusel informaalsetes tekstides, nagu vestlused, blogid või sotsiaalmeedia postitused."
"tohutu"	"väga, määratult"	"neutraalsetes/formaalsetes"	"Sõna ""tohutu"" tähenduses ""väga, määratult"" on laialdaselt kasutatav nii igapäevases kõnes kui ka kirjakeeles. See ei ole släng ega kõnekeelne väljend, mistõttu sobib see hästi ka neutraalsetesse ja formaalsetesse tekstidesse. Sõna ei kanna endas familiaarsust või informaalset tooni, mis on sageli omane just informaalsetele tekstidele."
"toi"	"vana mees"	"informaalsetes"	"Sõna ""toi"" tähenduses ""vana mees"" on tõenäoliselt släng või kõnekeelne väljend, mida kasutatakse pigem igapäevastes ja mitteametlikes olukordades. Sellised väljendid on tavaliselt levinud suulises kõnes, sotsiaalmeedias, foorumites ja muudes mitteametlikes tekstides, kus keelekasutus on vabam ja vähem formaalne."
"tong"	"(padruni) sütik"	"neutraalsetes/formaalsetes"	"Sõna ""tong"" tähenduses ""(padruni) sütik"" viitab spetsiifilisele tehnilisele terminile, mis on tõenäolisemalt kasutusel relvade, laskemoona ja militaarteemalistes tekstides. Sellised tekstid on tavaliselt neutraalsed või formaalsed, kuna need käsitlevad tehnilisi üksikasju ja nõuavad täpsust. Seetõttu ei ole see sõna tõenäoliselt levinud informaalsetes vestlustes või tekstides."
"tongi"	"(kergelt) purju"	"informaalsetes"	"Sõna ""tongi"" tähenduses ""(kergelt) purju"" on slängi väljend, mida kasutatakse pigem igapäevases kõnekeeles ja mitteametlikes olukordades. Sellised väljendid on tavaliselt levinud sõprade omavahelises suhtluses, sotsiaalmeedias, foorumites ja muudes mitteametlikes kontekstides. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja standardsemaid väljendeid."
"tongis"	"alkoholiuimas, napsitanud (olekus), (kergelt) purjus"	"informaalsetes"	"Sõna ""tongis"" kasutatakse tähenduses ""alkoholiuimas, napsitanud (olekus), (kergelt) purjus"" pigem mitteametlikes ja igapäevastes kontekstides. Sellised väljendid on tavaliselt levinud kõnekeeles ja slängis, mida kasutatakse sõprade vahelises suhtluses, sotsiaalmeedias, foorumites ja muudes mitteametlikes olukordades. Formaalsetes või ametlikes tekstides eelistatakse tavaliselt neutraalsemaid ja selgemaid väljendeid."
"torujüri"	"torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp"	"informaalsetes"	"Sõna ""torujüri"" on tõenäoliselt tuletatud isikunimest ja kasutatakse seda pigem kõnekeeles või rahvalikus kontekstis, et viidata torutööde spetsialistile. Sellised väljendid on tavaliselt levinud igapäevases keelekasutuses, näiteks vestlustes või mitteametlikes kirjutistes, nagu blogid ja sotsiaalmeedia postitused. Neutraalsetes või formaalsetes tekstides eelistatakse tõenäoliselt ametlikumaid termineid, nagu ""torulukksepp"" või ""torutööde spetsialist""."
"torumees"	"torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp"	"neutraalsetes/formaalsetes"	"Sõna ""torumees"" kasutatakse sageli neutraalsetes ja formaalsetes kontekstides, kuna see viitab konkreetsele ametile või töövaldkonnale. Seda terminit võib leida ametlikes dokumentides, töökuulutustes ja tehnilistes kirjeldustes, kus on vaja täpset ja selget viidet torutööde spetsialistile. Kuigi sõna võib esineda ka igapäevases kõnes, ei ole sellel tugevat informaalset varjundit, mis viitaks sellele, et seda kasutatakse peamiselt mitteametlikes tekstides."
"tou"	"hoop, löök"	"informaalsetes"	"Sõna ""tou"" tähenduses ""hoop, löök"" on tõenäoliselt slängi või kõnekeele väljend, mida kasutatakse pigem mitteametlikes olukordades. Sellised väljendid on tavaliselt levinud suulises kõnes, sotsiaalmeedias, foorumites ja muudes mitteametlikes kontekstides, kus keelekasutus on vabam ja vähem formaalne."
"transvaal"	"madin, möll, kisa-kära"	"informaalsetes"	"Sõna ""transvaal"" tähenduses ""madin, möll, kisa-kära"" viitab olukordadele, mis on seotud rahutuse või kaosega, mis on tavaliselt omased mitteametlikule suhtlusele. Sellised väljendid on sageli levinud kõnekeeles, slängis või mitteametlikes vestlustes, kus kasutatakse värvikamaid ja lõbusamaid väljendeid. Seetõttu on tõenäoline, et seda sõna kasutatakse pigem informaalsetes tekstides nagu blogid, foorumid või sotsiaalmeedia postitused."
"trett"	"kord	 käik, teekond"	"informaalsetes"	"Sõna ""trett"" tähenduses ""kord, käik, teekond"" on slängilik ja kõnekeelne väljend, mida kasutatakse pigem igapäevases kõnes ja mitteametlikes kontekstides. Sellised sõnad on tavaliselt levinud sõpradevahelistes vestlustes, sotsiaalmeedias ja muudes mitteametlikes suhtluskanalites. Formaalsetes või neutraalsetes tekstides eelistatakse tõenäoliselt kasutada standardsemaid väljendeid nagu ""teekond"" või ""käik""."
"trikkel"	"päästik (käsitulirelval)"	"informaalsetes"	"Sõna ""trikkel"" ei ole standardne termin eesti keeles ja tundub olevat pigem slängi või kõnekeele väljend, mida kasutatakse mitteametlikes kontekstides. Sellised sõnad on tavaliselt levinud suulises kõnes, sotsiaalmeedias või foorumites, kus formaalsus ei ole esmatähtis. Neutraalses või formaalses kontekstis eelistatakse tõenäoliselt ametlikumat terminit ""päästik""."
"tritsutama"	"(tritsudega) uisutama"	"informaalsetes"	"Sõna ""tritsutama"" on kõnekeelne ja spetsiifiline termin, mis viitab tegevusele, mida tehakse tritsudega uisutades. Sellised sõnad on tavaliselt levinud suulises kõnes ja mitteametlikes kontekstides, nagu sõpradevahelised vestlused, sotsiaalmeedia postitused või foorumid. Formaalsetes ja neutraalsetes tekstides eelistatakse tõenäoliselt täpsemat ja üldtuntud sõnavara."
"tropp"	"naps viina vm kangemat alkoholi"	"informaalsetes"	"Sõna ""tropp"" tähenduses 'naps viina vm kangemat alkoholi' on slängiline väljend, mida kasutatakse pigem igapäevases kõnekeeles ja mitteametlikes olukordades. Sellised väljendid on tavaliselt levinud sõprade omavahelistes vestlustes, sotsiaalmeedias ja muudes mitteametlikes tekstides, kuid mitte ametlikes või formaalsetes dokumentides."
"trotuaar"	"jalakäijate tee, näiteks tänava või maantee ääres	 jalakäijatele mõeldud, hrl kõva kattega kaetud teeosa"	"neutraalsetes/formaalsetes"	"Sõna ""trotuaar"" on laenatud prantsuse keelest ja seda kasutatakse eesti keeles peamiselt neutraalsetes ja formaalsetes kontekstides, et viidata jalakäijatele mõeldud kõnniteele. Seda terminit võib leida ametlikes dokumentides, linnaplaneerimise tekstides ja ajakirjanduses, kus kirjeldatakse infrastruktuuri ja linnakeskkonda. Informaalses kõnes võib eelistada lihtsamat sõna ""kõnnitee""."
"truba"	"otsast laieneva, pikerguse kujuliseks painutatud toruga, kõrgeima heliulatusega vaskpuhkpill"	"neutraalsetes/formaalsetes"	"Sõna ""truba"" tähistab konkreetset muusikainstrumenti, mis on tuntud ja kasutusel muusikamaailmas. Selliseid termineid kasutatakse sageli neutraalsetes või formaalsetes kontekstides, nagu muusikateooria õpikud, kontserdiprogrammid, muusikakriitika ja -analüüs. Kuna tegemist on spetsiifilise terminiga, mis viitab kindlale objektile, on selle kasutus pigem neutraalne või formaalne, mitte informaalne."
"träni"	"igasugused (mõttetud) asjad	 rämps, pahn"	"informaalsetes"	"Sõna ""träni"" kasutatakse sageli igapäevases kõnekeeles, et viidata asjadele, mida peetakse mõttetuks või väärtusetuks. Selline väljend on tavaliselt omane mitteametlikule suhtlusele, nagu vestlused sõprade vahel, sotsiaalmeedia postitused või foorumiarutelud. Formaalsetes või ametlikes tekstides eelistatakse tõenäoliselt neutraalsemaid või täpsemaid termineid."
"trään"	"igasugused (mõttetud) asjad	 rämps, pahn"	"informaalsetes"	"Sõna ""trään"" kasutatakse sageli igapäevases kõnepruugis ja mitteametlikes olukordades, et viidata mõttetutele või väärtusetutele asjadele. See on pigem slängi või kõnekeele väljend, mis sobib hästi blogides, foorumites, sotsiaalmeedias ja muudes mitteametlikes tekstides. Formaalsetes või neutraalsetes tekstides eelistatakse tõenäoliselt täpsemaid ja neutraalsemaid termineid nagu ""rämps"" või ""pahn""."
"tsikkel"	"kahe või kolme rattaga mootorsõiduk, mille mootori töömaht on vähemalt 50 cm3 ja mis liigub kiirusega vähemalt 45 km/h	 mootoriga sõiduk, millel on kaks ratast"	"informaalsetes"	"Sõna ""tsikkel"" kasutatakse sageli igapäevases kõnepruugis ja mitteametlikes kontekstides, nagu vestlused, blogid või sotsiaalmeedia postitused, et viidata mootorrattale. See on lühendatud ja kõnekeelne vorm, mis ei ole tavaliselt kasutusel ametlikes dokumentides või formaalsetes tekstides, kus eelistatakse sõna ""mootorratas"". Seetõttu on selle kasutus pigem informaalne."
"tsipa"	"väike hulk, vähene määr"	"informaalsetes"	"Sõna ""tsipa"" kasutatakse sageli igapäevases kõnekeeles ja mitteametlikes olukordades, et väljendada väikest hulka või vähest määra. See on levinud sõna, mida võib kohata vestlustes, blogides, sotsiaalmeedias ja muudes mitteametlikes tekstides. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt täpsemaid ja neutraalsemaid väljendeid nagu ""veidi"" või ""natuke""."
"tsipakene"	"väike hulk, vähene määr"	"informaalsetes"	"Sõna ""tsipakene"" on diminutiivne vorm, mis viitab väikesele hulgale või vähesele määrale. Sellised sõnad on sageli kasutusel igapäevases kõnekeeles ja mitteametlikes olukordades, kus soovitakse väljendada midagi leebemalt või sõbralikumalt. Neid kasutatakse tihti vestlustes, blogides, foorumites ja sotsiaalmeedias, kus keelekasutus on vabam ja vähem formaalne. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja täpsemaid väljendeid."
"tss"	"vaikusele või vaikimisele manitsev häälitsus"	"informaalsetes"	"Sõna ""tss"" on häälitsus, mida kasutatakse sageli igapäevases suhtluses, et manitseda kedagi vaikima. Sellised häälitsused on tavaliselt omased mitteametlikule suhtlusele, nagu vestlused sõprade vahel, sotsiaalmeedia postitused või chativestlused. Formaalsetes või neutraalsetes tekstides kasutatakse pigem sõnalisi väljendeid, nagu ""palun vaikust"" või ""ole vait""."
"tšau"	"tervitus- ja hüvastijätusõna"	"informaalsetes"	"Sõna ""tšau"" kasutatakse peamiselt mitteametlikes olukordades, näiteks sõprade ja tuttavate vahelises suhtluses. See on levinud tervitus- ja hüvastijätusõna, mida kasutatakse sageli vestlustes, chatis ja sotsiaalmeedias. Formaalsetes või ametlikes tekstides eelistatakse tavaliselt neutraalsemaid ja ametlikumaid tervitusi nagu ""tere"" või ""head aega""."
"tšikk"	"välimusele suurt rõhku panev, hrl efektne, silmahakkav tüdruk või noor naine"	"informaalsetes"	"Sõna ""tšikk"" kasutatakse sageli noorte seas ja mitteametlikes kontekstides, nagu sotsiaalmeedia, vestlused ja blogid. See väljend on pigem slängi kategooriasse kuuluv ja seetõttu ei ole see tavapärane neutraalsetes või formaalsetes tekstides."
"tuhajuhan"	"rumal, taipamatu inimene, lollpea"	"informaalsetes"	"Sõna ""tuhajuhan"" kasutatakse pigem informaalsetes kontekstides, kuna see on rahvalik ja kõnekeelne väljend, mida kasutatakse sageli kellegi rumaluse või taipamatuse kirjeldamiseks. Sellised väljendid on tavaliselt levinud igapäevases kõnes, sotsiaalmeedias, blogides ja muudes mitteametlikes suhtluskanalites, kus keelekasutus on vabam ja vähem formaalne."
"tuleriist"	"relv, mille haavlilaeng, kuul, miin, mürsk vm paiskub rauaõõnest välja püssirohu vm lõhkeaine plahvatusel tekkinud gaaside survel"	"neutraalsetes/formaalsetes"	"Sõna ""tuleriist"" on vanamoeline ja pigem tehniline termin, mida kasutatakse kirjeldamaks tulirelvi üldiselt. Selline terminoloogia on tõenäolisemalt kasutusel neutraalsetes või formaalsetes kontekstides, nagu näiteks ajaloolised või tehnilised tekstid, kus on vaja täpset ja korrektset sõnavara. Informaalsetes tekstides kasutatakse tõenäolisemalt kaasaegsemaid ja igapäevasemaid termineid nagu ""relv"" või ""tulirelv""."
"tulivesi"	"(viina või piirituse kohta)"	"informaalsetes"	"Sõna ""tulivesi"" kasutatakse sageli viina või piirituse kohta, kuid see on pigem rahvapärane ja kõnekeelne väljend. Sellised väljendid on tavaliselt levinud mitteametlikes olukordades, nagu sõpradevahelised vestlused, sotsiaalmeedia postitused või kirjanduslikud teosed, kus tegelased kasutavad kõnekeelt. Formaalsetes või neutraalsetes tekstides eelistatakse tõenäoliselt täpsemaid ja ametlikumaid termineid nagu ""viin"" või ""piiritus""."
"tummahammas"	"(vaikse, sõnakehva inimese kohta)"	"informaalsetes"	"Sõna ""tummahammas"" on kõnekeelne väljend, mida kasutatakse pigem igapäevases suhtluses ja mitteametlikes olukordades. Sellised väljendid on tavaliselt levinud suulises kõnes, sotsiaalmeedias või muudes mitteametlikes tekstides, kus kasutatakse rohkem rahvalikke ja kujundlikke väljendeid. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja täpsemaid väljendeid."
"turuvarblane"	"endale juhutöödega ülalpidamist teeniv isik"	"informaalsetes"	"Sõna ""turuvarblane"" viitab isikule, kes teenib elatist juhutöödega, mis on sageli seotud mitteametliku või ebastabiilse tööga. Sellised väljendid on tavaliselt levinud kõnekeeles ja mitteametlikes kontekstides, kus inimesed kirjeldavad oma või teiste tööolukorda lihtsustatult ja piltlikult. Seetõttu on tõenäolisem, et seda sõna kasutatakse pigem informaalsetes tekstides nagu vestlused, blogid või sotsiaalmeedia postitused."
"tutakas"	"löök, hoop"	"informaalsetes"	"Sõna 'tutakas' kõlab kõnekeelselt ja on tõenäoliselt kasutusel pigem igapäevases, mitteametlikus suhtluses. Sellised väljendid on tavaliselt levinud sõpradevahelises vestluses, sotsiaalmeedias või muudes mitteametlikes kontekstides, mitte aga ametlikes dokumentides või formaalsetes tekstides."
"tutikas"	"täiesti uus"	"informaalsetes"	"Sõna ""tutikas"" tähenduses ""täiesti uus"" on kõnekeelne väljend, mida kasutatakse pigem igapäevases ja mitteametlikus suhtluses. Sellised sõnad on tavaliselt levinud noorte seas ja sotsiaalmeedias, kus keelekasutus on vabam ja vähem formaalne. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid ja ametlikumaid väljendeid nagu ""uus"" või ""täiesti uus""."
"tuunima"	"(inimese kohta:) üles lööma, atraktiivseks tegema	 sõidukit vm asja ilusamaks, võimsamaks vms tegema"	"informaalsetes"	"Sõna ""tuunima"" kasutatakse sageli igapäevases kõnepruugis ja mitteametlikes kontekstides, nagu näiteks sõpradevahelised vestlused, sotsiaalmeedia postitused ja foorumid, kus räägitakse autode, tehnika või välimuse muutmisest. See väljend on seotud noortepärase ja popkultuurilise sõnavaraga, mis viitab pigem mitteametlikule suhtlusele. Formaalsetes tekstides eelistatakse tõenäoliselt täpsemaid ja traditsioonilisemaid väljendeid."
"tõmbetükk"	"menukas lavateos"	"neutraalsetes/formaalsetes"	"Sõna ""tõmbetükk"" tähenduses ""menukas lavateos"" on pigem neutraalne või formaalne, kuna see viitab konkreetsele kultuurilisele või kunstilisele nähtusele. Selliseid termineid kasutatakse sageli teatri- ja kultuurikriitikas, meediaväljaannetes ning ametlikes aruteludes, kus arutatakse lavateoste populaarsust ja mõju. See ei ole släng ega kõnekeelne väljend, mida tavaliselt leiaks informaalsetes tekstides nagu blogid või sotsiaalmeedia postitused."
"täiega"	"täiesti, täielikult	 väga suurel määral, suure intensiivsusega vms"	"informaalsetes"	"Sõna ""täiega"" kasutatakse sageli kõnekeeles, et rõhutada midagi väga suurel määral või intensiivsusega. Seda leidub tihti noortepärases slängis ja mitteametlikes suhtluskanalites nagu sotsiaalmeedia, chativestlused ja foorumid. Formaalsetes ja neutraalsetes tekstides eelistatakse tavaliselt täpsemaid ja traditsioonilisemaid väljendeid nagu ""täiesti"" või ""täielikult""."
"täika"	"turg, kus kaubeldakse vanade, kasutatud asjadega"	"informaalsetes"	"Sõna ""täika"" kasutatakse sageli igapäevases kõnepruugis ja see on seotud tegevusega, mis toimub mitteametlikus keskkonnas, nagu vanakraamiturg või kirbuturg. Sellised turud on tavaliselt vabas õhus ja seotud pigem hobide, vaba aja veetmise ning mitteametliku kaubandusega. Seetõttu on sõna ""täika"" kasutamine pigem levinud informaalsetes tekstides, nagu blogid, sotsiaalmeedia postitused ja vestlused, kus inimesed jagavad oma kogemusi või ostusoovitusi."
"täitsa"	"osutab millegi täit määra, seda samas rõhutamata"	"informaalsetes"	"Sõna ""täitsa"" kasutatakse sageli igapäevases kõnekeeles, et väljendada midagi täiel määral, kuid ilma liigse rõhutamiseta. See on levinud sõna vestlustes, sotsiaalmeedias ja muudes mitteametlikes kontekstides. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt täpsemaid ja vähem kõnekeelseid väljendeid."
"täiturg"	"turg, kus kaubeldakse vanade, kasutatud asjadega"	"informaalsetes"	"Sõna ""täiturg"" viitab turule, kus kaubeldakse vanade ja kasutatud asjadega, mis on sageli seotud igapäevase ja mitteametliku suhtlusega. Sellised turud on tihti osa rahvakeelsest ja igapäevasest vestlusest, mida kasutatakse rohkem mitteametlikes kontekstides, nagu sõpradevahelised vestlused, sotsiaalmeedia postitused või blogid. Formaalsetes tekstides, nagu ametlikud aruanded või akadeemilised artiklid, kasutatakse tõenäolisemalt täpsemaid ja neutraalsemaid termineid."
"täto"	"naha sisse torgitud joonistus, täht või number inimese nahal (hrl kaunistuseks)"	"informaalsetes"	"Sõna ""täto"" on lühendatud ja kõnekeelne vorm sõnast ""tätoveering"", mida kasutatakse pigem mitteametlikes kontekstides. Sellised lühendatud või mugandatud sõnad on tavaliselt levinud noorte seas, sotsiaalmeedias, foorumites ja igapäevases kõnes, kus formaalsus ei ole esmatähtis. Formaalsetes või neutraalsetes tekstides eelistatakse kasutada täisvormi ""tätoveering""."
"tätokas"	"naha sisse torgitud joonistus, täht või number inimese nahal (hrl kaunistuseks)"	"informaalsetes"	"Sõna ""tätokas"" on kõnekeelne ja slängilik väljend, mida kasutatakse pigem igapäevases vestluses ja mitteametlikes kontekstides. Sellised sõnad on tavaliselt levinud noorte seas ja sotsiaalmeedias, kus keelekasutus on vabam ja vähem formaalne. Formaalsetes tekstides eelistatakse tõenäoliselt kasutada sõna ""tätoveering""."
"täägima"	"sotsiaalmeedias märgistama, nt pildile nimesilti lisama"	"informaalsetes"	"Sõna ""täägima"" on seotud sotsiaalmeedia ja internetikultuuriga, mis on oma olemuselt pigem informaalne. Selliseid termineid kasutatakse sageli igapäevases suhtluses, nagu chativestlused ja sotsiaalmeedia postitused, kus keelekasutus on vabam ja vähem formaalne. Formaalsetes tekstides, nagu ametlikud dokumendid või teadusartiklid, eelistatakse tavaliselt neutraalsemaid ja standardsemaid väljendeid."
"tööpost"	"(esineb väljendites kellegi tööpaiga, ametikoha või töötamisega ühenduses)"	"neutraalsetes/formaalsetes"	"Sõna ""tööpost"" kasutatakse sageli ametlikus kontekstis, viidates kellegi tööpaigale või ametikohale. See on levinud termin tööalastes aruteludes, ametlikes dokumentides ja suhtluses, kus räägitakse töötamisest või tööülesannetest. Selline kasutusviis viitab sellele, et sõna sobib pigem neutraalsetesse või formaalsetesse tekstidesse."
"tümm"	"monotoonse tugeva rütmiga muusika"	"informaalsetes"	"Sõna ""tümm"" kasutatakse sageli noorte ja muusikahuviliste seas, et kirjeldada teatud tüüpi muusikat, mis on monotoonse ja tugeva rütmiga. Selline sõnavara on iseloomulik mitteametlikule suhtlusele, nagu vestlused sotsiaalmeedias, foorumites ja igapäevases kõnepruugis. Formaalsetes või neutraalsetes tekstides eelistatakse tõenäoliselt täpsemat ja neutraalsemat sõnavara, nagu ""elektrooniline muusika"" või ""rütmiline muusika""."
"tüng"	"altminek, pettasaamine	 altvedamine"	"informaalsetes"	"Sõna ""tüng"" kasutatakse sageli igapäevases kõnekeeles, et kirjeldada olukordi, kus keegi on petta saanud või alt veetud. See on levinud slängisõna, mida kohtab tihti noorte seas ja mitteametlikes vestlustes, nagu sotsiaalmeedia postitustes, foorumites ja chativestlustes. Formaalsetes ja ametlikes tekstides eelistatakse tavaliselt neutraalsemaid väljendeid."
"tüürman"	"eriharidusega laevajuht, kes vastutab ohutu meresõidu eest, kapteni abi"	"neutraalsetes/formaalsetes"	"Sõna ""tüürman"" viitab konkreetsele ametikohale ja erialasele rollile merenduses, mis eeldab spetsiifilist haridust ja vastutust. Selliseid termineid kasutatakse tavaliselt ametlikes ja erialastes kontekstides, nagu näiteks merendusalased dokumendid, ametlikud aruanded, haridusmaterjalid ja töökuulutused. Seetõttu on sõna kasutus pigem neutraalsetes ja formaalsetes tekstides."
"uimerdama"	"(uimasena) aeglaselt liikuma või tegutsema"	"informaalsetes"	"Sõna ""uimerdama"" oma tähenduse ja kõlaga sobib pigem igapäevasesse kõnepruuki, kus kirjeldatakse kellegi aeglast või loiut liikumist või tegutsemist. Sellised väljendid on tavaliselt levinud suulises kõnes, sotsiaalmeedias või mitteametlikes kirjutistes, kus kasutatakse elavat ja kujundlikku keelt. Formaalsetes või neutraalsetes tekstides eelistatakse sageli neutraalsemaid ja täpsemaid väljendeid."
"uimerdis"	"(aeglase ja uimase inimese kohta)"	"informaalsetes"	"Sõna ""uimerdis"" on iseloomulik kõnekeelele ja seda kasutatakse sageli kellegi kirjeldamiseks, kes on aeglane või uimane. Sellised väljendid on tavaliselt levinud igapäevases suhtluses, nagu vestlused sõprade vahel, sotsiaalmeedia postitused või mitteametlikud tekstid. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja vähem hinnangulisi väljendeid."
"ulmekas"	"ulmežanris film, romaan, jutustus vm teos"	"informaalsetes"	"Sõna ""ulmekas"" on lühend ja kõnekeelne vorm sõnast ""ulmefilm"" või ""ulmeromaan"". Seda kasutatakse sageli igapäevases kõnes ja mitteametlikes kontekstides, nagu blogid, foorumid ja sotsiaalmeedia, kus inimesed räägivad oma lemmikfilmidest või -raamatutest. Formaalsetes tekstides eelistatakse tõenäoliselt täisvorme nagu ""ulmefilm"" või ""ulmeromaan""."
"umbjoove"	"väga purjus olek"	"informaalsetes"	"Sõna ""umbjoove"" kasutatakse tavaliselt kirjeldamaks väga purjus olekut, mis on tihti seotud igapäevase ja mitteametliku suhtlusega. Sellised väljendid on sagedamini kasutusel sõpradevahelises vestluses, sotsiaalmeedias, foorumites ja muudes mitteametlikes kontekstides, kus keelekasutus on vabam ja vähem formaalne. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt neutraalsemaid väljendeid, mis ei kanna endas tugevat emotsionaalset või hinnangulist varjundit."
"untsakas"	"kerglane, tühine inimene	 linnainimene, linliku elulaadiga inimene"	"informaalsetes"	"Sõna ""untsakas"" oma tähenduses ""kerglane, tühine inimene"" või ""linnainimene, linliku elulaadiga inimene"" on tõenäoliselt kasutusel pigem informaalsetes kontekstides. Sellised väljendid, mis viitavad isikule negatiivses või kergemeelses võtmes, on tavaliselt levinud kõnekeeles, sotsiaalmeedias, vestlustes ja muudes mitteametlikes tekstides, kus kasutatakse rohkem rahvalikku ja otsest keelt. Neutraalsed või formaalsed tekstid eelistavad tavaliselt neutraalsemaid ja vähem hinnangulisi väljendeid."
"untsantsakas"	"kerglane, tühine inimene	 linnainimene, linliku elulaadiga inimene"	"informaalsetes"	"Sõna ""untsantsakas"" oma tähenduse poolest viitab kerglasele või tühisele inimesele ning sellel on veidi halvustav või pilkav alatoon. Sellised väljendid on tavaliselt omased mitteametlikule keelekasutusele, kus kasutatakse kõnekeelseid ja rahvalikke väljendeid. Seetõttu on tõenäoline, et seda sõna kasutatakse pigem informaalsetes tekstides, nagu vestlused, blogid ja sotsiaalmeedia postitused, kus keelekasutus on vabam ja vähem formaalne."
"ussipuru"	"röövikute poolt täiesti rikutud ese, läbinisti ussitanud puuvili vm"	"informaalsetes"	"Sõna ""ussipuru"" oma kujundliku ja piltliku tähendusega sobib pigem igapäevasesse kõnepruuki ja mitteametlikesse tekstidesse. Sellised väljendid on sageli levinud suulises kõnes, sotsiaalmeedias või mitteametlikes kirjutistes, kus kasutatakse värvikamaid ja kõnekeelsemaid väljendeid. Formaalsetes või neutraalsetes tekstides eelistatakse tõenäoliselt täpsemat ja neutraalsemat sõnavara."
"ute"	"emane lammas"	"neutraalsetes/formaalsetes"	"Sõna ""ute"" tähenduses ""emane lammas"" on spetsiifiline termin, mida kasutatakse loomakasvatuse ja zooloogia kontekstis. Sellised terminid on tavaliselt neutraalsed või formaalsed, kuna neid kasutatakse teaduslikes, hariduslikes ja ametlikes tekstides, kus täpsus ja selgus on olulised. Seetõttu ei ole see sõna tüüpiliselt seotud informaalsete tekstidega."
"uun"	"elektriga ahi, mis teeb toidu väga kiiresti soojaks	 mikrolainete abil kiiresti ja ühtlaselt (toitu) kuumutav elektriahi"	"informaalsetes"	"Sõna ""uun"" on lühendatud ja mitteametlik viis viidata mikrolaineahjule. Sellised lühendid ja slängisõnad on tavaliselt omased informaalsetele tekstidele, nagu vestlused sotsiaalmeedias, foorumites või igapäevases kõnekeeles. Neutraalses või formaalses kontekstis eelistatakse tõenäoliselt kasutada täisvormi ""mikrolaineahi""."
"va"	"esineb rõhutus asendis, kuid on tunderõhulise hinnanguga, väljendab hrl kas halvakspanu või tunnustust"	"informaalsetes"	"Sõna ""va"" kasutatakse sageli kõnekeeles, et anda edasi emotsionaalset hinnangut, olgu see siis halvakspanu või tunnustus. Selline väljendusviis on iseloomulik mitteametlikule suhtlusele, nagu vestlused sõprade vahel, sotsiaalmeedia postitused või kommentaarid, kus emotsioonide ja isiklike hinnangute väljendamine on tavapärane. Formaalsetes või neutraalsetes tekstides, nagu ametlikud dokumendid või akadeemilised kirjutised, sellist emotsionaalset ja subjektiivset väljendusviisi tavaliselt ei kasutata."
"vaaritama"	"süüa (või midagi joodavat) tegema, eriti midagi keetes"	"informaalsetes"	"Sõna ""vaaritama"" on kõnekeelne väljend, mida kasutatakse sageli igapäevases vestluses ja mitteametlikes olukordades, näiteks pereringis või sõprade vahel. See ei ole tavaliselt kasutusel ametlikes dokumentides või formaalsetes tekstides, kus eelistatakse neutraalsemaid ja standardsemaid väljendeid nagu ""toitu valmistama"" või ""keedetud toitu tegema""."
"vaart"	"hoog, liikumise kiirus"	"informaalsetes"	"Sõna ""vaart"" tähenduses ""hoog, liikumise kiirus"" on tõenäoliselt släng või murdesõna, mida kasutatakse pigem igapäevases kõnekeeles ja mitteametlikes kontekstides. Sellised sõnad on tavaliselt levinud suulises kõnes, sotsiaalmeedias, foorumites ja muudes mitteametlikes tekstides, kus keelekasutus on vabam ja vähem standardiseeritud."
"vabatmees"	"endisaegne vabamees	 vaba, siduvate kohustusteta mees"	"neutraalsetes/formaalsetes"	"Sõna ""vabatmees"" viitab ajaloolisele ja sotsiaalsele kontekstile, mis on seotud endisaegsete ühiskondlike struktuuridega. Selliseid termineid kasutatakse tavaliselt ajaloo, sotsioloogia või kultuuriloo käsitlustes, mis on pigem neutraalsed või formaalsed tekstid. Sõna ei ole tõenäoliselt levinud igapäevases kõnepruugis ega informaalses suhtluses, kuna see viitab spetsiifilisele ajaloolisele kontseptsioonile."
