"Katsesõna","Tähendus","vastus","põhjendus"
"tõmbetükk","menukas lavateos","informaalsetes","Sõna ""tõmbetükk"" tähenduses ""menukas lavateos"" on pigem kõnekeelne ja mitteametlik väljend, mida kasutatakse igapäevases suhtluses või mitteformaalsetes kontekstides. See ei ole tavapärane ametlikes või akadeemilistes tekstides, kus eelistatakse neutraalsemaid või formaalsemaid väljendeid nagu ""populaarne lavastus"" või ""menuteos"". Sõna ""tõmbetükk"" kannab endas kergelt familiaarset või mängulist tooni, mis sobib pigem sõbralikku või vabasse õhkkonda. Seetõttu sobib sellele registrimärgend ""informaalne""."
"täiega","täiesti, täielikult, väga suurel määral, suure intensiivsusega vms","informaalsetes","Sõna ""täiega"" on kõnekeelne ja argipäevane väljend, mida kasutatakse peamiselt vabas, mitteametlikus suhtluses. See ei sobi formaalsetesse kontekstidesse, nagu ametlikud dokumendid või kõned, ning võib neutraalsetes tekstides tunduda kohatu või liiga familiaarne. Näiteks öeldakse ""täiega lahe"" pigem sõprade vahelises vestluses kui ametlikus kirjas või artiklis. Seetõttu sobib sellele sõnale registrimärgend ""informaalne""."
"täika","turg, kus kaubeldakse vanade, kasutatud asjadega","informaalsetes","Sõna ""täika"" on kõnekeelne ja argipäevane väljend, mida kasutatakse pigem vabas ja sõbralikus kontekstis. See ei ole ametlik termin ning formaalsetes tekstides eelistatakse pigem neutraalseid või täpsemaid väljendeid, nagu ""kasutatud asjade turg"" või ""kirbuturg"". Seetõttu sobib ""täika"" kasutamine eelkõige informaalsetesse kontekstidesse, näiteks igapäevases vestluses või mitteametlikes kirjutistes."
"täitsa","osutab millegi täit määra, seda samas rõhutamata","informaalsetes","Sõna ""täitsa"" kasutatakse peamiselt kõnekeeles ja mitteametlikes kontekstides, et väljendada millegi täielikku määra või rõhutada seisundit, kuid see ei ole tavapärane ametlikes või formaalsetes tekstides. Näiteks öeldakse ""täitsa okei"" või ""täitsa külm"", mis sobib pigem sõbralikku või vabasse vestlusse kui ametlikku kirjutisse. Formaalsemas keeles eelistatakse täpsemaid või neutraalsemaid väljendeid, nagu ""täiesti"" või ""üleni"". Seetõttu sobib sõnale ""täitsa"" registrimärgend ""informaalne""."
"täiturg","turg, kus kaubeldakse vanade, kasutatud asjadega","informaalsetes","Sõna ""täiturg"" on pigem kõnekeelne ja igapäevases kasutuses, viidates turule, kus müüakse kasutatud esemeid (nt kirbuturg). See ei ole ametlikes või formaalsetes kontekstides tavapärane, kuna seal eelistatakse neutraalsemaid või täpsemaid väljendeid nagu ""kasutatud asjade turg"" või ""kirbuturg"". Seetõttu sobib sõna ""täiturg"" pigem informaalsesse keelekasutusse, näiteks sõpradevahelises vestluses või argistes olukordades."
"täto","naha sisse torgitud joonistus, täht või number inimese nahal (hrl kaunistuseks)","informaalsetes","Sõna ""täto"" on kõnekeelne ja argipäevane väljend tätoveeringu kohta, mida kasutatakse pigem vabas ja mitteametlikus kontekstis. Formaalsemates või neutraalsetes tekstides eelistatakse sageli sõna ""tätoveering"", mis on keeleliselt korrektsem ja ametlikum. Seetõttu sobib ""täto"" kasutamine eelkõige informaalsesse keelekeskkonda, näiteks sõpradevahelises vestluses."
"tätokas","naha sisse torgitud joonistus, täht või number inimese nahal (hrl kaunistuseks)","informaalsetes","Sõna ""tätokas"" on kõnekeelne ja argipäevane väljend, mida kasutatakse pigem vabas ja mitteametlikus kontekstis. See ei ole neutraalne ega formaalne termin, kuna ametlikes või tõsistes tekstides eelistatakse kasutada sõna ""tätoveering"". ""Tätokas"" võib kanda ka kergelt mängulist või familiaarset tooni, mis sobib pigem sõpradevahelisse suhtlusse või argivestlustesse. Seetõttu sobib sellele sõnale registrimärgend ""informaalne""."
"täägima","sotsiaalmeedias märgistama, nt pildile nimesilti lisama","informaalsetes","Sõna ""täägima"" on laenatud inglise keelest (sõnast ""tag"") ja seda kasutatakse peamiselt sotsiaalmeedia kontekstis, mis on sageli vabamas ja mitteformaalses keeles. See sõna ei ole veel laialdaselt juurdunud ametlikes või formaalsetes tekstides, kus eelistatakse pigem neutraalseid või ametlikke väljendeid, nagu ""märgistama"" või ""nimesildiga tähistama"". Seetõttu sobib see pigem informaalsesse keelekasutusse, näiteks sõpradevahelises suhtluses või sotsiaalmeedia postitustes."
"tööpost","(esineb väljendites kellegi tööpaiga, ametikoha või töötamisega ühenduses)","neutraalsetes","Sõna ""tööpost"" kasutatakse pigem neutraalsetes kontekstides, kuna see ei ole selgelt seotud ainult ametlike või formaalsete olukordadega ega ole ka ülemäära kõnekeelne või familiaarne. See sobib kasutamiseks nii igapäevases suhtluses kui ka ametlikes tekstides, näiteks tööalastes dokumentides või aruteludes, kuid ei ole nii formaalne kui näiteks ""ametikoht"". Sõna esineb sageli väljendites nagu ""tööpostil"" või ""tööposti pidama"", mis on neutraalse tooniga ja sobivad erinevatesse kontekstidesse. Seetõttu ei ole vajalik lisada registrimärgendit, kuna sõna kasutust ei piirata konkreetse keeleliselt tooniga."
"tümm","monotoonse tugeva rütmiga muusika","informaalsetes","Sõna ""tümm"" on slängiväljend, mida kasutatakse peamiselt noorte või muusikaga seotud subkultuuride kontekstis, et kirjeldada teatud tüüpi rütmilist ja intensiivset muusikat (nt elektroonilist tantsumuusikat). See ei ole ametlik ega neutraalne termin ning ei sobi formaalsetesse tekstidesse, kus eelistatakse täpsemaid ja üldtunnustatud mõisteid nagu ""elektrooniline muusika"" või ""tantsumuusika"". Seetõttu on sõna kasutamine piiratud pigem vaba ja mitteametliku keelega."
"tüng","altminek, pettasaamine, altvedamine","informaalsetes","Sõna ""tüng"" tähenduses ""altminek, pettasaamine, altvedamine"" on pigem kõnekeelne ja argine, mistõttu see ei sobi formaalsetesse kontekstidesse. Seda kasutatakse tavaliselt igapäevases suhtluses või mitteametlikes olukordades, näiteks sõprade vahel või vabas vestluses. Formaalses keeles eelistatakse neutraalsemaid või ametlikumaid väljendeid, nagu ""pettus"" või ""eksitamine"". Sõna ""tüng"" võib kanda ka emotsionaalset või kergelt hinnangulist tooni, mis veelgi rõhutab selle sobivust pigem informaalsesse konteksti."
"tüürman","eriharidusega laevajuht, kes vastutab ohutu meresõidu eest, kapteni abi","formaalsetes","Sõna ""tüürman"" on ametlik ja spetsiifiline termin, mida kasutatakse peamiselt merenduse kontekstis ning ametlikes või tehnilistes tekstides, näiteks laevanduse dokumentatsioonis, õigusaktides või erialakirjanduses. See ei ole igapäevases kõnekeeles tavapärane ning seetõttu ei sobi see informaalsetesse kontekstidesse. Neutraalse asemel valiti formaalne, kuna sõna kasutamine on seotud konkreetse ametipositsiooni ja vastutusega, mis eeldab ametlikku tooni."
"uimerdama","(uimasena) aeglaselt liikuma või tegutsema","informaalsetes","Sõna ""uimerdama"" kasutatakse pigem kõnekeeles ja mitteametlikes kontekstides, kuna see kannab endas teatavat emotsionaalset või kujundlikku varjundit, mis ei sobi formaalsetesse tekstidesse. See viitab uimasusele või aeglasusele, sageli negatiivse või kriitilise tooniga, ning on omane pigem igapäevasele suhtlusele kui ametlikele või neutraalsetele olukordadele. Formaalsetes tekstides eelistataks täpsemaid või neutraalsemaid väljendeid, nagu ""aeglaselt liikuma"" või ""viivitama""."
"uimerdis","(aeglase ja uimase inimese kohta)","informaalsetes","Sõna ""uimerdis"" on kõnekeelne ja pigem halvustava või pilkava varjundiga, mida kasutatakse igapäevases, mitteametlikus suhtluses. See ei sobi formaalsetesse kontekstidesse, nagu ametlikud dokumendid või tõsised arutelud, ning ei ole ka täiesti neutraalne, kuna kannab emotsionaalset hinnangut. Seetõttu on sobivaim registrimärgend ""informaalne""."
"ulmekas","ulmežanris film, romaan, jutustus vm teos","informaalsetes","Sõna ""ulmekas"" on kõnekeelne ja lühendatud vorm sõnast ""ulme"" koos liitega ""-kas"", mis annab sellele argise ja familiaarse tooni. See on tüüpiline pigem igapäevases suhtluses või mitteametlikes tekstides, näiteks sõpradevahelistes vestlustes või popkultuuri foorumites. Formaalsemates kontekstides, nagu akadeemilised tekstid või ametlikud ülevaated, eelistatakse neutraalsemaid termineid, näiteks ""ulmeteos"" või ""ulmekirjandus"". Seetõttu sobib sõnale ""ulmekas"" registrimärgend, mis viitab selle kasutamisele pigem informaalses keeles."
"umbjoove","väga purjus olek","informaalsetes","Sõna ""umbjoove"" on kõnekeelne ja pigem slängi kuuluv väljend, mida kasutatakse igapäevases, vabas suhtluses. See ei sobi ametlikesse või formaalsetesse kontekstidesse, kus eelistatakse neutraalsemaid või standardseid väljendeid nagu ""joove"" või ""purjus olek"". Sõna ""umbjoove"" kasutamine võib kanda ka teatavat emotsionaalset või hinnangulist varjundit, mis viitab väga tugevale joobeseisundile, ning seetõttu on see omane pigem mitteametlikele olukordadele."
"untsakas","kerglane, tühine inimene, linnainimene, linliku elulaadiga inimene","informaalsetes","Sõna ""untsakas"" kasutatakse antud tähenduses pigem kõnekeeles ja mitteametlikes kontekstides, kuna sellel on halvustav või irooniline varjund. See ei sobi formaalsetesse tekstidesse, kus eelistatakse neutraalseid või ametlikke väljendeid. Sõna kasutamine viitab pigem tuttavlikule või emotsionaalsele hinnangule, mis on omane informaalsele keelepruugile."
"untsantsakas","kerglane, tühine inimene, linnainimene, linliku elulaadiga inimene","informaalsetes","Sõna ""untsantsakas"" kannab endas pigem halvustavat või pilkavat varjundit, mis viitab kerglasele või pealiskaudsele inimesele, sageli linnainimesele vastandina maainimesele. Selline tähendus ja toon ei sobi formaalsetesse ega täiesti neutraalsetesse kontekstidesse, vaid pigem kõnekeelsesse, sõbralikku või kriitilisse vestlusse. Sõna kasutamine on seega omane pigem informaalsele keelepruugile, näiteks argivestlustes või ilukirjanduses, kus tahetakse edasi anda emotsionaalset hinnangut."
"ussipuru","röövikute poolt täiesti rikutud ese, läbinisti ussitanud puuvili vm","informaalsetes","Sõna ""ussipuru"" on kujundlik ja kõnekeelne väljend, mida kasutatakse pigem igapäevases suhtluses või mitteametlikes kontekstides, näiteks kirjeldamaks rikutud puuvilja või eset. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse täpsemaid ja neutraalsemaid termineid nagu ""ussitanud"" või ""rikutud"". Sõna emotsionaalne ja kujundlik laad viitab selle kasutusele pigem vabas ja sõbralikus keeles."
"ute","emane lammas","informaalsetes","Sõna ""ute"" tähenduses ""emane lammas"" on pigem rahvapärane ja igapäevane väljend, mida kasutatakse peamiselt kõnekeeles või mitteametlikes kontekstides, näiteks põllumajandusega seotud vestlustes. Formaalsemates või teaduslikes tekstides eelistatakse täpsemat ja neutraalsemat terminit, nagu ""emane lammas"" või ""tall"". Seetõttu sobib sõnale ""ute"" registrimärgend ""informaalne""."
"uun","elektriga ahi, mis teeb toidu väga kiiresti soojaks, mikrolainete abil kiiresti ja ühtlaselt (toitu) kuumutav elektriahi","informaalsetes","Sõna ""uun"" on kõnekeelne ja pigem mänguline või lapsepärane vorm, mida kasutatakse mikrolaineahju tähistamiseks. See ei ole ametlik ega standardne termin, mistõttu ei sobi see formaalsetesse ega neutraalsetesse kontekstidesse, kus eelistatakse täpsemat ja üldtunnustatud sõna nagu ""mikrolaineahi"". ""Uun"" võib esineda pigem vabas, sõbralikus või koduses vestluses, näiteks lastega rääkides või naljatledes."
"va","esineb rõhutus asendis, kuid on tunderõhulise hinnanguga, väljendab hrl kas halvakspanu või tunnustust","informaalsetes","Sõna ""va"" kasutamine tunderõhulise hinnangu andmiseks, olgu see siis halvakspanu või tunnustus, on omane pigem kõnekeelele ja mitteametlikele olukordadele. Selline väljendamisviis ei sobi formaalsetesse tekstidesse, kus eelistatakse neutraalsemat ja ametlikumat keelt. Näiteks võib ""va"" esineda igapäevases vestluses või sõbralikus kirjavahetuses, kuid mitte ametlikes dokumentides või tõsistes aruteludes. Seetõttu on sobivaim registrimärgend ""informaalne""."
"vaaritama","süüa (või midagi joodavat) tegema, eriti midagi keetes","informaalsetes","Sõna ""vaaritama"" kasutatakse pigem kõnekeeles ja igapäevases suhtluses, näiteks koduses kontekstis või sõprade vahel rääkides, kui viidatakse toidu või joogi valmistamisele, eriti keetmisele. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või täpsemaid väljendeid nagu ""valmistama"" või ""keetma"". Sõna ""vaaritama"" kannab endas kodust, rahvalikku või veidi mänglevat tooni, mis sobib pigem vabasse ja sõbralikku konteksti."
"vaart","hoog, liikumise kiirus","informaalsetes","Sõna ""vaart"" tähenduses ""hoog, liikumise kiirus"" on pigem kõnekeelne ja igapäevane, mistõttu see sobib kasutamiseks pigem mitteametlikes kontekstides. Formaalses keeles eelistatakse sageli täpsemaid või neutraalsemaid väljendeid, nagu ""kiirus"" või ""tempo"". Sõna ""vaart"" võib esineda näiteks kõnekeelsetes vestlustes või ilukirjanduses, kuid ametlikes dokumentides või teaduslikes tekstides seda tavaliselt ei kasutata."
"vabatmees","endisaegne vabamees, vaba, siduvate kohustusteta mees","informaalsetes","Sõna ""vabatmees"" on pigem rahvalik ja kõnekeelne väljend, mis viitab ajaloolisele või kultuurilisele kontekstile, kuid ei ole tavapärane ametlikes või formaalsetes tekstides. See kannab endas vabaduse ja kohustustevabaduse tähendust, kuid pigem vabas, sõbralikus või jutustavas toonis. Formaalses keeles eelistataks tõenäoliselt täpsemaid või neutraalsemaid termineid, nagu ""vallaline mees"" või ""vaba inimene"", olenevalt kontekstist. Seetõttu sobib sõna kasutamine pigem informaalsesse keelekeskkonda, näiteks vestlustes või ilukirjanduses."
"vaevuma","millekski (armuliselt, lahkesti) valmis olema, viitsima midagi teha","informaalsetes","Sõna ""vaevuma"" kasutatakse antud tähenduses sageli kerge iroonia või kriitikaga, mis viitab kellegi vastumeelsusele või minimaalsele pingutusele midagi teha. See toon ei sobi formaalsetesse kontekstidesse, kus eelistatakse neutraalseid või ametlikke väljendeid. Neutraalsetes tekstides võib sõna esineda, kuid pigem on see omane kõnekeelele ja igapäevasele suhtlusele, mistõttu sobib see kõige paremini informaalsetesse kontekstidesse. Lisaks kinnitab sõna kasutust iroonilises või emotsionaalses varjundis ka eesti keele seletav sõnaraamat, mis toetab selle märgendamist pigem informaalseks."
"vahmiil","perekond, suguvõsa, suguselts","informaalsetes","Sõna ""vahmiil"" tähenduses 'perekond, suguvõsa, suguselts' on pigem murdeline või rahvapärane väljend, mis ei ole tänapäeva standardkeeles laialt kasutusel. See võib esineda pigem kõnekeeles, folklooris või vanemates tekstides, mis viitab selle kasutamisele pigem mitteametlikes ja informaalse tooniga kontekstides. Formaalses või neutraalses keeles eelistatakse täpsemaid ja üldtunnustatud termineid nagu ""perekond"" või ""suguvõsa""."
"valevorst","see, kes ilmast ilma valetab, valetaja","informaalsetes","Sõna ""valevorst"" on kujundlik ja kõnekeelne väljend, mis ei kuulu ametlikku ega formaalsesse keelde. Seda kasutatakse pigem igapäevases suhtluses, naljatlevas või kriitilises toonis, et viidata kellelegi, kes sageli valetab. Formaalses kontekstis eelistatakse neutraalsemaid või täpsemaid sõnu, nagu ""valetaja"". Seetõttu sobib sõna kasutamine pigem informaalsetesse tekstidesse või olukordadesse."
"valgekrae","ametniku, teenistuja vm hrl kontoritööd tegev inimene","informaalsetes","Sõna ""valgekrae"" kasutatakse eesti keeles pigem kõnekeelses ja mitteametlikus kontekstis, viidates ametnikele või kontoritöötajatele sageli veidi iroonilise või üldistava tooniga. See ei ole ametlikes või formaalsetes tekstides tavapärane, kuna seal eelistatakse täpsemaid ja neutraalseid termineid nagu ""ametnik"" või ""teenistuja"". Sõna päritolu ja kasutamine viitavad pigem argisele või ajakirjanduslikule stiilile, mistõttu sobib see kõige paremini informaalsesse konteksti."
"vaps","(aastail 1929–1934:) Eesti Vabadussõjalaste Keskliidu ja Eesti Vabadussõjalaste Liidu liige või toetaja","informaalsetes","Sõna ""vaps"" on ajalooline termin, mis viitab Eesti Vabadussõjalaste liikumise liikmetele või toetajatele ning seda kasutatakse pigem kõnekeeles või mitteametlikes kontekstides. Formaalses keeles eelistatakse täpsemaid ja neutraalsemaid väljendeid, nagu ""vabadussõjalane"" või organisatsiooni täisnimetust. Sõna ""vaps"" võib kanda ka emotsionaalset või hinnangulist varjundit, mis muudab selle kasutamise ametlikes tekstides vähem sobivaks."
"vedima","tirima, sikutama, vedama","informaalsetes","Sõna ""vedima"" tähenduses ""tirima, sikutama, vedama"" on pigem kõnekeelne ja igapäevane, mistõttu see sobib kasutamiseks pigem informaalsetes kontekstides. Formaalses keeles eelistatakse täpsemaid või neutraalsemaid väljendeid, nagu ""tõmbama"" või ""liigutama"". Sõna ""vedima"" võib formaalses tekstis tunduda liiga argine või kohatu, kui see ei ole seotud tehnilise või konkreetse tähendusega (nt ""vedama autot""). Seetõttu on registrimärgendina sobiv märkida, et sõna kasutatakse pigem informaalsetes tekstides."
"Vene värk","(enamasti ühenduses nõukogudeaegse korralageduse, lohakuse, viletsa kvaliteedi, seadusetusega)","informaalsetes","Väljend ""vene värk"" on kõnekeelne ja sageli negatiivse varjundiga, viidates stereotüüpsele või kriitilisele hinnangule nõukogudeaegse korralageduse või kvaliteedi kohta. See ei sobi ametlikesse või formaalsetesse kontekstidesse, kuna võib mõjuda solvavalt või ebaõnnestunult üldistavalt. Neutraalsetes tekstides välditakse sellist väljendit samuti, kuna see ei ole objektiivne ega asjalik. Seetõttu kasutatakse seda peamiselt vabas, mitteametlikus suhtluses, näiteks sõprade vahel või argivestlustes."
"venku","(venelase kohta)","informaalsetes","Sõna ""venku"" kasutatakse kõnekeeles venelase kohta, kuid see võib kanda pisut halvustavat või stereotüüpset varjundit, mistõttu see ei sobi neutraalsetesse ega formaalsetesse kontekstidesse. See on pigem omane vabamas, sõpruskondlikus või argises suhtluses, kus selline väljend ei pruugi kedagi solvata, kuid ametlikes või tõsistes tekstides eelistatakse neutraalsemat terminit nagu ""venelane"". Seetõttu sobib sõnale lisada registrimärgend ""informaalne""."
"vennaihu","(sealiha kohta)","informaalsetes","Sõna ""vennaihu"" on rahvapärane ja pigem kõnekeelne väljend, mida kasutatakse sealiha tähenduses. See ei ole ametlik ega standardne termin, mistõttu see ei sobi formaalsetesse ega neutraalsetesse kontekstidesse, kus eelistatakse täpsemaid ja üldtunnustatud sõnu nagu ""sealiha"". Sõna kasutamine on piiratud pigem tuttavliku või kohaliku kõnepruugiga, mis viitab informaalsetele olukordadele."
"vennike","(mehe, poisi kohta, sageli haletsevalt või põlastavalt)","informaalsetes","Sõna ""vennike"" kasutatakse pigem kõnekeeles ja mitteametlikes olukordades, kuna sellel on sageli emotsionaalne varjund, mis võib väljendada haletsust, põlgust või familiaarsust. Selline toon ei sobi formaalsetesse ega neutraalsetesse kontekstidesse, kus eelistatakse emotsionaalselt neutraalseid või ametlikke väljendeid. Seetõttu on sõna kasutamine iseloomulik just informaalsele keelepruugile, näiteks sõpradevahelises vestluses või argises olukorras."
"vennikene","(mehe, poisi kohta, sageli haletsevalt või põlastavalt)","informaalsetes","Sõna ""vennikene"" on diminutiivne ja emotsionaalse varjundiga, mida kasutatakse sageli kõnekeeles kas hellitavalt, haletsevalt või põlastavalt. See ei sobi ametlikesse või formaalsetesse kontekstidesse, kuna kannab isiklikku ja mitteametlikku tooni. Neutraalseks ei saa seda samuti pidada, kuna sõnal on selge emotsionaalne laad. Seetõttu on sobivaim registreerida see kui informaalse keele sõna."
"vigurivärk","kummaline asi, imevigur","informaalsetes","Sõna ""vigurivärk"" on kõnekeelne ja pigem mänglev või humoorikas väljend, mida kasutatakse igapäevases suhtluses kummalise või ebatavalise asja kirjeldamiseks. See ei sobi ametlikesse või formaalsetesse kontekstidesse, kuna sellel puudub tõsine või neutraalne toon. Sõna kasutamine on seega selgelt seotud vabamate ja sõbralikemate suhtlusolukordadega."
"viiekas","rahatäht, mille väärtus on viis ühikut (nt viieeurone)","informaalsetes","Sõna ""viiekas"" on kõnekeelne ja lühendatud vorm, mis tuleneb arvatavasti sõnast ""viis"" koos lõpuga ""-kas"", mis on omane mitteametlikule keelekasutusele. Sellist väljendit kasutatakse pigem igapäevases suhtluses, sõprade või tuttavate vahel, kuid see ei sobi ametlikesse või formaalsetesse kontekstidesse, kus eelistatakse täpsemaid ja neutraalseid väljendeid nagu ""viieeurone"" või ""viie euro suurune rahatäht"". Seetõttu on sõna ""viiekas"" kasutamine iseloomulik just informaalsele keelele."
"viiemees","viitele õppija, väga hea õpilane","informaalsetes","Sõna ""viiemees"" kasutatakse pigem kõnekeeles ja mitteametlikes kontekstides, näiteks koolinoorte või sõprade vahelises vestluses, et viidata väga heale õpilasele. See ei ole ametlik termin ega sobi formaalsetesse tekstidesse, nagu akadeemilised kirjutised või ametlikud dokumendid, kus eelistatakse neutraalseid või formaalseid väljendeid, näiteks ""suurepärane õpilane"" või ""viieline"". Seetõttu on sõna kasutamine seotud pigem informaalse keelega."
"viil","tööst vm tegevusest kõrvalehoidja","informaalsetes","Sõna ""viil"" tähenduses ""tööst või muust tegevusest kõrvalehoidja"" on pigem kõnekeelne ja mitteametlik. See ei ole tavapärane ametlikes või formaalsetes kontekstides, kus eelistatakse neutraalsemaid või täpsemaid väljendeid nagu ""kohustustest kõrvalehoidja"" või ""laiskleja"". Sõna ""viil"" kasutamine võib kanda ka kerget hinnangulist või pilkavat tooni, mis sobib pigem vabamas suhtluses või argikeeles. Seetõttu sobib sellele sõnale registrimärgend ""informaalne""."
"viinane","alkoholijoobes, alkoholi tarvitanud olekus, selline, kes on joonud nii palju alkoholi, et ei suuda enam selgelt mõelda või rääkida","informaalsetes","Sõna ""viinane"" kasutatakse pigem kõnekeeles ja mitteametlikes olukordades, kuna see kannab endas emotsionaalset või hinnangulist varjundit. See ei ole neutraalne ega formaalne termin, vaid pigem argikeelne väljend, mis võib tunduda kohatu ametlikes või tõsistes kontekstides. Formaalsemates tekstides eelistatakse neutraalseid väljendeid nagu ""joobes"" või ""alkoholi mõju all""."
"viinanina","alkoholi armastav inimene, kõva viinavõtja, joodik","informaalsetes","Sõna ""viinanina"" on kõnekeelne ja pigem halvustava või pilkava varjundiga väljend, mida kasutatakse igapäevases, mitteametlikus suhtluses. See ei sobi formaalsetesse ega neutraalsetesse kontekstidesse, kuna võib mõjuda solvavalt või liigselt familiaarselt. Sõna kasutamine on seotud pigem sõpruskonna või argikeelega, mitte ametlike tekstide või olukordadega."
"viinavend","(alkoholi armastava inimese, kõva viinavõtja kohta, joomasõbra kohta)","informaalsetes","Sõna ""viinavend"" on kõnekeelne ja sisaldab teatavat emotsionaalset või hinnangulist varjundit, mis viitab alkoholi liigtarbimisele või joomisele seltskondlikus kontekstis. See ei sobi ametlikesse või formaalsetesse tekstidesse, kus eelistatakse neutraalseid või täpseid väljendeid nagu ""alkoholisõltlane"" või ""joomakaaslane"". Sõna kasutatakse pigem igapäevases kõnes või mitteametlikes olukordades, mistõttu on sobiv registrimärgend ""informaalne""."
"viinusk","alkoholi sisaldav kange jook, mis näeb välja nagu vesi, peamiselt teraviljast või kartulist saadav kange värvitu alkohoolne jook, mis sisaldab vett ja destilleeritud etanooli","informaalsetes","Sõna ""viinusk"" on eesti keeles pigem kõnekeelne ja mitteametlik termin, mida kasutatakse igapäevases suhtluses viina tähenduses. See ei ole neutraalne ega formaalne, kuna ametlikes või tõsistes kontekstides eelistatakse sõna ""viin"". ""Viinusk"" võib kanda ka kergelt humoorikat või rahvalikku varjundit, mis sobib pigem vabasse ja sõbralikku vestlusesse. Seetõttu sobib see kasutamiseks informaalsetes tekstides."
"vilka","plotski","informaalsetes","Sõna ""vilka"" tähenduses ""plotski"" on pigem kõnekeelne ja igapäevane väljend, mida kasutatakse suulises suhtluses või mitteametlikes kontekstides. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või standardsemaid väljendeid nagu ""äkki"" või ""ootamatult"". Seetõttu sobib sellele sõnale registrimärgend ""informaalne""."
"vimka","väike, kelmikas vemp või temp","informaalsetes","Sõna ""vimka"" kasutatakse pigem kõnekeeles ja mitteametlikes kontekstides, kuna see kannab mängulist, kelmikat või kergemeelset varjundit. See ei sobi formaalsetesse tekstidesse, kus eelistatakse tõsisemat ja neutraalsemat sõnavara. Neutraalsetes kontekstides võib see esineda, kuid pigem on see omane sõbralikule või vabale suhtlusstiilile, mistõttu on sobivaim märgend ""informaalsetes""."
"virimokk","hädaldama, virisema kalduv inimene, inimene, eriti laps, kes kergesti nutma või hädaldama hakkab","informaalsetes","Sõna ""virimokk"" on kõnekeelne ja emotsionaalse varjundiga, mida kasutatakse pigem igapäevases suhtluses kui ametlikes või formaalsetes kontekstides. See väljendab sageli kerget halvustust või tuttavlikku tooni, mis sobib sõprade või pere ringis kasutamiseks, kuid ei ole kohane näiteks ametlikes dokumentides või tõsistes aruteludes. Sõna ei ole neutraalne, kuna sellel on selge hinnanguline varjund, ning see ei kuulu formaalse keele registrisse. Seetõttu sobib see kõige paremini informaalseks kasutuseks."
"voh","rõhutab imetlust, vaimustust, nõustumist vms","informaalsetes","Sõna ""voh"" kasutatakse peamiselt kõnekeeles ja mitteametlikes olukordades, et väljendada emotsioone nagu imetlust või vaimustust (nt ""Voh, kui ilus!""). See ei sobi formaalsetesse tekstidesse ega ametlikku keelekasutusse, kuna on pigem argine ja emotsionaalne hüüdsõna. Neutraalsetes kontekstides võib see esineda, kuid pigem on see iseloomulik just vabale ja sõbralikule suhtlusele. Seetõttu sobib registrimärgend ""informaalne""."
"volle","sportlik mäng, kus kaks võistkonda löövad palli kätega üle kõrge võrgu, sportlik pallimäng erilisel, võrguga poolitatud väljakul kahe võistkonna vahel, kus võitjaks osutub kaks kolmest geimist või kolm viiest geimist võitnud võistkond","neutraalsetes","Sõna ""volle"" on eesti keeles üldtuntud ja laialdaselt kasutatav termin võrkpalli tähistamiseks. See ei ole seotud kindla registri või keelekasutuse tasemega, vaid on neutraalne, sobides kasutamiseks nii igapäevases kõnes kui ka ametlikumates kontekstides, näiteks spordiuudistes või -artiklites. Sõna ei kanna endas emotsionaalset ega stiililist varjundit, mis viitaks informaalsetele või formaalsetele olukordadele. Seetõttu on see neutraalne."
"vonn","mõisnik, saks","informaalsetes","Sõna ""vonn"" tähenduses ""mõisnik, saks"" on ajaloolise ja rahvapärase varjundiga ning seda kasutatakse pigem kõnekeeles või mitteametlikes kontekstides. See võib kanda ka teatavat emotsionaalset või iroonilist tooni, mis ei sobi formaalsetesse tekstidesse. Neutraalsetes või ametlikes tekstides eelistatakse täpsemaid ja neutraalsemaid termineid nagu ""mõisnik"" või ""saksa päritolu aadlik"". Seetõttu sobib sõna kasutamine pigem informaalsetesse kontekstidesse."
"vot","(rõhutav üldlaiend:) tugevdab ja rõhutab lauses väljendatud üllatust, tunnustust, pahameelt, kinnitust vms","informaalsetes","Sõna ""vot"" kasutatakse peamiselt kõnekeeles ja mitteametlikes olukordades, et rõhutada emotsioone nagu üllatust, tunnustust või pahameelt. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või täpsemaid väljendeid. Sõna ""vot"" kandub üle pigem suulisest keelest ja on seotud spontaanse, emotsionaalse reageerimisega, mis ei sobi kirjaliku formaalse keele registrisse."
"vuhva","(halvustavalt ülesmukitud, uhke olekuga naise kohta)","informaalsetes","Sõna ""vuhva"" kasutatakse kõnekeeles ja sellel on selgelt halvustav varjund, mis ei sobi formaalsetesse ega neutraalsetesse kontekstidesse. See on pigem argikeelne väljend, mida kohtab pigem vabas, mitteametlikus suhtluses või kirjanduslikes tekstides, kus taotletakse kõnekeelset tooni. Formaalses keeles eelistatakse neutraalsemaid või ametlikumaid väljendeid."
