Katsesõna	Tähendus	vastus	põhjendus
pralle	hoogne pidutsemine ja jooming, lõbus oleng	informaalsetes	Sõna 'pralle' on slängilik väljend, mida kasutatakse peamiselt kõnekeeles ja vabamas suhtluses. See on tüüpiline informaalse keelekasutuse näide, mida võib kohata just blogides, foorumites, sotsiaalmeedia postitustes ja noorte omavahelises suhtluses. Ametlikes või formaalsetes tekstides kasutatakse selle asemel neutraalsemaid väljendeid nagu 'pidu', 'pidutsemise' või 'peoõhtu'. Sõna emotsionaalne varjund ja kõnekeelne iseloom viitavad selgelt informaalsele kasutusele.
praska	"meski	 viinasegune koduõlu"	informaalsetes	Sõna 'praska' on pigem rahvapärane, kõnekeelne väljend, mida kasutatakse mitteametlikus kontekstis. See on seotud koduse alkoholi valmistamisega ja on oma olemuselt argine, mitte ametlik termin. Sõna kasutus viitab pigem vabamale suhtlusstiilile ja mitteformaalsele kontekstile, kus räägitakse kodusest alkoholi valmistamisest või tarbimisest.
priima	suurepärane, esmaklassiline	informaalsetes	Sõna 'priima' tähenduses 'suurepärane, esmaklassiline' on pigem kõnekeelne ja informaalne väljend. Seda kasutatakse sageli vabamas suhtluses, blogides, foorumites ja sotsiaalmeedia postitustes. Ametlikes dokumentides või akadeemilistes tekstides eelistatakse neutraalsemaid sünonüüme nagu 'suurepärane', 'väga hea' või 'esmaklassiline'. Sõna 'priima' kannab endas teatavat sundimatu suhtluse varjundit ja on stiililt vabam.
priipärast	"niipalju kui tahtmist on, volilt	 tasuta"	informaalsetes	Sõna 'priipärast' on pigem kõnekeelne ja vabama stiiliga väljend, mida kohtab sagedamini informaalsetes suhtlusolukordades ja tekstides. See on emotsionaalsema varjundiga kui neutraalsed väljendid 'tasuta' või 'maksuta'. Sõna kõlab veidi arhailiselt ja rahvapäraselt, mis samuti viitab pigem informaalsele kasutusele. Ametlikes dokumentides või formaalsetes olukordades eelistatakse neutraalsemaid väljendeid.
priis	"(võistluses, võistlustel) saavutuste eest tunnustuseks antav (mälestus)ese, rahasumma, tunnistus, aumärk vms	 mingi asi, mille saab võistlustel hea tulemuse eest, näiteks diplom, raha, märk või medal"	neutraalsetes/formaalsetes	"Sõna 'priis' on levinud termin võistluste ja auhindade kontekstis ning seda kasutatakse sageli ametlikes teadetes, uudistes ja võistluste kirjeldustes. See ei ole eriti kõnekeelne ega informaalne sõna - samas kontekstis kasutatakse informaalselt pigem sõnu nagu ""auhind"" või ""võit"". ""Priis"" on pigem kirjakeelne ja formaalsem variant, mida kohtab tihti ametlikes tekstides, võistluste kuulutustes ja regulatsioonides."
pritsimaja	spetsiaalne hoone tuletõrjeautode, varustuse ja valvemeeskonna jaoks	neutraalsetes/formaalsetes	Sõna 'pritsimaja' on küll rahvapärane nimetus, kuid see on aja jooksul muutunud üldkasutatavaks ja aktsepteeritud terminiks, mida kasutatakse ka ametlikes tekstides ja ajakirjanduses. Seda kasutatakse paralleelselt terminiga 'tuletõrjedepoo' ning see ei kanna endas märgatavat informaalset või kõnekeelset varjundit. Sõna esineb sageli neutraalsetes uudistekstides, ajaloolistes ülevaadetes ja ametlikes dokumentides, kus kirjeldatakse tuletõrjeasutuste asukohti või ajalugu.
pritsimees	"inimene, kelle töö on tulekahjusid kustutada	 spetsiaalse ettevalmistusega isik, kes kustutab tulekahjusid ning teeb tuleohutusalast selgitustööd"	informaalsetes	"""Pritsimees"" on kõnekeelne, mitteametlik sõna tuletõrjuja kohta. Ametlikes dokumentides ja formaalsetes tekstides kasutatakse pigem neutraalset terminit ""tuletõrjuja"" või ""päästja"". ""Pritsimees"" on rahvapärane, veidi familiaarne väljend, mida kohtab sagedamini suulises kõnes, ajaviiteartiklites, blogides ja muudes informaalsetes kontekstides. Sõna ise on küll pikaajalise traditsiooniga ja üldtuntud, kuid selle kasutuskontekst on pigem mitteametlik."
proge	arvutiprogramm	informaalsetes	'Proge' on lühendatud, kõnekeelne vorm sõnast 'programm', mida kasutatakse peamiselt informaalses suhtluses. See on IT-valdkonna slängisõna, mida võib sageli kohata programmeerijate omavahelises suhtluses, foorumites, blogides ja sotsiaalmeedia postitustes. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse täispikka vormi 'programm' või 'arvutiprogramm'.
progema	arvuti, arvutisüsteemi või mingi seadme juhtimiseks ja andmete töötluseks käskude järjendeid ehk lähtekoodi kirjutama, testima, siluma ja haldama	informaalsetes	'Progema' on kõnekeelne lühendatud vorm sõnast 'programmeerima'. Seda kasutatakse peamiselt IT-valdkonna informaalses suhtluses, näiteks programmeerijate omavahelises vestluses, foorumites, blogides ja sotsiaalmeedia postitustes. Formaalsetes või ametlikes tekstides (nt teadusartiklid, ametlikud dokumendid) kasutatakse tavaliselt täispikka vormi 'programmeerima'. 'Progema' on tüüpiline näide IT-slängist, mis on tekkinud vajadusest pikka sõna lühemalt ja ökonoomsemalt väljendada.
prohmakas	"ebaõnnestumine	 ekslik tegu, (suur) viga"	informaalsetes	"Sõna ""prohmakas"" on oma olemuselt kõnekeelsem variant sõnadest ""viga"" või ""ebaõnnestumine"". Seda kasutatakse sageli just vabamas suhtluses, blogides, kommentaarides ja sotsiaalmeedia postitustes, kus kõnekeelsem väljendusviis on tavaline. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse pigem neutraalsemaid vasteid nagu ""viga"", ""eksimus"" või ""ebaõnnestumine"". ""Prohmakas"" kannab endas ka teatud emotsionaalset varjundit, mis viitab pigem informaalsele kasutusele."
promo	kaupade, teenuste, ürituste või teatud isikute üleskiitmine, väga heana reklaamimine	informaalsetes	Sõna 'promo' on lühendvorm sõnast 'promotsioon' või 'promomine' ning selline lühendamine on iseloomulik just informaalsele keelekasutusele. Seda sõna kohtab sageli sotsiaalmeedia postitustes, blogides ja foorumites, kus räägitakse turundusest või reklaamimisest. Formaalsetes või ametlikes tekstides kasutatakse pigem täispikka vormi 'promotsioon' või kirjeldavaid väljendeid nagu 'reklaamimine', 'turundamine' või 'edendamine'. 'Promo' on seega kõnekeelne ja vabama stiiliga tekstidesse sobiv variant.
promoma	kaupadele, teenustele, üritustele või teatud isikutele reklaami tegema, neid väga heana reklaamima	informaalsetes	"Sõna 'promoma' on ingliskeelse sõna 'promote' eestindatud variant, mis on kõnekeelne ja slängilik. Seda kasutatakse peamiselt informaalsetes kontekstides nagu sotsiaalmeedia postitused, blogid ja foorumid. Formaalsetes või ametlikes tekstides kasutatakse selle asemel pigem väljendeid nagu ""reklaamima"", ""tutvustama"" või ""edendama"". Sõna 'promoma' kasutus viitab vabamale suhtlusstiilile ja on eriti levinud noorte ning sotsiaalmeedia mõjuisikute seas."
prosta	(täiesti ilma) keerukuseta, (igaühele mõistetavalt) lihtne	informaalsetes	Sõna 'prosta' on selgelt kõnekeelne variant sõnast 'proste' või 'prostoi', mis on laenatud vene keelest. Seda kasutatakse peamiselt informaalses suhtluses, eriti internetisuhtluses, foorumites ja sotsiaalmeedia postitustes. See ei ole sobilik ametlikes või formaalsetes tekstides, kus selle asemel kasutatakse neutraalseid sünonüüme nagu 'lihtne', 'arusaadav' või 'elementaarne'. Sõna kannab endas kõnekeelset ja slängilikku varjundit.
prouake	(abielus, peenemat sorti) naine, proua	informaalsetes	Sõna 'prouake' on deminutiivne ehk hellitav vorm sõnast 'proua', mida kasutatakse tavaliselt informaalsetes kontekstides. Deminutiivsufiks '-ke' lisab sõnale familiaarse või vahel ka veidi üleoleva varjundi. Sellist vormi kohtab sageli argikeelsetes vestlustes, blogides, foorumites ja ilukirjanduses tegelaste kõnes, kus see võib väljendada nii hellitavat kui ka kerget irooniat. Ametlikes või formaalsetes tekstides (nt ametikirjad, uudised, teadusartiklid) kasutatakse neutraalset vormi 'proua'.
prouakene	(abielus, peenemat sorti) naine, proua	informaalsetes	Sõna 'prouakene' on deminutiivne ehk hellitav vorm sõnast 'proua', mida näitab liide -kene. Sellised hellitavad vormid on tavaliselt omased just informaalsele keelekasutusele. Sõna võib kanda ka kerget üleolekut või irooniat, sõltuvalt kontekstist. Seda tüüpi pöördumist või viitamist kohtab sageli argivestlustes, internetikommentaarides ja muudes mitteametlikes suhtlusolukordades. Formaalsetes tekstides (ametlikud dokumendid, uudised) kasutatakse neutraalset vormi 'proua'.
prunn	lühike jäme puupulk vm vahend, mis sulgeb mingi ava	informaalsetes	Sõna 'prunn' on pigem argikeel, mida kasutatakse vabamas suhtluses. Neutraalsem ja formaalsem vaste oleks 'kork' või 'punn'. Sõna 'prunn' esineb tihti just igapäevases kõnekeeles ja informaalsetes kirjalikes tekstides, näiteks foorumites või blogides, kus kirjeldatakse praktilisi tegevusi. See on rahvapärane väljend, mis ei ole tüüpiline ametlikes või tehnilistes tekstides.
prügikastiinimene	inimene, kes hangib toitu ja muud vajalikku prügikastist või prügimäelt, prügi sorimisest elatuv inimene	neutraalsetes/formaalsetes	Kuigi tegemist on sotsiaalset probleemi kirjeldava sõnaga, on see pigem neutraalse stiiliga kirjeldav liitsõna, mida kasutatakse ajakirjanduses ja ametlikes tekstides sotsiaalsete probleemide käsitlemisel. See ei ole slängilik ega halvustav väljend, vaid kirjeldab konkreetset sotsiaalset nähtust. Sõna struktuur (liitsõna prügikast+inimene) on läbipaistev ja neutraalne. Informaalses kontekstis võidaks sama nähtuse kirjeldamiseks kasutada pigem emotsionaalsemaid või halvustavamaid väljendeid.
prükkar	inimene, kes hangib toitu ja muud vajalikku prügikastist või prügimäelt, prügi sorimisest elatuv inimene	informaalsetes	Sõna 'prükkar' antud tähenduses on pigem kõnekeelne ja kasutatakse informaalsetes kontekstides. See on tuletis sõnast 'prügi' ning -kar liitega moodustatud nimisõna, mis viitab tegevuse tegijale. Selline sõnamoodustus on iseloomulik just argisemale keelekasutusele. Neutraalsemas või ametlikumas kontekstis kasutatakse pigem kirjeldavamaid väljendeid nagu 'prügist elatuv inimene' või 'prügisorija'. Sõna kannab endas ka teatud halvustavat või familiaarselt lihtsustavat varjundit, mis samuti viitab informaalsele kasutusele.
pubekas	noor inimene, kes on murdeeas, hrl vanuses umbes 10.-11. ja 17. eluaasta vahel	informaalsetes	Sõna 'pubekas' on kõnekeelne, mitteametlik variant sõnadest 'murdeealine' või 'teismeline'. Seda kasutatakse peamiselt vabamas suhtluses, sotsiaalmeedia postitustes, foorumites ja mitteametlikes vestlustes. Sõna on moodustatud sufiksiga -kas, mis tihti annab sõnale familiaarse või kõnekeelse varjundi. Ametlikes tekstides (nt teadusartiklid, ametlikud dokumendid) kasutatakse neutraalsemaid vasteid nagu 'murdeealine', 'teismeline' või 'nooruk'.
pudrupea	(kergesti unustava või taipamatu, juhmi inimese kohta)	informaalsetes	'Pudrupea' on halvustava tooniga sõimusõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes olukordades. See on emotsionaalselt laetud väljend, mis ei sobi ametlikku või formaalsesse konteksti. Seda tüüpi kujundlikke ja halvustavaid liitsõnu (nagu ka 'puupea', 'tainapea' jms) kohtab sagedamini just vabamas suhtluses, sotsiaalmeedia kommentaarides, foorumites ja igapäevases kõnekeeles. Formaalsetes tekstides kasutatakse pigem neutraalsemaid väljendeid nagu 'hajameelne' või 'aeglase taibuga inimene'.
puhta	(rõhutavalt:) täiel määral, kogu ulatuses, viimne kui üks	informaalsetes	"Sõna 'puhta' selles rõhutavas tähenduses (nt ""Ta on puhta hull"", ""See on puhta võimatu"") on selgelt informaalse registri marker. See on kõnekeelne väljend, mida kohtab sageli suulises kõnes, internetisuhtluses, blogides ja muudes mitteametlikes kontekstides. Formaalsetes tekstides (ametlikud dokumendid, teadusartiklid jms) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""täielikult"", ""täiesti"" või ""absoluutselt"". 'Puhta' selline kasutus on emotsionaalsem ja ekspressiivsem kui neutraalsed alternatiivid, mis on samuti tunnuslik informaalsele keelekasutusele."
puhtani	täiesti, läbini, üleni	informaalsetes	Sõna 'puhtani' on pigem kõnekeelne ja emotsionaalne variant neutraalsematest väljenditest nagu 'täiesti' või 'üleni'. See esineb sagedamini vabamas suhtluses, blogides ja sotsiaalmeedia postitustes, kus keelekasutus on sundimatum. Sõna intensiivistav funktsioon ('täiesti, läbini') on samuti omane just informaalsele keelekasutusele. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse neutraalsemaid sünonüüme.
puhtanisti	täiesti, läbini, üleni	informaalsetes	Sõna 'puhtanisti' on pigem kõnekeelne variant neutraalsematest sõnadest 'täiesti' või 'täielikult'. See esineb sagedamini vabamas keelekasutuses, blogides, foorumites ja sotsiaalmeedia postitustes. Sõna kõlab veidi murdeliselt ja emotsionaalselt, mistõttu seda ei kasutata tavaliselt ametlikes või akadeemilistes tekstides. Sõna struktuur (-nisti lõpp) viitab samuti informaalsele keelekasutusele, sarnaselt teiste sama tüüpi sõnadega (nt täienisti).
puhvaika	lühem vateeritud ülerõivas (eriti pärast Teist maailmasõda)	informaalsetes	"""Puhvaika"" on kõnekeelne, vene laensõnast tuletatud nimetus vateeritud jopele või jakile. Seda sõna kasutatakse pigem argises kõnepruugis ja informaalsetes kirjalikes tekstides, mitte ametlikes dokumentides või formaalses kontekstis. Neutraalsem/formaalsem vaste oleks ""vateeritud jope/jakk"". Sõna seostub eriti nõukogude perioodi ja sõjajärgse ajaga, mil see rõivaese oli laialt levinud, ning tänapäeval kannab see teatud ajastu markeeritust ja kõnekeelset varjundit."
pullima	nalja tegema, vempu viskama	informaalsetes	Sõna 'pullima' on selgelt argikeelne väljend, mida kasutatakse peamiselt vabamas suhtluses ja mitteametlikes olukordades. See on levinud noortekeeles, internetisuhtluses, foorumites ja sotsiaalmeedia postitustes. Ametlikes dokumentides või formaalses kirjavahetuses seda väljendit tavaliselt ei kasutata, seal eelistatakse neutraalsemaid vasteid nagu 'nalja tegema' või 'naljatlema'. Sõna kõnekeelne iseloom ja kasutuskontekst viitavad selgelt informaalsele registrile.
pullitama	nalja tegema, vempu viskama	informaalsetes	Sõna 'pullitama' on kõnekeelne väljend, mida kasutatakse peamiselt vabamas suhtluses ja informaalsetes olukordades. See on tuletatud sõnast 'pull' (nali, vemp) ning kannab endas mängulist ja mitteametlikku varjundit. Seda tüüpi sõnamoodustus (-tama liite lisamine) on iseloomulik just argikeelsetele verbidele. Sõna esineb tüüpiliselt vabamas vestluses, internetisuhtluses, noorte kõnepruugis ja mitteametlikes kirjutistes, mitte ametlikes dokumentides või akadeemilistes tekstides.
pullivend	"inimene, kes armastab nalja heita ja vigurit teha	 veider tüüp"	informaalsetes	"Sõna ""pullivend"" on oma olemuselt kõnekeelne ja familiaarne väljend. See on pigem humoorikas ja mitteametlik viis kellegi kirjeldamiseks, keda peetakse naljalembeliseks või veidrikuks. Sellist sõna kohtab tõenäolisemalt mitteametlikus suhtluses, sotsiaalmeedia postitustes, foorumites või igapäevases suulises kõnes. Sõna struktuur (liitsõna ""pull"" + ""vend"") ja selle veidi pilkav või naljatlev alatoon viitab selgelt informaalsele kasutusele. Ametlikes dokumentides või formaalses kirjavahetuses sellist väljendit tavaliselt ei kasutata."
pulmapoiss	peiupoiss vm pulmategelane	neutraalsetes/formaalsetes	Sõna 'pulmapoiss' on traditsiooniline pulmakombestiku termin, mida kasutatakse neutraalses kontekstis, kui kirjeldatakse pulmatraditsioone, -kombeid või pulmarollide jaotust. See ei ole slängilik ega eriti informaalne väljend, vaid pigem kultuuriliselt ja ajalooliselt väljakujunenud termin, mida võib kohata nii rahvakultuuri kirjeldustes kui ka tänapäevastes pulmade kirjeldustes. Sõna kasutus ei viita eriti informaalsele suhtlussituatsioonile.
punanahk	(indiaanlase kohta)	informaalsetes	Sõna 'punanahk' on tänapäeval pigem halvustava varjundiga slängilik väljend põlisameeriklaste kohta. Seda kasutatakse enamasti informaalsetes kontekstides nagu internetikommentaarid või vabam kõnepruuk. Neutraalsetes või formaalsetes tekstides eelistatakse kasutada sõnu nagu 'indiaanlane', 'põlisameeriklane' või konkreetse hõimu nimetust. 'Punanahk' on oma olemuselt stereotüüpne ja lihtsustav väljend, mis sobib pigem kõnekeelsesse konteksti.
punaseristiauto	kiirabiauto	informaalsetes	'Punaseristiauto' on pigem rahvapärane, kõnekeelne väljend, mis tuleneb kiirabiautode tähistusest punase risti sümboliga. Ametlikes dokumentides ja neutraalses keelekasutuses kasutatakse tavaliselt terminit 'kiirabiauto'. 'Punaseristiauto' esineb sagedamini vabamas suhtluses, jutustuslikumas kontekstis ja mitteametlikes olukordades, kus kõneleja/kirjutaja kasutab väljendusrikkamat ja kirjeldavamat keelt.
punkt	täpselt, punktipealt	informaalsetes	"Sõna 'punkt' tähenduses 'täpselt, punktipealt' (nt ""Kell kolm punkt olen kohal"") on pigem kõnekeelne ja informaalne väljend. See on lühenenud vorm täpsemast väljendist ""punktipealt"" ning seda kohtab sagedamini vabamas suhtluses, sotsiaalmeedia postitustes ja mitteametlikus kirjalikus suhtluses. Formaalsetes tekstides kasutatakse tavaliselt täpsemat väljendusviisi nagu ""täpselt"" või ""punktipealt""."
punnivinn	"korgisse keeratav riist pudelitelt korkide eemaldamiseks	 vahend, mis keeratakse korgi sisse, et see pudelilt eemaldada"	informaalsetes	Sõna 'punnivinn' on kõnekeelne, mänguline ja veidi humoorikas liitsõna, mida kasutatakse pigem argises suhtluses. Neutraalsem ja formaalsem vaste samale esemele oleks 'korgitser' või 'korgitõmbaja'. Sõna 'punnivinn' moodustusviis (reduplikatiivne liitsõna) on iseloomulik just informaalsele keelekasutusele. Sellist sõnamoodustust kohtab sageli argikeeles, lastekeeles ja muudes mitteformaalsetes kontekstides.
punnu	kõht, kõhuke	informaalsetes	Sõna 'punnu' tähenduses 'kõht, kõhuke' on hellitlev, mänguline ja mitteametlik väljend, mida kasutatakse peamiselt lastega või laste kohta rääkides ning vabamas suhtluses. See on deminutiivse varjundiga sõna, mis esineb tüüpiliselt just informaalses keelekasutuses nagu perevestlused, sotsiaalmeedia postitused või blogitekstid, kus räägitakse beebidest või väikelastest. Neutraalses või formaalses kontekstis kasutatakse selle asemel sõna 'kõht'.
punu	(esile ulatuv) kõht	informaalsetes	Sõna 'punu' tähenduses '(esile ulatuv) kõht' on pigem kõnekeelne ja familiaarne väljend, mida kasutatakse enamasti mitteametlikus suhtluses. See on leebem ja mängulisem alternatiiv neutraalsele sõnale 'kõht'. Sellist sõnakasutust võib kohata näiteks blogides, sotsiaalmeedia postitustes või vabamas vestluses, kus räägitakse näiteks laste või lemmikloomade kõhtudest või tehakse sõbralikku nalja kellegi kõhu kohta. Ametlikus või formaalses kontekstis (nt meditsiinilised tekstid, ametlikud dokumendid) seda sõna ei kasutata.
punuma	"joostes põgenema	 kiiresti jooksma"	informaalsetes	Sõna 'punuma' tähenduses 'joostes põgenema, kiiresti jooksma' on pigem kõnekeelne ja slängilik väljend, mida kasutatakse enamasti informaalses suhtluses. See on emotsionaalselt laetud sõna, mis sobib hästi vabasse vestlusesse, sotsiaalmeediasse või mitteametlikku kirjakeelde. Neutraalsemas kontekstis kasutatakse sama mõtte väljendamiseks pigem sõnu nagu 'põgenema', 'jooksma' või 'pagema'. Sõna 'punuma' sellises tähenduses annab tekstile vabama ja familiaarsema tooni.
pupe	"(võrdlustes ilusa välimuse kohta)	 inimese kujuga mänguasi	 selline teatritegemise vahend"	informaalsetes	"Sõna 'pupe' on hellitav ja kõnekeelne variant sõnast 'nukk'. Seda kasutatakse sageli just informaalses kontekstis, eriti kui räägitakse kellegi välimuse kohta võrdlevalt (nt ""Ta on nagu pupe"" või ""Näeb välja nagu pupe""). Selline hellitav ja võrdlev kasutus on iseloomulik just vabamale suhtlusstiilile, mitte ametlikele või formaalsetele tekstidele. Ka mänguasja või teatrinuku tähenduses on see pigem kõnekeelne variant, mida kasutatakse rohkem informaalses suhtluses, eriti lastega rääkides või familiaarsemas keskkonnas."
pupujuku	(helliku, saamatu inimese kohta)	informaalsetes	Sõna 'pupujuku' on oma olemuselt hellitav-halvustav väljend, mida kasutatakse peamiselt kõnekeeles ja vabamas suhtluses. See pole neutraalne kirjeldav sõna, vaid pigem emotsionaalne ja subjektiivne hinnang. Sõna mängulisus ja deminutiivne vorm ('juku') viitab samuti informaalsele kasutuskontekstile. Sellist väljendit kohtab tõenäolisemalt sotsiaalmeedia postitustes, foorumites või vabamas vestluses, mitte ametlikes dokumentides või akadeemilistes tekstides.
pusa	"millegi sassis pundar või korratu kogum, mingi sasine moodustis	 sassis koht juustes või karvades"	informaalsetes	Sõna 'pusa' antud tähenduses on pigem kõnekeelne ja argine väljend, mida kasutatakse vabamas suhtluses. Selle asemel kasutatakse neutraalsemates või formaalsetes kontekstides selliseid väljendeid nagu 'sasipundar', 'sõlm' või 'sassis koht'. 'Pusa' on emotsionaalselt laetud ja veidi kujundlik väljend, mis sobib paremini informaalsesse keelekasutusse, näiteks igapäevasesse suhtlusesse või vabamasse kirjakeelde.
puss	vaikselt väljuv soolegaas, vaikne haisev peer	informaalsetes	"See sõna on oma tähenduse poolest pigem argikõnesse või informaalsesse konteksti kuuluv väljend. Seda kasutatakse enamasti vabamas õhkkonnas, sõprade vahel või lastekeeles. Formaalsetes või ametlikes tekstides kasutatakse sellise nähtuse kirjeldamiseks neutraalsemaid väljendeid (nt gaas, kõhugaas). Sõna ""puss"" on oma olemuselt leebe eufemism, mida kasutatakse just vabamas suhtluses."
põkats	väike masin (nt traktor)	informaalsetes	Sõna 'põkats' on kõnekeelne, mänguline ja deminutiivse varjundiga sõna, mida kasutatakse peamiselt mitteametlikus suhtluses. Selle moodustusviis (onomatopoeetiline tüvi + deminutiivliide -ts) ja häälikuline kuju viitavad selgelt informaalsele kasutusele. Sellist sõna võib kohata näiteks blogides, sotsiaalmeedia postitustes või argivestlustes, kus räägitakse väikestest masinatest hellitavas või familiarses toonis.
põlluramm	(looduslik) põlluväetis	neutraalsetes/formaalsetes	Sõna 'põlluramm' on traditsiooniline põllumajandustermin, mida on kasutatud erialases ja neutraalses kontekstis. See ei ole slängilik ega liiga argine väljend, vaid pigem tehniline termin, mis tähistab konkreetset põllumajanduslikku mõistet. Sõna esineb sageli põllumajandusalastes tekstides ja õppekirjanduses, mis viitab selle neutraalsele või formaalsele kasutusele.
põngermann	väike laps, vahel pigemini väikese poisi kohta	informaalsetes	'Põngermann' on hellitlev, mänguline ja kõnekeelne sõna, mida kasutatakse enamasti mitteametlikus suhtluses. See on emotsionaalselt laetud väljend, mis sobib hästi just vabamas õhkkonnas, näiteks perekondlikus vestluses, blogides või sotsiaalmeedia postitustes. Sõna ei ole tüüpiline ametlikes dokumentides või akadeemilistes tekstides, kus eelistatakse neutraalsemaid väljendeid nagu 'väike laps' või 'poiss'. Sõna mängulisus ja hellitav iseloom viitab selgelt selle informaalsele kasutusele.
põnnama	kartma	informaalsetes	Sõna 'põnnama' tähenduses 'kartma' on pigem kõnekeelne ja argine väljend, mida kohtab sagedamini informaalsetes suhtlusolukordades ja tekstides. See pole neutraalne või ametlik sõna hirmu väljendamiseks. Seda tüüpi sõnakasutus on iseloomulik vabamale suhtlusele, näiteks internetifoorumitele, sotsiaalmeedia postitustele või igapäevasele suulisele suhtlusele. Neutraalses või formaalses kontekstis kasutatakse pigem sõnu nagu 'kartma', 'pelgama' või 'hirmul olema'.
põrgujook	(viina, õlle jt alkohoolsete jookide kohta)	informaalsetes	'Põrgujook' on ekspressiivne, kõnekeelne väljend alkohoolsete jookide kohta, mis kannab endas negatiivset hinnangut. See on pigem kujundlik ja emotsionaalne väljend, mida kasutatakse mitteametlikus kontekstis, näiteks argivestlustes, sotsiaalmeedias või ilukirjanduses tegelaste kõnes. Neutraalses või formaalses kontekstis (nt ametlikud dokumendid, teadusartiklid) kasutatakse selle asemel neutraalseid termineid nagu 'alkohoolsed joogid' või konkreetsete jookide nimetusi.
põrgukivi	vees lahustuv värvuseta ja lõhnata (tahke) aine, mis on suures kontsentratsioonis söövitav ning mida kasutatakse meditsiinis	informaalsetes	"Sõna 'põrgukivi' on rahvapärane, kõnekeelne nimetus hõbenitraadile (AgNO3). Tegemist on metafoorilise liitsõnaga, kus sõna 'põrgu' viitab aine söövitavale, ""põletavale"" toimele. Teaduslikes ja meditsiinilistes tekstides kasutatakse neutraalset terminit 'hõbenitraat'. 'Põrgukivi' esineb pigem mitteametlikes kontekstides, rahvakeeles ja vabamas keelekasutuses, kus ei ole nõutav range teaduslik täpsus."
põrunu	peast põrunud, poole aruga inimene	informaalsetes	Sõna 'põrunu' selles tähenduses on selgelt informaalse registri sõna, kuna see on halvustav/solvav nimetus inimese kohta ning seda kasutatakse peamiselt kõnekeelses ja mitteametlikus suhtluses. Sellist sõna võib kohata just informaalsetes keskkondades nagu foorumid, kommentaariumid ja sotsiaalmeedia postitused, kus keelekasutus on vabam. Ametlikes või neutraalsetes tekstides (nt uudised, ametlikud dokumendid) kasutatakse pigem neutraalsemaid väljendeid.
põssa	põrsas, siga (ka meelitussõnana)	informaalsetes	'Põssa' on hellitav, lapsekeelne või kõnekeelne variant sõnast 'põrsas'. Seda kasutatakse peamiselt mitteametlikus suhtluses, eriti lastega rääkides või loomi hellitavalt kutsudes. Selline deminutiivne vorm on tüüpiline informaalsetele suhtlusolukordadele ja tekstidele. Ametlikes või neutraalsetes tekstides (nt teadusartiklid, ametlikud dokumendid) kasutatakse selle asemel neutraalset sõna 'põrsas' või 'siga'.
põuepommar	inimene, kes sooritab terroriakti iseennast teadlikult ohvriks tuues (nt end õhkides)	informaalsetes	"Sõna 'põuepommar' on kõnekeelne, veidi slängilik väljend, mida kasutatakse peamiselt informaalsetes kontekstides nagu meediakommentaariumid, foorumid ja sotsiaalmeedia. See on emotsionaalselt laetud ja veidi halvustava varjundiga sõna, mis ei sobi neutraalsesse või ametlikku keelekasutusse. Formaalsetes või neutraalsetes tekstides (nt uudistes, ametlikes dokumentides) kasutatakse pigem neutraalsemaid väljendeid nagu ""enesetaputerrorist"" või ""enesetapuründaja""."
pärakas	seedekulgla lõppava	informaalsetes	Sõna 'pärakas' on argikeel/kõnekeelne variant neutraalsemast sõnast 'pärak'. Seda kasutatakse peamiselt informaalsetes suhtlusolukordades, foorumites ja sotsiaalmeedia vestlustes. Meditsiinilises või teaduslikus kontekstis kasutatakse ametlikumat terminit 'pärak' või 'anus'. 'Pärakas' võib mõjuda familiaarse või isegi veidi vulgaarsena, mistõttu seda välditakse formaalsetes tekstides.
pärapõrgu	kolgas, väga kauge (üksildane) koht	informaalsetes	Sõna 'pärapõrgu' on emotsionaalselt laetud ja kõnekeelne väljend, mida kasutatakse pigem mitteametlikus suhtluses. See on kujundlik ja veidi halvustava varjundiga sõna, mis sobib paremini informaalsesse konteksti nagu argivestlused, sotsiaalmeedia postitused või ilukirjanduslik otsekõne. Neutraalses või formaalses kontekstis (nt ametlikud dokumendid, uudised) kasutataks pigem neutraalsemaid väljendeid nagu 'kauge asula', 'eraldatud piirkond' või 'ääremaad'.
päsmer	endisaegne puust või metallist käsikaal, mille ühes otsas on konks kaalutava eseme riputamiseks ning teises otsas raskus	neutraalsetes/formaalsetes	Sõna 'päsmer' on ajalooline termin, mis tähistab konkreetset tüüpi mõõteriista. Seda tüüpi sõnu kasutatakse tavaliselt neutraalses või formaalses kontekstis, näiteks ajaloolistes kirjeldustes, muuseumitekstides või etnograafilistes materjalides. Kuna tegemist on spetsiifilise tehnilise terminiga, mis kirjeldab ajaloolist mõõtevahendit, ei ole see tüüpiline informaalse keelekasutuse sõna. Sõna ei ole ka eriti levinud tänapäevases igapäevases kõnekeeles, vaid esineb pigem kirjalikes allikates, mis käsitlevad ajaloolisi tööriistu ja mõõtevahendeid.
