Katsesõna;Tähendus;Hindaja_1;Hindaja_2;Hindaja_3;Koondarvamus;split
muljetama;teistele oma muljetest rääkima, muljeid jagama või vahetama;EI;EI;EI;EI;eval
mumm;kimalane, mesilane vm suur karvane putukas;EI;EI;JAH;EI;eval
munajoodik;(kellegi kohta, keda ei peeta täiemõõduliseks meheks);JAH;JAH;JAH;JAH;eval
munajooja;(kellegi kohta, keda ei peeta täiemõõduliseks meheks);JAH;JAH;JAH;JAH;eval
mundrimees;vormiriietust kandev isik, hrl politseinik vm ametikohustusi täitev inimene;EI;JAH;EI;EI;eval
muri;(musta värvi) õue- või karjakoer;EI;JAH;JAH;JAH;eval
musa;muusika;JAH;JAH;JAH;JAH;eval
musimokk;(suudlemiseks sobivate, suudlusi ihkavate huulte kohta);JAH;JAH;JAH;JAH;eval
musitama;kedagi huultega puudutama näiteks selleks, et näidata armastust, või selleks, et tervitada kedagi või midagi huultega puudutama nt armastuse, helluse, austuse märgiks;EI;EI;EI;EI;eval
muss;muusika;JAH;JAH;JAH;JAH;eval
musutama;kedagi huultega puudutama näiteks selleks, et näidata armastust, või selleks, et tervitada kedagi või midagi huultega puudutama nt armastuse, helluse, austuse märgiks;JAH;JAH;JAH;JAH;eval
mutikas;mutter või muu pisidetail;JAH;JAH;JAH;JAH;eval
mutsatama;musi andma;JAH;JAH;JAH;JAH;eval
mõnna;heaolu-, rahulolutunnet tekitav, mõnu pakkuv kui miski on mõnus, siis sa naudid seda;JAH;JAH;JAH;JAH;eval
mädand;leebe kirumissõna;JAH;JAH;JAH;JAH;eval
mäluauk;(teatud ajavahemikul) juhtunu mitte mäletamine, tühik mälestuste ahelas;JAH;EI;EI;EI;eval
määratu;väga, määratult;EI;EI;EI;EI;eval
mögama;(halvustavalt:) segast juttu rääkima, jama ajama;JAH;JAH;EI;JAH;eval
möks;(kokku segatud) püdel mass, nt mingi kreem või määre;JAH;JAH;EI;JAH;eval
möksima;midagi püdelaks massiks kokku segama sellega määrima;JAH;JAH;EI;JAH;eval
mökutama;aeglaselt, venitades midagi tegema või rääkima millegi tegemisega venitama, aega viitma;JAH;JAH;EI;JAH;eval
mökutis;ettevõtlikkuseta, otsustusvõimetu, saamatu inimene;JAH;JAH;JAH;JAH;eval
möla;sügavama sisuta ohtrasõnaline jutt tõele mittevastav jutt;JAH;JAH;EI;JAH;eval
mölama;(halvustavalt rääkimise või riidlemise kohta);JAH;JAH;EI;JAH;eval
mölin;(halvustavalt rohkesõnalise, kuid sisutu jutu kohta);JAH;JAH;EI;JAH;eval
mölisema;(halvustavalt rääkimise või riidlemise kohta);JAH;JAH;EI;JAH;eval
möllima;(endast) teada andma registreerima, kirja panema;EI;EI;EI;EI;eval
mömm;vaikne, pealehakkamiseta, saamatu inimene;JAH;JAH;JAH;JAH;eval
mööda panema;eksima, valearvestust tegema;EI;EI;JAH;EI;eval
na;nii, nõnda, sedavõrd;JAH;JAH;JAH;JAH;eval
naakmann;(elav, hakkaja, üleannetu) poiss või nooruk;JAH;JAH;JAH;JAH;eval
naaviisi;teisel kombel või viisil, teisiti;EI;EI;EI;EI;eval
nahahoidja;inimene, kes hoiab kõrvale ohust, vastutusest, kohustuste täitmisest vms;EI;JAH;EI;EI;eval
naishing;naissoost inimene, naine;EI;EI;EI;EI;eval
nannipunn;nõrk, hädine, arglik inimene;JAH;JAH;EI;JAH;eval
narkar;inimene, kes on narkootikumidest sõltuvuses inimene, kes tarvitab järjekindlalt uimasteid, narkootikume, on nendest sõltuvuses;JAH;JAH;JAH;JAH;eval
narko;ebaseaduslik aine, mida osa inimesi kasutab selle füüsilise ja vaimse mõju tõttu, näiteks kanep sõltuvust tekitav aine või ainete segu, mida kasutatakse hrl illegaalse uimastina (nt kokaiin, heroiin, kanep);JAH;JAH;EI;JAH;eval
narkots;ebaseaduslik aine, mida osa inimesi kasutab selle füüsilise ja vaimse mõju tõttu, näiteks kanep sõltuvust tekitav aine või ainete segu, mida kasutatakse hrl illegaalse uimastina (nt kokaiin, heroiin, kanep);JAH;JAH;JAH;JAH;eval
nats;mingil määral, vähesel määral vähesel määral või hulgal;JAH;JAH;JAH;JAH;eval
nats;vähene hulk või määr;JAH;JAH;JAH;JAH;eval
natu-natuke;õige vähe;EI;EI;EI;EI;eval
natu-natukene;õige vähe;EI;EI;EI;EI;eval
neh;(möönva, kinnitava sõnana:) tõepoolest, (seda) küll;JAH;JAH;JAH;JAH;eval
nett;arvutivõrkude vaheline ühendus, mis võimaldab mitut tüüpi sideteenuseid (nt sõnumsidet, failiedastust) mis tahes arvutivõrkude üldnimetus rahvusvaheline süsteem, mis võimaldab inimestel üle maailma arvuti kaudu infot vahetada;JAH;EI;EI;EI;eval
nett;kena, ilus, nägus;EI;JAH;EI;EI;eval
nihu;nii, nagu ei peaks olema või ei tohiks olla, valesti;EI;JAH;EI;EI;eval
nihuke;niisugune, seesugune;JAH;JAH;JAH;JAH;eval
nihukene;niisugune, seesugune;JAH;JAH;JAH;JAH;eval
niipaljuke;(tunderõhulistes väljendites millegi vähese kohta:) sedavõrd vähe või palju;EI;JAH;JAH;JAH;eval
niisuke;ilma otsese osutuseta väljendab kerget nendingut;JAH;JAH;JAH;JAH;eval
niisukene;ilma otsese osutuseta väljendab kerget nendingut;JAH;JAH;JAH;JAH;eval
niknäk;väikesed toidupalad suupisteks;JAH;EI;JAH;JAH;eval
niksti;kiiresti, kähku;JAH;EI;EI;EI;eval
ninamees;eestvedaja, juht;JAH;JAH;JAH;JAH;eval
ninaving;vihavimm või kius vingumine, virisemine;JAH;JAH;JAH;JAH;eval
nisuke;ilma otsese osutuseta väljendab kerget nendingut;JAH;JAH;JAH;JAH;eval
nisukene;ilma otsese osutuseta väljendab kerget nendingut;JAH;JAH;JAH;JAH;eval
njuufa;pikakarvaline, massiivse ja laia keha ning tugevate lihastega koer, keda on kasutatud päästekoerana;JAH;JAH;EI;JAH;eval
noku;poisslapse, mehe suguti;JAH;JAH;JAH;JAH;eval
noneh;nojah (kinnitavas või möönvas tähenduses);JAH;JAH;JAH;JAH;eval
noorsand;noormees, noorhärra;EI;EI;EI;EI;eval
noos;(seadusvastaselt) saadud või hangitud kraam, hrl hea, korralik saak;EI;EI;EI;EI;eval
nospel;näo osa, millega inimesed ja loomad lõhna tunnevad ja hingavad suu kohal paiknev väljaulatuv näoosa, mille kaudu toimub hingamine ja haistmine (inimesel ja selgroogsetel loomadel);JAH;JAH;EI;JAH;eval
nublakas;mingi väike hrl uudne asi või detail, mingi masinavärgi osa, (naljakas) asjake või seade;JAH;JAH;JAH;JAH;eval
nublu;väike (armas) laps;JAH;JAH;JAH;JAH;eval
nupumees;(nupuka inimese kohta);EI;JAH;JAH;JAH;eval
nurgaadvokaat;kutseta advokaat;EI;EI;EI;EI;eval
nõeluss;mürgine madu, Eestis hrl rästik;EI;EI;EI;EI;eval
nõndaks;no nii, niisiis;JAH;JAH;EI;JAH;eval
nõuka;Nõukogude Liidu aegse võimu või ühiskonnaga seotud;JAH;JAH;JAH;JAH;eval
nõukaaegne;Nõukogude Liidu võimu aegses Eestis olnud või toimunud, sellega seotud;JAH;JAH;EI;JAH;eval
näituseks;näitena mitme või paljude hulgast näitena mitme või paljude hulgast (ka väljapakutava võimaluse kohta);JAH;JAH;JAH;JAH;eval
näkk;üks kahest ümarast pehmest kehaosast, mis moodustavad tagumiku;JAH;EI;JAH;JAH;eval
nämm;maitsev, isuäratav;JAH;JAH;JAH;JAH;eval
nämma;maitsev, isuäratav;JAH;JAH;JAH;JAH;eval
nänn;väikesed (väheväärtuslikud, tarbetud) asjad, nt (reklaamiks jagatavad) meened ja kingitused;JAH;JAH;JAH;JAH;eval
näolapike;(näo kohta);EI;EI;EI;EI;eval
näolapikene;(näo kohta);JAH;EI;EI;EI;eval
näolapp;(näo kohta);EI;EI;EI;EI;eval
närvipundar;(väga närvilise inimese kohta, ka võrdlustes);EI;JAH;EI;EI;eval
nätakas;karistusena mõjuv sündmus kerge löök, hoop;JAH;JAH;JAH;JAH;eval
nöpsik;keegi või miski väike ja ümar (ning armas, kena);EI;JAH;EI;EI;eval
omasooiharus;seksuaalne ja emotsionaalne tõmme samast soost inimese vastu;EI;EI;EI;EI;eval
onkel;(võõras vanem) mees;JAH;JAH;EI;JAH;eval
onku;(võõras vanem) mees;JAH;JAH;EI;JAH;eval
oober;(mees)teenindaja, kes kohvikus või restoranis suhtleb klientidega ja toob toidu lauale mees, kelle töö on restoranis toite ja jooke lauale tuua;EI;EI;EI;EI;eval
opp;kirurgiline lõikus, operatsioon;JAH;JAH;JAH;JAH;eval
orgunn;korraldamine, organiseerimine;JAH;JAH;JAH;JAH;eval
orgunnima;midagi ette valmistama ja ellu viima mingit üritust, tegevust ette valmistama ja teoks tegema;JAH;JAH;JAH;JAH;eval
ornung;kord, korrastatud-olek;EI;JAH;EI;EI;eval
oskar;(sea või sealiha kohta);JAH;JAH;JAH;JAH;eval
ossa;(imetlevalt, kahetsevalt, kirudes vms:) oh sa;JAH;JAH;JAH;JAH;eval
out;moest väljas, populaarsuse kaotanud, päevakorralt maas;JAH;JAH;JAH;JAH;eval
paarisrahvas;koos elavad inimesed;JAH;JAH;EI;JAH;eval
paarutama;kihutama, (ringi) sõitma või käima;EI;JAH;JAH;JAH;eval
padavai;(kiire, hoogsa liikumise, kuhugi minemise kohta:) otsejoones, kiiruga;JAH;JAH;JAH;JAH;eval
paganas;leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral;JAH;JAH;JAH;JAH;eval
pagasnik;panipaik pakkide hoidmiseks (nt autos, lennukis) spetsiaalne koht autos, kuhu saab panna pakid ja kohvrid;EI;JAH;EI;EI;eval
pahv;nii üllatunud või jahmunud, et ei leia sõnu;EI;EI;EI;EI;eval
papi;vanem meesterahvas;EI;JAH;EI;EI;eval
papp;sissetulekuna, väljaminekuna vm viisil arvestatud teatav rahasumma;JAH;JAH;JAH;JAH;eval
paps;(vanemas või vabamas pruugis:) isa;JAH;JAH;JAH;JAH;eval
pardon;sõna, mida sa kasutad, kui tahad viisakalt midagi küsida või teatada või kui soovid, et keegi sulle midagi andestaks viisakussõna, mida kasutatakse viisakal pöördumisel või vabandamisel;JAH;JAH;EI;JAH;eval
pardonks;sõna, mida sa kasutad, kui tahad viisakalt midagi küsida või teatada või kui soovid, et keegi sulle midagi andestaks viisakussõna, mida kasutatakse viisakal pöördumisel või vabandamisel;JAH;JAH;JAH;JAH;eval
partorg;kommunistliku partei (hrl NLKP) algorganisatsiooni sekretär (oli asutuses või ettevõttes sageli tähtsam tegelane kui direktor);JAH;EI;EI;EI;eval
pasatski;hulgus, looder pätt, suli;JAH;JAH;EI;JAH;eval
paskaak;pahandusi tegev, huligaanse käitumisega (noor) inimene;JAH;JAH;EI;JAH;eval
pasunakoor;orkester, mis koosneb puu- ja vaskpuhkpilli- ning löökpillimängijatest või ainult vaskpuhkpillimängijatest;JAH;EI;EI;EI;eval
patisaks;inimene, kes veedab suvepuhkust (mere)rannas, kuurordis vm puhkekohas;JAH;EI;EI;EI;eval
patsaan;(elav, hakkaja, üleannetu) poiss või nooruk;JAH;JAH;EI;JAH;eval
patsahkam;patakas, hunnik (paberit, rahatähti vms) suur hulk;JAH;JAH;JAH;JAH;eval
patseerima;jalutama, uitama (ka loomade kohta);JAH;JAH;EI;JAH;eval
patsilutikas;pisik, batsill;JAH;JAH;EI;JAH;eval
patšokk;rõiva õlaosa polsterdatud detail, millega õlajoont tõstetakse ja kandilisemaks tehakse;EI;JAH;EI;EI;eval
patujutt;laim, (häbematu) vale või paljusõnaline sisutu jutt pahelise sisuga jutt;JAH;EI;EI;EI;eval
paukselt;selsamal hetkel, väga lühikese aja jooksul, aega viitmata;JAH;JAH;EI;JAH;eval
pee;(eufemistlikult:) perse;JAH;JAH;JAH;JAH;eval
peedikas;odav (punane) piiritusega kangestatud vein;JAH;JAH;JAH;JAH;eval
peedistama;pedantliku käitumise vm tegevusega kiusama või ahistama;JAH;JAH;JAH;JAH;eval
peer;(häälekalt) väljuv soolegaas;JAH;EI;EI;EI;eval
peetima;pedantliku käitumise vm tegevusega kiusama või ahistama;JAH;JAH;JAH;JAH;eval
pehmo;leebe ja järeleandlik, abituna mõjuv, mittekarm inimene, hrl mehe kohta;JAH;JAH;JAH;JAH;eval
peigmeespoiss;abielluda kavatsev (ka kihlatud) mees (eriti oma pruudi suhtes) abielluda kavatsev mees mees oma pulmas;EI;JAH;EI;EI;eval
peldik;ehitis või ruum urineerimiseks ja roojamiseks;JAH;JAH;JAH;JAH;eval
penalt;(jalgpallis:) löök, mille kohtunik määrab vastasvõistkonna kasuks juhul, kui mängija on sooritanud oma võistkonna karistusalas rikkumise, üheteistkümne meetri karistuslöök;EI;EI;EI;EI;eval
peoloom;kõva, väsimatu pidutseja;EI;EI;EI;EI;eval
pepu;tagumik;EI;JAH;EI;EI;eval
perekas;arst, kes ravib lihtsamaid haiguseid ja suunab sind vajadusel edasi konkreetse spetsialisti juurde esmatasandi üldarst, kelle poole patsient esimesena pöördub;JAH;JAH;JAH;JAH;eval
perfo;(praeguseks aegunud andmekandja:) kindla kujuga kartongkaart informatsiooni salvestamiseks mulgustamise või sälkamise teel;JAH;JAH;EI;JAH;eval
pergel;leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral;JAH;JAH;JAH;JAH;eval
persekil;tagumiku peal, istukil;JAH;JAH;JAH;JAH;eval
persekile;tagumiku peale, istukile;JAH;JAH;JAH;JAH;eval
perseli;tagumiku peale või peal, istuli;JAH;JAH;JAH;JAH;eval
pettekas;(ära)petmine miski (tegu, jutt, asi vm), millega kedagi petetakse, üle kavaldatakse;JAH;JAH;JAH;JAH;eval
pihtas;pihta läinud või saanud, tabanud;EI;JAH;EI;EI;eval
piimarong;aeglane, kõigis jaamades peatuv rong;JAH;JAH;EI;JAH;eval
piirakas;hrl peenestatud ja maitsestatud täidisega väike või suur mahlane küpsetis tainast küpsetatud toit, mille sisse on pandud näiteks hakkliha või aedvili;JAH;JAH;JAH;JAH;eval
pillima;kui sa nutad, siis voolavad su silmadest pisarad, sest sa oled kurb või sul on valus kurbust, muret, valu vm pisaratega väljendama;JAH;JAH;EI;JAH;eval
pimeloom;leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral;JAH;JAH;JAH;JAH;eval
pinks;erilisel laual reketi ja väikese tselluloidpalliga mängitav sportmäng sportlik mäng, mida mängitakse erilisel laual reketi ja väikese palliga;EI;JAH;JAH;JAH;eval
pinutagune;omakasvatatud, kodusel teel saadud tubakas;JAH;JAH;EI;JAH;eval
pips;(tehtult) peenutsev üleliia nõudlik ja valiv;JAH;JAH;EI;JAH;eval
piraki;annab edasi järsku tugevat lööki või pauku;JAH;JAH;EI;JAH;eval
pisilane;haigust tekitav mikroob;JAH;JAH;EI;JAH;eval
pitsu;(väike) koer;JAH;JAH;EI;JAH;eval
plaadikeerutaja;inimene, kes valib, miksib ja mängitab tantsuks plaadi- vm salvestatud muusikat;JAH;EI;EI;EI;eval
plagama;kiiresti jooksma põgenema, ära jooksma;EI;JAH;EI;EI;eval
plate;plaat;JAH;JAH;JAH;JAH;eval
platnoi;elukutseline kriminaalkurjategija, kes vanglas või vangilaagris esindab kriminaalide hierarhia kõrgemat astet;JAH;JAH;JAH;JAH;eval
plekimõlkimine;kerge liiklusavarii, kus kannatada saab hrl ainult auto kere;EI;JAH;EI;EI;eval
pliks;(noor) tüdruk, tütarlaps;JAH;JAH;JAH;JAH;eval
plinder;täbar olukord, häda(olukord);EI;JAH;JAH;JAH;eval
plitakas;tugev löök, laks;JAH;JAH;JAH;JAH;eval
plokkima;teed, läbipääsu, soovimata tegevusi vms tõkestama;JAH;JAH;EI;JAH;eval
plotski;paberiribasse keeratud tubakast omatehtud sigaret;JAH;JAH;EI;JAH;eval
plärakast;(raadio, televiisori vm heli andva seadme kohta varem: reproduktori kohta);JAH;JAH;JAH;JAH;eval
pläralära;(ohtrasõnaline) sügavama sisuta või rumal jutt;JAH;JAH;JAH;JAH;eval
pläraläraleenu;(lobiseja, tühja jutu ajaja, klatšimoori kohta);JAH;JAH;JAH;JAH;eval
pläu;(kõlav) löök, hoop;JAH;JAH;JAH;JAH;eval
pläägutama;palju, pikalt-laialt (tühjast-tähjast) rääkima;JAH;JAH;JAH;JAH;eval
pogri;vangla, vangikong, arestikamber vm kinnipidamiskoht;JAH;JAH;EI;JAH;eval
pohmakas;joobejärgne haiglane seisund;JAH;JAH;JAH;JAH;eval
pohmell;joobejärgne haiglane seisund;EI;JAH;EI;EI;eval
point;asja mõte, asja tuum;JAH;JAH;JAH;JAH;eval
poisiklunn;väike (vahva, tore) poiss, poisike või poisiohtu nooruk;JAH;JAH;EI;JAH;eval
poisiklutt;väike (vahva, tore) poiss, poisike või poisiohtu nooruk;JAH;JAH;EI;JAH;eval
politruk;Punaarmee komissar Punaarmees poliittööd juhtinud sõjaväelane (ka sõjaväelise auastmena);JAH;JAH;EI;JAH;eval
pommima;kelleltki raha, suitsu vm lunima, tüütult, tungivalt küsima;EI;JAH;EI;EI;eval
pomo;ülemus, boss;JAH;JAH;JAH;JAH;eval
pompoon;koeranael, mädapaise mädapunn;JAH;JAH;EI;JAH;eval
pontšik;rõngakujuline või ümmargune õlis keedetud pirukas;EI;JAH;EI;EI;eval
pontu;koer, ka meelitussõnana;JAH;JAH;EI;JAH;eval
poosetama;eputama, uhkeldama;JAH;JAH;EI;JAH;eval
popitama;(korduvalt) koolist, harvemini mujalt põhjuseta puuduma;JAH;JAH;EI;JAH;eval
porduelu;kõlbeliselt laostunud eluviis, liiderlik elu;JAH;JAH;EI;JAH;eval
porrama;pahuralt või virisedes kõnelema;JAH;JAH;EI;JAH;eval
posu;suurem hulk või kogus;JAH;JAH;JAH;JAH;eval
potsik;topsik, purgike või muu (väike) anum;EI;EI;EI;EI;eval
potsku;purk vms anum, hrl pakendina;JAH;JAH;JAH;JAH;eval
pott;poti (kaardimast, mille sümboliks on must piigiots);JAH;JAH;JAH;JAH;eval
praavima;(haigusest) paranema;EI;JAH;JAH;JAH;eval
pralle;hoogne pidutsemine ja jooming, lõbus oleng;JAH;JAH;JAH;JAH;eval
praska;meski viinasegune koduõlu;JAH;JAH;EI;JAH;eval
priima;suurepärane, esmaklassiline;EI;JAH;EI;EI;eval
priipärast;niipalju kui tahtmist on, volilt tasuta;JAH;JAH;EI;JAH;eval
priis;(võistluses, võistlustel) saavutuste eest tunnustuseks antav (mälestus)ese, rahasumma, tunnistus, aumärk vms mingi asi, mille saab võistlustel hea tulemuse eest, näiteks diplom, raha, märk või medal;JAH;JAH;EI;JAH;eval
pritsimaja;spetsiaalne hoone tuletõrjeautode, varustuse ja valvemeeskonna jaoks;JAH;JAH;EI;JAH;eval
pritsimees;inimene, kelle töö on tulekahjusid kustutada spetsiaalse ettevalmistusega isik, kes kustutab tulekahjusid ning teeb tuleohutusalast selgitustööd;JAH;JAH;EI;JAH;eval
proge;arvutiprogramm;JAH;JAH;JAH;JAH;eval
progema;arvuti, arvutisüsteemi või mingi seadme juhtimiseks ja andmete töötluseks käskude järjendeid ehk lähtekoodi kirjutama, testima, siluma ja haldama;JAH;JAH;EI;JAH;eval
prohmakas;ebaõnnestumine ekslik tegu, (suur) viga;EI;JAH;JAH;JAH;eval
promo;kaupade, teenuste, ürituste või teatud isikute üleskiitmine, väga heana reklaamimine;EI;JAH;JAH;JAH;eval
promoma;kaupadele, teenustele, üritustele või teatud isikutele reklaami tegema, neid väga heana reklaamima;EI;JAH;EI;EI;eval
prosta;(täiesti ilma) keerukuseta, (igaühele mõistetavalt) lihtne;JAH;JAH;JAH;JAH;eval
prouake;(abielus, peenemat sorti) naine, proua;JAH;JAH;EI;JAH;eval
prouakene;(abielus, peenemat sorti) naine, proua;JAH;JAH;EI;JAH;eval
prunn;lühike jäme puupulk vm vahend, mis sulgeb mingi ava;JAH;JAH;EI;JAH;eval
prügikastiinimene;inimene, kes hangib toitu ja muud vajalikku prügikastist või prügimäelt, prügi sorimisest elatuv inimene;JAH;JAH;EI;JAH;eval
prükkar;inimene, kes hangib toitu ja muud vajalikku prügikastist või prügimäelt, prügi sorimisest elatuv inimene;JAH;JAH;JAH;JAH;eval
pubekas;noor inimene, kes on murdeeas, hrl vanuses umbes 10.-11. ja 17. eluaasta vahel;JAH;JAH;JAH;JAH;eval
pudrupea;(kergesti unustava või taipamatu, juhmi inimese kohta);JAH;JAH;EI;JAH;eval
puhta;(rõhutavalt:) täiel määral, kogu ulatuses, viimne kui üks;JAH;JAH;EI;JAH;eval
puhtani;täiesti, läbini, üleni;JAH;JAH;EI;JAH;eval
puhtanisti;täiesti, läbini, üleni;JAH;JAH;EI;JAH;eval
puhvaika;lühem vateeritud ülerõivas (eriti pärast Teist maailmasõda);EI;JAH;EI;EI;eval
pullima;nalja tegema, vempu viskama;JAH;JAH;JAH;JAH;eval
pullitama;nalja tegema, vempu viskama;JAH;JAH;JAH;JAH;eval
pullivend;inimene, kes armastab nalja heita ja vigurit teha veider tüüp;JAH;JAH;JAH;JAH;eval
pulmapoiss;peiupoiss vm pulmategelane;JAH;EI;EI;EI;eval
punanahk;(indiaanlase kohta);JAH;JAH;EI;JAH;eval
punaseristiauto;kiirabiauto;JAH;JAH;EI;JAH;eval
punkt;täpselt, punktipealt;JAH;JAH;JAH;JAH;eval
punnivinn;korgisse keeratav riist pudelitelt korkide eemaldamiseks vahend, mis keeratakse korgi sisse, et see pudelilt eemaldada;EI;JAH;EI;EI;eval
punnu;kõht, kõhuke;JAH;JAH;JAH;JAH;eval
punu;(esile ulatuv) kõht;EI;JAH;JAH;JAH;eval
punuma;joostes põgenema kiiresti jooksma;JAH;JAH;EI;JAH;eval
pupe;(võrdlustes ilusa välimuse kohta) inimese kujuga mänguasi selline teatritegemise vahend;JAH;JAH;EI;JAH;eval
pupujuku;(helliku, saamatu inimese kohta);JAH;JAH;JAH;JAH;eval
pusa;millegi sassis pundar või korratu kogum, mingi sasine moodustis sassis koht juustes või karvades;EI;EI;EI;EI;eval
puss;vaikselt väljuv soolegaas, vaikne haisev peer;JAH;JAH;EI;JAH;eval
põkats;väike masin (nt traktor);JAH;JAH;EI;JAH;eval
põlluramm;(looduslik) põlluväetis;JAH;JAH;EI;JAH;eval
põngermann;väike laps, vahel pigemini väikese poisi kohta;JAH;JAH;EI;JAH;eval
põnnama;kartma;EI;JAH;EI;EI;eval
põrgujook;(viina, õlle jt alkohoolsete jookide kohta);JAH;JAH;EI;JAH;eval
põrgukivi;vees lahustuv värvuseta ja lõhnata (tahke) aine, mis on suures kontsentratsioonis söövitav ning mida kasutatakse meditsiinis;JAH;JAH;EI;JAH;eval
põrunu;peast põrunud, poole aruga inimene;JAH;JAH;EI;JAH;eval
põssa;põrsas, siga (ka meelitussõnana);JAH;JAH;JAH;JAH;eval
põuepommar;inimene, kes sooritab terroriakti iseennast teadlikult ohvriks tuues (nt end õhkides);JAH;JAH;JAH;JAH;eval
pärakas;seedekulgla lõppava;JAH;EI;EI;EI;eval
pärapõrgu;kolgas, väga kauge (üksildane) koht;JAH;EI;EI;EI;eval
päsmer;endisaegne puust või metallist käsikaal, mille ühes otsas on konks kaalutava eseme riputamiseks ning teises otsas raskus;JAH;EI;EI;EI;eval
pätajalg;(kohmakalt, taarudes liikuva inimese või looma, eriti karu kohta);JAH;JAH;JAH;JAH;eval
pätsama;näppama, varastama;JAH;JAH;JAH;JAH;eval
pöidlaküüt;edasiliikumine juhusliku päriteed sõitva autoga, mis käetõstega peatatud;JAH;JAH;EI;JAH;eval
pürjel;linna või linnvabariigi kodanikkonna vaba täieõiguslik liige keskajast kuni 18.-19. sajandini;JAH;EI;EI;EI;eval
pürjermeister;keskajal Saksa õigusega linnades rae vanema liikme või linnapea ametinimetus;EI;EI;EI;EI;eval
raadiomees;raadiojaamas töötav, raadiosaateid tegev inimene (nt raadioreporter, saatejuht);JAH;EI;EI;EI;eval
rajakas;(sõimu- või kirumissõna ebameeldivaks peetava inimese, ka looma kohta);JAH;JAH;JAH;JAH;eval
rammutama;taimedele väetist andma;JAH;JAH;EI;JAH;eval
ratsima;tegevust otstarbekamaks, tõhusamaks muutma, hrl katsetades uusi meetodeid;JAH;JAH;JAH;JAH;eval
regama;nime kirja panema (milleski osalemiseks);JAH;JAH;JAH;JAH;eval
reispass;enne teeleasumist, lahkumist võetav naps või reisile kaasa võetud viin (vm alkohoolne jook);JAH;JAH;EI;JAH;eval
rekka;suur poolhaagisega veok, suur kaubaauto;EI;JAH;EI;EI;eval
relakas;elektriline või suruõhutööriist metalli või kivi lõikamiseks, lihvimiseks, lõikeriistade teritamiseks, rooste eemaldamiseks vms;EI;JAH;JAH;JAH;eval
relss;tugev terasest või rauast latt, millel liigub rong, kraana vm raske seade;JAH;EI;EI;EI;eval
reo;leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral;JAH;JAH;JAH;JAH;eval
ribikont;rindkere paariline kaarjas skeletiosa, mis on taga kinnitunud selgroo, ees rinnaku külge;EI;JAH;EI;EI;eval
rohitsema;(pisikuid, umbrohtu) mürgitama, hävitama arstima, ravima;JAH;JAH;EI;JAH;eval
romula;töökoda, kus lammutatakse autosid ja kaubeldakse nende töökõlblike osadega;EI;EI;EI;EI;eval
rops;maost suu kaudu välja paiskunud pooleldi seeditud toidu ja maomahla segu;JAH;JAH;JAH;JAH;eval
ropsupealt;selsamal hetkel, väga lühikese aja jooksul, aega viitmata;JAH;JAH;EI;JAH;eval
rumm;puidu mahuühik, mille aluseks on 1 m3 virn või ritta laotud puidu maht koos koore ja õhuvahedega;EI;EI;EI;EI;eval
rusikakangelane;(suure kakleja kohta);JAH;JAH;EI;JAH;eval
rusikamees;(suure kakleja kohta);JAH;JAH;EI;JAH;eval
rusikareegel;lihtsustatud üldjooneline seaduspära, põhimõte või juhis;EI;JAH;EI;EI;eval
ruulima;teistest üle olema, (kõvasti) parem olema, moes olema;JAH;JAH;JAH;JAH;eval
ruutima;(arvutivõrgus:) ruuteri abil infot edastama;JAH;JAH;EI;JAH;eval
sabasseismine;järjekorras seismine;JAH;JAH;EI;JAH;eval
sabatama;järjekorras seisma;JAH;JAH;JAH;JAH;eval
sahkermahker;(ebaausa asjaajamise või äritsemise, vassimise kohta);JAH;JAH;EI;JAH;eval
sakkima;ebaõnnestuma, läbi kukkuma mittesobivaks osutuma;JAH;JAH;JAH;JAH;eval
saks;metallist pill, mida mängitakse puhudes puhkpill, mille heli tekitab huulikule kinnitatud rooglesta võnkumine ja mida kasutatakse hrl soolopillina;JAH;JAH;JAH;JAH;eval
sakumm;napsi kõrvale võetav suupiste;JAH;JAH;EI;JAH;eval
sakuska;napsi kõrvale võetav suupiste;EI;JAH;EI;EI;eval
sakusment;napsi kõrvale võetav suupiste;JAH;JAH;JAH;JAH;eval
salvokas;endisaegne plastist lastekelk (valmistajatehase Salvo järgi);JAH;JAH;EI;JAH;eval
samasooiharus;seksuaalne ja emotsionaalne tõmme samast soost inimese vastu;JAH;JAH;EI;JAH;eval
sampus;(šampanja vm vahuveini kohta);JAH;JAH;EI;JAH;eval
sandikopikas;väga väike rahasumma (nt millegi eest või tasuks);JAH;JAH;EI;JAH;eval
sansõlm;hügieeniruum, hrl WC ja pesemiskoht;EI;JAH;EI;EI;eval
santehnik;torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp;EI;EI;EI;EI;eval
santehnika;hügieeniruumide varustus (nt segistid, kraanikausid, WC-potid);EI;EI;EI;EI;eval
