Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
träni	"igasugused (mõttetud) asjad	 rämps, pahn"	informaalsetes	Sõna 'träni' esineb peamiselt informaalsetes keskkondades nagu foorumid, blogid ja sotsiaalmeedia. Eesti Keele Instituudi slängisõnastik sisaldab seda sõna, mis viitab selle informaalsele kasutusele. Sõna kasutatakse sageli kõnekeelses kontekstis ja see ei ole tavaline ametlikes või formaalsetes tekstides. Seda kinnitavad ka veebiotsingud, kus sõna esineb peamiselt kommentaariumides ja foorumipostitustes.	
trään	"igasugused (mõttetud) asjad	 rämps, pahn"	informaalsetes	"Sõna ""trään"" selles tähenduses esineb peamiselt kõnekeelsetes ja informaalsetes kontekstides. Seda kinnitavad näited eesti keele korpustest ja internetifoorumitest, kus sõna kasutatakse just vabamas suhtluses. Eesti Keele Instituudi sõnaraamat (EKSS) märgib selle tähenduse juures ka märgendit ""kõnek"" (kõnekeelne), mis viitab samuti informaalsele kasutusele. Formaalsetes või ametlikes tekstides kasutatakse selle asemel neutraalsemaid sünonüüme nagu ""praht"", ""rämps"" või ""pahn""."	
tsikkel	"kahe või kolme rattaga mootorsõiduk, mille mootori töömaht on vähemalt 50 cm3 ja mis liigub kiirusega vähemalt 45 km/h	 mootoriga sõiduk, millel on kaks ratast"	informaalsetes	"Sõna 'tsikkel' on mootorratta kõnekeelne variant, mida kasutatakse peamiselt informaalsetes kontekstides. Seda kinnitavad mitmed allikad: Eesti Keele Instituudi sõnaraamat märgib sõna 'tsikkel' juures ""kõnek"" (kõnekeelne) märgendit. Sõna esineb sageli foorumites, blogides ja sotsiaalmeedia postitustes, samas kui ametlikes dokumentides, seadustes ja formaalsetes tekstides kasutatakse terminit 'mootorratas'. Näiteks Liiklusseaduses ja teistes ametlikes dokumentides ei kasutata sõna 'tsikkel', vaid 'mootorratas'."	
tsipa	väike hulk, vähene määr	informaalsetes	"Sõna ""tsipa"" on kõnekeelne väljend, mida kasutatakse peamiselt informaalsetes kontekstides. Seda kinnitavad mitmed allikad: EKSS märgib sõna ""tsipa"" juures märgendit ""kõnek"" (kõnekeelne), mis viitab informaalsele kasutusele. Sõna esineb sageli blogides, foorumites ja sotsiaalmeedia postitustes. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""natuke"", ""veidi"" või ""vähesel määral""."	
tsipakene	väike hulk, vähene määr	informaalsetes	"Sõna ""tsipakene"" on selgelt informaalse registri sõna, mida kinnitavad mitmed allikad. EKSS märgib selle kõnekeelseks sõnaks. Sõna esineb sageli blogides, foorumites ja sotsiaalmeedia postitustes. Selle asemel kasutatakse neutraalses või formaalses kontekstis pigem sõnu ""natuke"", ""veidi"" või ""pisut"". ""Tsipakene"" on deminutiivne vorm, mis lisab väljendusele familiaarsust ja emotsionaalsust, mis on omane just informaalsele keelekasutusele."	
tss	vaikusele või vaikimisele manitsev häälitsus	informaalsetes	Sõna 'tss' on onomatopoeetiline häälitsus, mida kasutatakse peamiselt suulises kõnes ja selle kirjalikes edasiandmistes. See esineb sageli ilukirjanduses tegelaste otsekõnes, internetisuhtluses ja informaalsetes tekstides, kus püütakse edasi anda reaalset suhtlussituatsiooni. Eesti Keele Instituudi korpustest leiab selle kasutust peamiselt just sellistes kontekstides. Formaalsetes või ametlikes tekstides sellist häälitsust tavaliselt ei kasutata, kuna see on omane vahetule suhtlusele ja kõnekeelele.	
tšau	tervitus- ja hüvastijätusõna	informaalsetes	"""Tšau"" on selgelt informaalse registri sõna, mida kasutatakse peamiselt mitteametlikus suhtluses. Seda kinnitavad mitmed allikad: Eesti Keele Instituudi sõnaraamat (EKSS) märgib sõna ""tšau"" argistiili kuuluvaks. Sõna esineb sagedasti just informaalsetes keskkondades nagu sotsiaalmeedia postitused, foorumid ja mitteametlikud vestlused. Seda kasutatakse vabamas õhkkonnas sõprade ja tuttavate vahel, mitte ametlikus asjaajamises või formaalses kirjavahetuses. Sõna päritolu (itaalia ciao) ja selle kasutusviis teisteski keeltes viitab samuti informaalsele registrile."	
tšikk	välimusele suurt rõhku panev, hrl efektne, silmahakkav tüdruk või noor naine	informaalsetes	Sõna 'tšikk' on selgelt informaalse registri sõna, mida kasutatakse peamiselt kõnekeeles ja vabamas suhtluses. Seda kinnitavad erinevad allikad:	
tuhajuhan	rumal, taipamatu inimene, lollpea	informaalsetes	"Sõna ""tuhajuhan"" on halvustava tooniga slängilik väljend, mida kohtab peamiselt kõnekeeles ja informaalsetes keskkondades. Seda kinnitab sõna esinemine internetifoorumites ja kommentaariumides, kus seda kasutatakse teise inimese solvamiseks või halvustamiseks. Sõna ei esine ametlikes tekstides või formaalses kirjakeeles. Eesti Keele Instituudi slängisõnastik käsitleb seda kui kõnekeelset väljendit. Sõna emotsionaalne ja halvustav iseloom viitab selgelt selle informaalsele kasutusele."	
tuleriist	relv, mille haavlilaeng, kuul, miin, mürsk vm paiskub rauaõõnest välja püssirohu vm lõhkeaine plahvatusel tekkinud gaaside survel	neutraalsetes/formaalsetes	"Sõna ""tuleriist"" esineb sageli ametlikes dokumentides, seadustes ja määrustes (nt relvaseaduses), ajaloolistes tekstides ning muuseumide materjalides. See on neutraalne või formaalne termin, mida kasutatakse tulirelvade üldnimetusena. Eesti Keele Instituudi andmebaasides ja õigusaktides kasutatakse seda sõna ametlikus kontekstis. Kuigi sõna võib esineda ka ilukirjanduses, on see pigem neutraalse või formaalse registri marker, mitte kõnekeelne või informaalne väljend."	
tulivesi	(viina või piirituse kohta)	informaalsetes	"""Tulivesi"" on kujundlik, rahvapärane väljend alkoholi kohta, mida leiab peamiselt ilukirjandusest (eriti rahvalikumas või ajaloolises kontekstis), blogidest ja sotsiaalmeediast. Eesti Keele Instituudi sõnaraamat märgib seda kui piltlikku väljendit. Sõna kasutuskontekst on sageli seotud rahvapärimuse või kõnekeelse väljendusviisiga, mitte ametlike või formaalsete tekstidega. Neutraalsetes või formaalsetes tekstides kasutatakse selle asemel tavaliselt sõnu ""viin"", ""alkohol"" või ""piiritus""."	
tummahammas	(vaikse, sõnakehva inimese kohta)	informaalsetes	"Sõna ""tummahammas"" on kujundlik väljend, mida kasutatakse peamiselt kõnekeelses ja informaalses kontekstis. Seda kinnitavad näited eesti keele korpustest, kus see esineb peamiselt ilukirjanduses tegelaste kõnes ning internetifoorumites ja kommentaariumides. Tegu on pigem rahvapärase, emotsionaalse väljendiga, mida ametlikus või formaalses keelekasutuses tavaliselt ei kohta. Sõna metafoorne olemus ja veidi humoorikas alatoon viitab samuti selle informaalsele kasutusele."	
turuvarblane	endale juhutöödega ülalpidamist teeniv isik	informaalsetes	"Sõna ""turuvarblane"" on kujundlik, veidi halvustava varjundiga väljend, mida kohtab peamiselt informaalsetes kontekstides. Eesti Keele Instituudi sõnaveebis on see märgitud kõnekeelseks väljendiks. Sõna kasutuskontekstid näitavad, et seda kasutatakse sageli ajakirjanduse arvamuslugudes, blogides ja kommentaariumides, kus kõnekeelsem väljendusviis on tavapärane. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse neutraalsemaid väljendeid nagu ""juhutööline"" või ""hooajatööline""."	
tutakas	löök, hoop	informaalsetes	"Sõna ""tutakas"" tähenduses ""löök, hoop"" on selgelt informaalse registri sõna. Seda kinnitavad mitmed allikad: EKSS märgib sõna kõnekeelseks, sõna esineb sageli internetifoorumites ja kommentaariumides. Eesti Keele Instituudi slängisõnastik sisaldab samuti seda sõna. Formaalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) kasutatakse selle asemel neutraalsemaid sünonüüme nagu ""löök"" või ""hoop"". Sõna emotsionaalne ja kõnekeelne iseloom viitab selgelt selle informaalsele kasutusele."	
tutikas	täiesti uus	informaalsetes	"Sõna ""tutikas"" tähenduses ""täiesti uus"" on selgelt informaalse registri sõna. Eesti Keele Instituudi sõnaraamat EKSS märgib seda kui kõnekeelset sõna. Seda kinnitab ka sõna kasutuskontekst internetis - sõna esineb peamiselt foorumites, blogides ja sotsiaalmeedia postitustes, kus kasutatakse vabama stiiliga keelt. Näiteks kasutatakse seda tihti fraasides nagu ""tutikas auto"" või ""tutikas telefon"". Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""uus"" või ""täiesti uus""."	
tuunima	"(inimese kohta:) üles lööma, atraktiivseks tegema	 sõidukit vm asja ilusamaks, võimsamaks vms tegema"	informaalsetes	Sõna 'tuunima' on ingliskeelsest sõnast 'tune' tuletatud slängilik väljend, mida kasutatakse peamiselt informaalses kontekstis. Seda kinnitavad mitmed allikad:	
tõmbetükk	menukas lavateos	neutraalsetes/formaalsetes	Sõna 'tõmbetükk' esineb sageli kultuuriajakirjanduses, teatriarvustustes ja pressiteadetes, kus kirjutatakse menukate lavastuste kohta. Näiteks leiab seda sõna Eesti Rahvusraamatukogu digiarhiivist ajalehtede kultuurikülgedelt ja teatrite ametlikest materjalidest. Sõna kasutatakse neutraalse sünonüümina menukale lavateosele, mis toob publiku saali. Kuigi sõna on kujundlik, ei ole see slängilik ega liiga informaalne, vaid pigem kultuurivaldkonna üldlevinud termin.	
täiega	"täiesti, täielikult	 väga suurel määral, suure intensiivsusega vms"	informaalsetes	Sõna 'täiega' on selgelt informaalse registri marker. Seda kinnitavad mitmed allikad: 1) Eesti Keele Instituudi slängisõnastik sisaldab seda sõna, 2) sõna esineb sagedasti sotsiaalmeedia postitustes, foorumites ja informaalsetes blogitekstides, 3) ajakirjanduses kasutatakse seda peamiselt tsitaatides või kõnekeelsust taotlevates tekstides. Neutraalses või formaalses kontekstis kasutatakse selle asemel väljendeid nagu 'täielikult', 'täiesti', 'väga'. Sõna on eriti levinud noorte keelekasutuses.	
täika	turg, kus kaubeldakse vanade, kasutatud asjadega	informaalsetes	Sõna 'täika' on kõnekeelne lühend sõnast 'täiturg'. See on selgelt mitteametlik variant, mida kasutatakse peamiselt informaalses suhtluses. Seda kinnitab sõna sage esinemine foorumites, blogides ja sotsiaalmeedia postitustes. Ametlikes tekstides ja formaalsetes olukordades kasutatakse pigem väljendeid nagu 'kasutatud kaupade turg', 'vanakraamiturg' või 'täiturg'. Eesti Keele Instituudi sõnaveeb märgib seda samuti kui argikeelset sõna, mis viitab selgelt informaalsele kasutusele.	
täitsa	osutab millegi täit määra, seda samas rõhutamata	informaalsetes	"Sõna 'täitsa' on selgelt informaalse registri marker. Seda kinnitavad mitmed allikad: 1) Eesti Keele Instituudi sõnaraamat (EKSS) märgib sõna 'täitsa' juures märgendit ""kõnek"" (kõnekeelne), 2) sõna esineb sagedamini sotsiaalmeedia postitustes, foorumites ja blogides, 3) ajakirjanduses kasutatakse seda peamiselt tsitaatides või vabamas stiilis artiklites. Neutraalsemas või formaalses kontekstis kasutatakse selle asemel pigem sõnu 'täiesti' või 'täielikult'. Seega on 'täitsa' selgelt informaalse registri sõna."	
täiturg	turg, kus kaubeldakse vanade, kasutatud asjadega	informaalsetes	Sõna 'täiturg' on kõnekeelne variant sõnadest 'täika' või 'vanakraamiturg'. Seda kinnitab sõna kasutuskontekst internetis leitavates allikates - sõna esineb peamiselt foorumites, blogides ja sotsiaalmeedia postitustes. Formaalsetes tekstides (nt ajaleheartiklites, ametlikes dokumentides) kasutatakse pigem neutraalsemaid vasteid nagu 'vanakraamiturg' või 'kasutatud kaupade turg'. Sõna 'täiturg' on lühendvorm sõnast 'täika', mis on samuti informaalse registri märgiga.	
täto	naha sisse torgitud joonistus, täht või number inimese nahal (hrl kaunistuseks)	informaalsetes	Sõna 'täto' on kõnekeelne variant sõnast 'tätoveering'. See on laensõna soome keelest (tatuointi) ja seda kasutatakse peamiselt informaalsetes keskkondades nagu foorumid, blogid ja sotsiaalmeedia. Eesti Keele Instituudi andmebaasides on see märgitud kõnekeelsena. Neutraalsetes ja formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse tavaliselt sõna 'tätoveering'. 'Täto' on eriti levinud noortekeeles ja internetisuhtluses, mis kinnitab selle informaalset kasutust.	
tätokas	naha sisse torgitud joonistus, täht või number inimese nahal (hrl kaunistuseks)	informaalsetes	Sõna 'tätokas' on kõnekeelne variant sõnast 'tätoveering'. Seda kinnitab sõna kasutuskontekst erinevates internetiallikates - sõna esineb peamiselt foorumites, blogides ja sotsiaalmeedia postitustes. Formaalsetes tekstides (nt ajakirjandus, ametlikud dokumendid) kasutatakse pigem neutraalset terminit 'tätoveering'. Sõna 'tätokas' on tuletis, mis on moodustatud kõnekeelsele keelekasutusele omaselt, lisades sõnatüvele 'täto-' sufiksi '-kas'.	
täägima	sotsiaalmeedias märgistama, nt pildile nimesilti lisama	informaalsetes	"Sõna 'täägima' on ingliskeelsest sõnast 'tag' tuletatud neologism, mida kasutatakse peamiselt sotsiaalmeedia kontekstis ja informaalses veebikeskkonnas. Seda kinnitavad näited Eesti Keele Instituudi uute sõnade andmebaasist ja veebitekstidest, kus sõna esineb peamiselt blogides, foorumites ja sotsiaalmeedia postitustes. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse pigem kirjakeelset väljendit ""märgistama"" või ""märke lisama"". Sõna informaalsust rõhutab ka selle kõnekeelne päritolu ja kasutuskontekst."	
tööpost	(esineb väljendites kellegi tööpaiga, ametikoha või töötamisega ühenduses)	neutraalsetes/formaalsetes	"Sõna 'tööpost' esineb peamiselt ametlikes tekstides, ajakirjanduses ja tööga seotud dokumentides. Eesti Keele Instituudi korpustest ja meediatekstidest leiab näiteid, kus seda kasutatakse neutraalses või formaalses kontekstis, näiteks ""naasis oma tööpostile"", ""seisab oma tööpostil"", ""lahkus tööpostilt"". Sõna on sageli kasutusel just ametlikus keelekasutuses ning ajakirjanduskeeles, mitte niivõrd argises suhtluses või informaalsetes keskkondades. Sõna kannab teatud ametlikkuse varjundit, kuid pole siiski rangelt ainult ametliku keele sõna."	
tümm	monotoonse tugeva rütmiga muusika	informaalsetes	"Sõna ""tümm"" esineb peamiselt informaalsetes kontekstides, mida näitavad mitmed allikad. Slängisõnaraamat sisaldab seda sõna, mis juba viitab informaalsele kasutusele. Sõna leiab sageli sotsiaalmeedia postitustest, foorumitest ja kommentaariumidest, kus räägitakse klubimuusikast või peodest. See on kõnekeelne väljend, mida kasutatakse eriti noorte seas ning mida välditakse ametlikes või formaalsetes muusikakriitika tekstides, kus eelistatakse neutraalsemaid termineid nagu ""elektrooniline tantsumuusika"" või ""klubimuusika""."	
tüng	"altminek, pettasaamine	 altvedamine"	informaalsetes	"Sõna ""tüng"" on selgelt informaalse registri sõna, mida kinnitavad mitmed allikad. EKSS märgib seda argikeelseks sõnaks. Sõna esineb sagedamini just informaalsetes keskkondades nagu foorumid, kommentaariumid ja sotsiaalmeedia postitused. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse selle asemel neutraalsemaid sünonüüme nagu ""pettus"" või ""altvedamine"". Sõna kõnekeelset ja informaalset olemust kinnitab ka selle sage kasutus slängisõnastikes ja noorte kõnepruugis."	
tüürman	eriharidusega laevajuht, kes vastutab ohutu meresõidu eest, kapteni abi	neutraalsetes/formaalsetes	Sõna 'tüürman' on merendusalane ametinimetus, mida kasutatakse peamiselt ametlikes dokumentides, õigusaktides (nt meremeeste kvalifikatsiooninõuded), erialakirjanduses ja uudistes. See on standardne termin, mis esineb ka rahvusvahelistes merenduskonventsioonides ja nende tõlgetes. Sõna ei ole märgitud slängina ega kõnekeelsena üheski usaldusväärsas allikas. Eesti Keele Instituudi andmebaasides esineb see neutraalse terminina. Seega on tegemist neutraalse või formaalse registri sõnaga, mida kasutatakse erialases ja ametlikus kontekstis.	
uimerdama	(uimasena) aeglaselt liikuma või tegutsema	informaalsetes	"Sõna ""uimerdama"" esineb peamiselt informaalsetes kontekstides. Eesti Keele Instituudi korpustest ja veebitekstidest leiab seda sõna enamasti blogidest, foorumitest ja ilukirjanduslikest tekstidest, eriti tegelaskõnest. Sõnal on kõnekeelne varjund ja seda kasutatakse tihti kujundlikus või emotsionaalses väljenduses. Ametlikes või formaalsetes tekstides eelistatakse neutraalsemaid väljendeid nagu ""aeglaselt liikuma"" või ""loiult tegutsema"". ""Uimerdama"" on ekspressiivne verb, mis kannab endas teatavat hinnangulist varjundit."	
uimerdis	(aeglase ja uimase inimese kohta)	informaalsetes	Sõna 'uimerdis' on kõnekeelne ja halvustava varjundiga väljend. Seda kinnitab sõna esinemine peamiselt internetifoorumites, kommentaariumides ja informaalsetes blogitekstides. Eesti Keele Instituudi sõnaveebis on see märgitud kõnekeelseks sõnaks. Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) seda väljendit tavaliselt ei kasutata, selle asemel eelistatakse neutraalsemaid väljendeid.	
ulmekas	ulmežanris film, romaan, jutustus vm teos	informaalsetes	Sõna 'ulmekas' on kõnekeelne lühendvorm sõnast 'ulmeline teos' või 'ulmeteos'. Seda kinnitab sõna kasutuskontekst erinevates allikates: sõna esineb sageli blogides, foorumites (nt ulme.ee foorum) ja sotsiaalmeedia postitustes. Akadeemilisemates või formaalsetes tekstides (nt kirjanduskriitika, retsenseerimised) kasutatakse pigem täispikka vormi 'ulmeteos' või 'ulmeline teos'. Sõnalõpp '-kas' on tüüpiline kõnekeelsete lühendvormide moodustamisel (vrd dokumentaalfilm > dokkas).	
umbjoove	väga purjus olek	informaalsetes	Sõna 'umbjoove' esineb peamiselt informaalsetes kontekstides. Seda kinnitab sõna kasutus internetifoorumites, kommentaariumides ja blogides. Eesti Keele Instituudi slängisõnastik käsitleb seda kui argikeelset väljendit. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse pigem neutraalsemaid väljendeid nagu 'raske joove' või 'tugev alkoholijoove'. Sõna moodustusviis (umb- + joove) on iseloomulik kõnekeelsele väljendusele.	
untsakas	"kerglane, tühine inimene	 linnainimene, linliku elulaadiga inimene"	informaalsetes	"Sõna ""untsakas"" on kõnekeelne ja halvustava varjundiga väljend. Seda kinnitab Eesti Keele Instituudi sõnaraamat (EKSS), kus sõna on märgitud kõnekeelseks. Sõna esineb peamiselt informaalsetes kontekstides nagu internetifoorumid, kommentaariumid ja ilukirjanduslik otsekõne, kus kasutatakse vabama stiiliga keelt. Formaalsetes või ametlikes tekstides seda sõna tavaliselt ei kohta. Sõna emotsionaalne ja hinnanguline iseloom viitab samuti selle informaalsele kasutusele."	
untsantsakas	"kerglane, tühine inimene	 linnainimene, linliku elulaadiga inimene"	informaalsetes	"Sõna ""untsantsakas"" on kõnekeelne ja veidi halvustava varjundiga väljend. See esineb peamiselt informaalsetes kontekstides nagu internetifoorumid, kommentaariumid ja ilukirjanduslik otsekõne. Eesti Keele Instituudi sõnaraamat märgib seda kui kõnekeelset sõna. Sõna ei esine ametlikes dokumentides ega formaalsetes tekstides. Selle kasutus on sageli seotud emotsionaalse või subjektiivse hinnanguga, mis on tüüpiline informaalsele keelekasutusele."	
ussipuru	röövikute poolt täiesti rikutud ese, läbinisti ussitanud puuvili vm	informaalsetes	"Sõna ""ussipuru"" on kujundlik liitsõna, mida kasutatakse peamiselt kõnekeelses ja informaalses kontekstis. Eesti Keele Instituudi korpustest ja veebitekstidest leiab seda sõna peamiselt foorumites, blogides ja kommentaariumides, kus räägitakse riknenud puuviljadest või ussitanud esemetest. Neutraalsetes või formaalsetes tekstides kasutatakse pigem otsesemaid väljendeid nagu ""ussitanud õun"" või ""röövikute poolt kahjustatud"". ""Ussipuru"" on emotsionaalsem ja ekspressiivsem väljend, mis sobib paremini vabamasse keelekasutuskonteksti."	
ute	emane lammas	neutraalsetes/formaalsetes	"Sõna ""ute"" on neutraalne zooloogiline termin, mida kasutatakse ametlikus kontekstis loomakasvatuses, põllumajanduses ja teaduslikes tekstides. See esineb sageli erialases kirjanduses, õpikutes ja ametlikes dokumentides. Eesti Keele Instituudi sõnaraamat ei märgi seda kõnekeelseks ega slängiks. Sõna on kasutusel ka ajakirjanduses ja põllumajandusajakirjades neutraalse terminina. Seega on tegemist pigem neutraalse või formaalse registri sõnaga, mitte informaalse keelekasutusega."	
uun	"elektriga ahi, mis teeb toidu väga kiiresti soojaks	 mikrolainete abil kiiresti ja ühtlaselt (toitu) kuumutav elektriahi"	informaalsetes	Sõna 'uun' on kõnekeelne variant sõnast 'mikrolaineahi'. See tuleb esile foorumites, blogides ja sotsiaalmeedia postitustes, kus inimesed kasutavad seda igapäevases suhtluses. Formaalsetes tekstides (nt kasutusjuhendid, teadusartiklid) kasutatakse reeglina terminit 'mikrolaineahi'. Eesti Keele Instituudi andmebaasid ja slängisõnaraamatud viitavad samuti, et tegemist on informaalse keelekasutusega. Sõna 'uun' on eriti levinud noorema põlvkonna kõnekeeles ja internetisuhtluses.	
va	esineb rõhutus asendis, kuid on tunderõhulise hinnanguga, väljendab hrl kas halvakspanu või tunnustust	informaalsetes	Sõna 'va' sellisel kujul ja tähenduses esineb peamiselt informaalses keelekasutuses. Seda kinnitavad mitmed allikad:	
vaaritama	süüa (või midagi joodavat) tegema, eriti midagi keetes	informaalsetes	"Sõna ""vaaritama"" on pigem kõnekeelne ja argine variant sõnadest ""keetma"" või ""toitu valmistama"". Seda kinnitab sõna kasutuskontekst erinevates allikates: seda leiab sageli blogidest, foorumitest ja sotsiaalmeedia postitustest, kus kasutatakse vabamat keelt. Eesti Keele Instituudi sõnaraamat märgib seda kui kõnekeelset sõna. Formaalsetes tekstides (nt ametlikud dokumendid, retseptid, ajakirjandusartiklid) eelistatakse neutraalsemaid vasteid nagu ""keetma"" või ""valmistama""."	
vaart	hoog, liikumise kiirus	informaalsetes	"Sõna 'vaart' selles tähenduses esineb peamiselt kõnekeelsetes ja informaalsetes kontekstides. Seda kinnitavad Eesti Keele Instituudi korpuste andmed, kus sõna esineb sageli just blogides, foorumites ja ilukirjanduses tegelaste kõnes. Sõna on emotsionaalselt laetud ja kasutatakse tihti väljendites nagu ""täie vaardiga"" või ""vaardiga minema"". Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse selle asemel kasutada sõnu ""kiirus"", ""hoog"" või ""tempo""."	
vabatmees	"endisaegne vabamees	 vaba, siduvate kohustusteta mees"	neutraalsetes/formaalsetes	"Sõna ""vabatmees"" esineb peamiselt ajaloolistes tekstides ja teaduslikes käsitlustes, kus kirjeldatakse ajaloolisi ühiskonnakihte ja -korraldust. Näiteks leiab seda sõna akadeemilistes tekstides, mis käsitlevad keskaegset või varauusaegset Eesti ühiskonda. Sõna kasutus on seotud spetsiifilise ajaloolise kontekstiga ja seda kasutatakse neutraalse terminina, mitte kõnekeelse või informaalse väljendina. Eesti Keele Instituudi andmebaasides esineb see sõna samuti peamiselt ajaloolises kontekstis ja formaalsemates tekstides."	
vaevuma	"millekski (armuliselt, lahkesti) valmis olema	 viitsima midagi teha"	neutraalsetes/formaalsetes	"Sõna ""vaevuma"" on levinud nii ajakirjanduses, ilukirjanduses kui ka ametlikes tekstides. Eesti Keele Instituudi korpustest ja sõnaraamatutest nähtub, et seda kasutatakse sageli viisakas või ametlikus kontekstis (nt ""Kas te vaevuksite mulle selgitama...""). Sõnal on teatav viisakusvormel või ametlik varjund, eriti küsimuste või palvete esitamisel. Sõna ei ole märgitud slängiks ega argikeelseks üheski autoriteetses allikas. Seega sobib see pigem neutraalsesse või formaalsesse keelekasutusse."	
vahmiil	"perekond	 suguvõsa, suguselts"	ei kohaldu	Sõna 'vahmiil' ei esine tavapärastes eesti keele korpustes ega sõnaraamatutes. Seda ei leia ei Eesti Keele Instituudi sõnastikest ega ka muudest usaldusväärsetest allikatest. Kuna puuduvad usaldusväärsed allikad sõna kasutuse kohta, ei ole võimalik määrata selle registrit. Tegu võib olla murdesõna või väga harva kasutatava sõnaga, kuid ilma konkreetsete allikateta ei saa selle kasutusregistrit kindlaks määrata.	
valevorst	see, kes ilmast ilma valetab, valetaja	informaalsetes	"Sõna ""valevorst"" on kõnekeelne, emotsionaalselt laetud liitsõna, mida kasutatakse peamiselt informaalsetes kontekstides. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus sõna esineb peamiselt foorumites, kommentaariumides ja ilukirjanduses tegelaste kõnes. Sõna on oma olemuselt halvustav ning sisaldab metafoorset võrdlust (inimese võrdlemine vorstiga), mis on tüüpiline informaalsele keelekasutusele. Ametlikes või formaalsetes tekstides kasutatakse selle asemel neutraalsemat sõna ""valetaja""."	
valgekrae	ametniku, teenistuja vm hrl kontoritööd tegev inimene	neutraalsetes/formaalsetes	Sõna 'valgekrae' esineb peamiselt ajakirjanduses, teadusartiklites ja ametlikes tekstides, kus käsitletakse tööturgu, ameteid või sotsiaalseid klasse. See on otsetõlge ingliskeelsest terminist 'white-collar worker', mida kasutatakse neutraalse või formaalse terminina. Eesti Keele Instituudi korpustes esineb see sõna enamasti ajalehtede ja ajakirjade tekstides ning uurimustes, mitte niivõrd informaalses suhtluses. Sõna ei kanna endas märgatavat emotsionaalset või stiililist varjundit, vaid on pigem kirjeldav termin.	
vaps	(aastail 1929–1934:) Eesti Vabadussõjalaste Keskliidu ja Eesti Vabadussõjalaste Liidu liige või toetaja	neutraalsetes/formaalsetes	"Sõna ""vaps"" esineb sageli ajaloolistes tekstides, teadusartiklites ja entsüklopeediates, kus käsitletakse Eesti 1930ndate aastate poliitilist ajalugu. Eesti Keele Instituudi andmebaasides ja ajalooalases kirjanduses kasutatakse seda terminit neutraalse ajaloolise mõistena. Näiteks esineb see sõna sageli akadeemilistes tekstides ja ajalooõpikutes. Kuigi algselt võis sellel sõnal olla ka halvustav varjund, on see tänapäeval kujunenud pigem neutraalseks ajalooliseks terminiks, mida kasutatakse konkreetse ajaloolise liikumise ja selle liikmete tähistamiseks."	
vedima	tirima, sikutama, vedama	informaalsetes	"Sõna ""vedima"" on kõnekeelne variant sõnast ""vedama"". Seda kinnitab Eesti Keele Instituudi sõnaveeb.ee, kus ""vedima"" on märgitud kõnekeelseks sõnaks. Sõna esineb sagedamini informaalsetes keskkondades nagu foorumid, kommentaariumid ja sotsiaalmeedia postitused. Neutraalsetes või formaalsetes tekstides kasutatakse tavaliselt selle asemel sõna ""vedama"". ""Vedima"" on ka murdelise taustaga, mis samuti viitab selle informaalsele kasutusele."	
Vene värk	(enamasti ühenduses nõukogudeaegse korralageduse, lohakuse, viletsa kvaliteedi, seadusetusega)	informaalsetes	"Väljend ""vene värk"" esineb peamiselt informaalsetes kontekstides nagu foorumid, kommentaariumid ja blogid, kus inimesed väljendavad oma isiklikke arvamusi ja kogemusi. See on kõnekeelne ja veidi halvustav väljend, mida kasutatakse enamasti mitteametlikus suhtluses. Ametlikes dokumentides või akadeemilistes tekstides kasutatakse neutraalsemaid väljendeid nagu ""nõukogudeaegne"" või konkreetsemaid probleemikirjeldusi. Väljendi informaalsust kinnitab ka selle kasutuskontekst - see on sageli emotsionaalne hinnang, mitte neutraalne kirjeldus."	
venku	(venelase kohta)	informaalsetes	Sõna 'venku' on selgelt slängilik ja halvustava varjundiga nimetus venelase kohta. Seda kinnitab ka Eesti Keele Instituudi slängisõnaraamat, kus see on märgitud kui kõnekeelne ja halvustav väljend. Sõna esineb peamiselt informaalsetes keskkondades nagu internetifoorumid, kommentaariumid ja sotsiaalmeedia postitused. Formaalsetes või neutraalsetes tekstides (nt ajakirjandus, ametlikud dokumendid) kasutatakse selle asemel neutraalset sõna 'venelane'.	
