"Katsesõna"	"Tähendus"	"vastus"	"põhjendus"	"sünonüümid"
"ruutima"	"(arvutivõrgus:) ruuteri abil infot edastama"	"informaalsetes"	"Sõna ""ruutima"" on seotud tehnilise slängiga, mida kasutatakse sageli mitteametlikes kontekstides, nagu foorumid, chativestlused ja sotsiaalmeedia, kus arutatakse tehnoloogilisi teemasid. Sellised terminid on tavaliselt osa igapäevasest kõnepruugist tehnoloogiahuviliste seas, kuid ei pruugi olla levinud ametlikes dokumentides või formaalsetes tekstides."	""
"sabasseismine"	"järjekorras seismine"	"informaalsetes"	"Sõna ""sabasseismine"" on kõnekeelne väljend, mida kasutatakse pigem igapäevases ja mitteametlikus suhtluses. See on lihtsustatud ja veidi humoorikas viis kirjeldada järjekorras seismist, mis sobib hästi blogidesse, foorumitesse ja sotsiaalmeediasse, kuid mitte ametlikesse dokumentidesse või formaalsetesse tekstidesse."	""
"sabatama"	"järjekorras seisma"	"informaalsetes"	"Sõna ""sabatama"" on slängiline väljend, mida kasutatakse peamiselt kõnekeeles ja mitteametlikes olukordades. See on vähem levinud kirjakeeles ja ametlikes tekstides, kus eelistatakse neutraalsemaid väljendeid nagu ""järjekorras seisma"". Sellised slängilised väljendid on tavaliselt omased noortekeelsele suhtlusele ja mitteametlikele tekstidele nagu chativestlused ja sotsiaalmeedia postitused."	""
"sahkermahker"	"(ebaausa asjaajamise või äritsemise, vassimise kohta)"	"informaalsetes"	"Sõna ""sahkermahker"" kasutatakse tihti kõnekeeles ja mitteametlikes olukordades, et viidata ebaausale või kahtlasele tegevusele. See väljend on pigem slängilik ja seda leidub sagedamini vestlustes, blogides või sotsiaalmeedias, kus kasutatakse vabamat keelekasutust. Formaalsetes tekstides eelistatakse tõenäoliselt täpsemaid ja neutraalsemaid väljendeid."	""
"sakkima"	"ebaõnnestuma, läbi kukkuma	 mittesobivaks osutuma"	"informaalsetes"	"Sõna ""sakkima"" kasutatakse tavaliselt kõnekeeles ja mitteametlikes olukordades, näiteks sõpradevahelistes vestlustes või internetifoorumites. See on slängisõna, mis viitab ebaõnnestumisele või läbikukkumisele, mistõttu ei ole see sobiv ametlikesse või formaalsetesse tekstidesse."	""
"saks"	"metallist pill, mida mängitakse puhudes	 puhkpill, mille heli tekitab huulikule kinnitatud rooglesta võnkumine ja mida kasutatakse hrl soolopillina"	"neutraalsetes/formaalsetes"	"Sõna ""saks"" tähistab muusikainstrumenti, mis on tuntud ja kasutusel erinevates muusikalistes kontekstides. Seda terminit kasutatakse sageli muusikateoorias, kontserdiprogrammides ja muusikainstrumentide kirjeldustes, mis on tavaliselt neutraalsed või formaalsed tekstid. Seetõttu sobib see pigem neutraalsetesse või formaalsetesse kontekstidesse."	""
"sakumm"	"napsi kõrvale võetav suupiste"	"informaalsetes"	"Sõna ""sakumm"" on slängisõna, mida kasutatakse peamiselt igapäevases kõnekeeles ja mitteametlikes olukordades, näiteks sõpradega koosviibimistel või sotsiaalmeedias. See ei ole tavapärane sõna, mida leiaks formaalsetes või ametlikes tekstides."	""
"sakuska"	"napsi kõrvale võetav suupiste"	"informaalsetes"	"Sõna ""sakuska"" kasutatakse tavaliselt igapäevastes vestlustes ja mitteametlikes olukordades, näiteks sõpradega koosviibimistel või pidudel, kus pakutakse alkoholi kõrvale suupisteid. See termin on rohkem levinud kõnekeeles ja vähem tõenäoline, et seda kasutatakse ametlikes või formaalsetes tekstides."	""
"sakusment"	"napsi kõrvale võetav suupiste"	"informaalsetes"	"Sõna ""sakusment"" on slängisõna, mida kasutatakse peamiselt mitteametlikes olukordades, näiteks sõpradega koosviibimistel või vabas vestluses, et viidata suupistetele, mida tarbitakse alkoholi kõrvale. Selline sõna ei ole tavaliselt levinud ametlikes või neutraalsetes tekstides, kus eelistatakse kasutada standardsemaid termineid nagu ""suupiste""."	""
"salvokas"	"endisaegne plastist lastekelk (valmistajatehase Salvo järgi)"	"informaalsetes"	"Sõna ""salvokas"" on kõnekeelne ja tuleneb konkreetse kaubamärgi nimest, mida kasutatakse igapäevases vestluses ja mitteametlikes kontekstides. Sellised sõnad on tavaliselt levinud suulises kõnes ja mitteametlikes kirjutistes, nagu blogid või sotsiaalmeedia postitused, kus inimesed räägivad oma lapsepõlve mälestustest või igapäevaelust. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid termineid, nagu ""lastekelk""."	""
"samasooiharus"	"seksuaalne ja emotsionaalne tõmme samast soost inimese vastu"	"neutraalsetes/formaalsetes"	"Sõna ""samasooiharus"" on termin, mida kasutatakse seksuaalse orientatsiooni kirjeldamiseks. Sellised terminid on tavaliselt neutraalsed või formaalsed, kuna neid kasutatakse teaduslikes, meditsiinilistes ja sotsiaalteaduslikes kontekstides, samuti ametlikes aruteludes ja dokumentides, kus on oluline täpsus ja selgus."	""
"sampus"	"(šampanja vm vahuveini kohta)"	"informaalsetes"	"Sõna ""sampus"" on lühendatud ja kõnekeelne vorm sõnast ""šampanja"" või ""vahuvein"". Sellised lühendatud ja mugandatud vormid on tavaliselt omased mitteametlikule suhtlusele, nagu vestlused sõprade vahel, sotsiaalmeedia postitused või muud igapäevased olukorrad, kus ei järgita rangelt keelelisi norme."	""
"sandikopikas"	"väga väike rahasumma (nt millegi eest või tasuks)"	"informaalsetes"	"Sõna ""sandikopikas"" on kõnekeelne väljend, mida kasutatakse sageli igapäevases vestluses, et kirjeldada väga väikest rahasummat. Selline väljend on tavaliselt levinud mitteametlikes olukordades, nagu sõpradevahelised vestlused või sotsiaalmeedia postitused, kus keelekasutus on vabam ja vähem formaalne."	""
"sansõlm"	"hügieeniruum, hrl WC ja pesemiskoht"	"informaalsetes"	"Sõna ""sansõlm"" on lühendatud ja kõnekeelne väljend, mida kasutatakse sageli igapäevastes vestlustes ja mitteametlikes olukordades, näiteks sõprade vahelises suhtluses või sotsiaalmeedias. Formaalsetes tekstides eelistatakse tavaliselt täpsemaid ja ametlikumaid termineid nagu ""hügieeniruum"" või ""sanitaartehniline ruum""."	""
"santehnik"	"torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp"	"neutraalsetes/formaalsetes"	"Sõna ""santehnik"" on ametinimetus, mida kasutatakse laialdaselt nii igapäevases kõnes kui ka ametlikes dokumentides ja tekstides. See ei kanna endas mingeid slängilisi ega familiaarseid varjundeid, mistõttu sobib see hästi neutraalsetesse ja formaalsetesse kontekstidesse, nagu töökuulutused, ametlikud lepingud ja tehnilised kirjeldused."	""
"santehnika"	"hügieeniruumide varustus (nt segistid, kraanikausid, WC-potid)"	"neutraalsetes/formaalsetes"	"Sõna ""santehnika"" viitab hügieeniruumide varustusele, nagu segistid, kraanikausid ja WC-potid, mis on tehniline ja spetsiifiline termin. Selliseid sõnu kasutatakse tavaliselt neutraalsetes või formaalsetes tekstides, näiteks ehitus- ja remonditeemalistes artiklites, tehnilistes kirjeldustes või ametlikes dokumentides. Sõna ei ole slängiline ega kõnekeelne, mistõttu see ei kuulu informaalsete tekstide kategooriasse."	""
"sapakas"	"sõiduauto Zaporožets, Vene-aegne väike auto"	"informaalsetes"	"Sõna ""sapakas"" on kõnekeelne ja lühendatud vorm sõiduauto Zaporožets nimest. Selliseid lühendeid ja hüüdnimesid kasutatakse tavaliselt mitteametlikes olukordades, nagu vestlused sõprade vahel, foorumites või sotsiaalmeedias. Formaalsetes tekstides eelistatakse tõenäoliselt ametlikumat nimetust."	""
"sapikas"	"sõiduauto Zaporožets, Vene-aegne väike auto"	"informaalsetes"	"Sõna ""sapikas"" on kõnekeelne ja lühendatud vorm sõiduauto Zaporožetsist, mida kasutatakse pigem igapäevases ja mitteametlikus suhtluses. Sellised lühendatud ja hellitusnimed on tavaliselt levinud sõpradevahelises vestluses, foorumites või sotsiaalmeedias, mitte ametlikes dokumentides või formaalsetes tekstides."	""
"seaduseauk"	"seadusega reguleerimata koht, seaduses puuduv asjaolu"	"neutraalsetes/formaalsetes"	"Sõna ""seaduseauk"" kasutatakse sageli juriidilistes ja ametlikes kontekstides, et viidata seadusandluse puudujääkidele või lünkadele. Seda terminit võib leida seadusandlikes aruteludes, õigusaktide analüüsides ja ametlikes dokumentides, kus arutatakse seaduste tõlgendamist ja rakendamist. Seetõttu on selle kasutus pigem neutraalne või formaalne."	""
"seadusemees"	"seaduse esindaja	 seaduste järgija, hrl jurist"	"neutraalsetes/formaalsetes"	"Sõna ""seadusemees"" viitab ametlikule rollile või positsioonile, mis on seotud seaduste järgimise ja esindamisega, nagu jurist või muu õiguskaitseorganite esindaja. Sellised terminid on tavaliselt kasutusel neutraalsetes või formaalsetes kontekstides, nagu ametlikud dokumendid, seadusandlikud tekstid või professionaalsed arutelud."	""
"seamoodi"	"väga (palju), rohkesti, kõvasti"	"informaalsetes"	"Sõna ""seamoodi"" kasutatakse sageli kõnekeeles ja slängis, et väljendada midagi, mis on väga palju või intensiivne. Selline väljend on tüüpiline mitteametlikus suhtluses, nagu vestlused sõprade vahel, sotsiaalmeedia postitused või kommentaarid, kus kasutatakse vabamat ja vähem formaalset keelekasutust."	""
"seatemp"	"inetu, häbematu või alatu tegu või käitumine"	"informaalsetes"	"Sõna ""seatemp"" on kõnekeelne väljend, mida kasutatakse sageli argikeeles ja mitteametlikes olukordades, et kirjeldada kellegi inetut või alatut käitumist. Sellised väljendid on tavaliselt levinud suulises kõnes, sotsiaalmeedias ja muudes mitteametlikes kontekstides, kuid neid ei peeta sobivaks ametlikus või formaalses kirjalikus suhtluses."	""
"seda’p"	"just seda	 just seda, nimelt seda"	"informaalsetes"	"Sõna ""seda’p"" on lühendatud ja kõnekeelne vorm väljendist ""just seda"", mis viitab sellele, et seda kasutatakse pigem mitteametlikes kontekstides nagu vestlused, chativestlused või sotsiaalmeedia postitused. Sellised lühendatud vormid on iseloomulikud informaalsetele tekstidele, kus kiirus ja mugavus on olulised."	""
"sedavärki"	"selletaoline, sedamoodi, sedasorti"	"informaalsetes"	"Sõna ""sedavärki"" on kõnekeelne väljend, mida kasutatakse pigem igapäevases ja mitteametlikus suhtluses. See väljend on levinud suulises kõnes ja mitteametlikes kirjutistes, nagu blogid ja sotsiaalmeedia postitused, kus keelekasutus on vabam ja vähem formaalne. Formaalsetes tekstides eelistatakse tavaliselt täpsemaid ja neutraalsemaid väljendeid."	""
"seebiseriaal"	"peamiselt suhteid käsitlev (sentimentaalne, melodramaatiline) televisioonisari, milles on palju tegelasi ja tegevusliine ning mida näidatakse hrl igal argipäeval"	"informaalsetes"	"Sõna ""seebiseriaal"" viitab teatud tüüpi televisioonisarjale, mis on sageli seotud meelelahutusega ja mida arutatakse tavaliselt igapäevastes vestlustes, näiteks sõprade vahel või sotsiaalmeedias. Sellised sarjad on tihti populaarsed laiemas publikuringis ja neid käsitletakse pigem mitteametlikes kontekstides, mitte akadeemilistes või ametlikes aruteludes."	""
"seerima"	"(mingi aja jooksul) siin-seal käima, sõitma vm moel ringi liikuma"	"informaalsetes"	"Sõna ""seerima"" on kõnekeelne väljend, mida kasutatakse pigem igapäevases vestluses ja mitteametlikes kontekstides. See ei ole tavapärane sõna, mida leiaks formaalsetest või ametlikest tekstidest, nagu akadeemilised artiklid või ametlikud dokumendid. Sellised väljendid on tihti levinud suulises kõnes ja mitteametlikes kirjutistes, nagu blogid või sotsiaalmeedia postitused."	""
"seeru"	"nooremseersandile järgnev ja vanemseersandile eelnev nooremallohvitseri auaste Eesti jt riikide kaitseväes	 selles auastmes ohvitser"	"neutraalsetes/formaalsetes"	"Sõna ""seeru"" viitab konkreetsele sõjaväelisele auastmele, mida kasutatakse ametlikes ja formaalsetes kontekstides, nagu kaitseväe dokumentatsioon, ametlikud aruanded ja sõjaväelised suhtlused. Sellised terminid on tavaliselt seotud neutraalsete või formaalsete tekstidega, kuna need on osa institutsionaalsest ja ametlikust keelekasutusest."	""
"seesinane"	"(viitab kellelegi või millelegi:) see"	"informaalsetes"	"Sõna ""seesinane"" on vanamoodne ja kõnekeelne väljend, mida kasutatakse pigem rahvalikus või mitteametlikus kontekstis. See ei ole tavaline neutraalsetes või formaalsetes tekstides, kus eelistatakse kasutada lihtsalt sõna ""see"". Seetõttu on selle kasutus pigem informaalsetes tekstides, nagu näiteks rahvajutud või dialoogid, kus püütakse edasi anda kõnekeelset stiili."	""
"sehkendus"	"joonistus, pilt"	"informaalsetes"	"Sõna ""sehkendus"" on kõnekeelne väljend, mida kasutatakse sageli mitteametlikes olukordades, näiteks sõprade vahelises vestluses või sotsiaalmeedias, et viidata joonistusele või pildile. See ei ole tavapärane termin, mida kasutatakse ametlikes dokumentides või akadeemilistes tekstides."	""
"sehvt"	"tihe, lähedane suhtlemine kellegagi (nt äri ajades või kurameerides)"	"informaalsetes"	"Sõna ""sehvt"" on slängi kuuluv väljend, mida kasutatakse tihti igapäevases kõnekeeles ja mitteametlikes olukordades. Seda võib kohata näiteks sõpradevahelistes vestlustes, sotsiaalmeedias või foorumites, kuid see ei ole tavapärane ametlikes või formaalsetes tekstides."	""
"sehvtitama"	"kellegagi tihedalt, lähedalt suhtlema (nt äri ajades või kurameerides)"	"informaalsetes"	"Sõna ""sehvtitama"" kõlab kõnekeelselt ja on tõenäoliselt kasutusel pigem igapäevases vestluses või mitteametlikes kontekstides. Selline väljend võiks esineda näiteks sõprade omavahelises suhtluses või mitteametlikes kirjutistes nagu blogid või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid ja ametlikumaid väljendeid."	""
"seitel"	"(pikk kitsas) vahekoht juustes"	"neutraalsetes/formaalsetes"	"Sõna ""seitel"" on neutraalne termin, mida kasutatakse juuste soengute kirjeldamisel. See ei ole släng ega kuulu informaalsete väljendite hulka. Seda sõna võib leida nii ilusalongide kirjeldustes, moeajakirjades kui ka igapäevases kõnes, kui räägitakse juuste stiilimisest. Seetõttu sobib see pigem neutraalsetesse või formaalsetesse tekstidesse."	""
"seivima"	"(arvutis) salvestama"	"informaalsetes"	"Sõna ""seivima"" on tuletatud ingliskeelsest sõnast ""save"" ning seda kasutatakse sageli kõnekeeles ja mitteametlikes kontekstides, näiteks noorte seas, kes räägivad arvutimängudest või arvutiteemadest. See on tüüpiline slängisõna, mida kohtab pigem mitteametlikes vestlustes ja tekstides, nagu foorumid ja sotsiaalmeedia. Formaalsetes tekstides eelistatakse tõenäoliselt kasutada sõna ""salvestama""."	""
"seljasaun"	"keretäis, nahatäis"	"informaalsetes"	"Sõna ""seljasaun"" kasutatakse pigem kõnekeeles ja mitteametlikes olukordades, et viidata kellegi karistamisele või füüsilisele noomitusele. Selline väljend on tõenäolisemalt kasutusel igapäevastes vestlustes, rahvalugudes või kirjanduses, kus tegelased räägivad omavahel mitteametlikult."	""
"semlak"	"kellegagi samast kohast pärinev või samas kohas elanud inimene, sõber või muidu tuttav inimene (ka kerge kirumissõnana)"	"informaalsetes"	"Sõna ""semlak"" on slängi laadne väljend, mida kasutatakse pigem igapäevases kõnepruugis ja mitteametlikes olukordades. See võib esineda sõprade vahelises vestluses või mitteametlikes kirjutistes nagu blogid ja sotsiaalmeedia postitused. Samuti viitab selle kasutamine kerge kirumissõnana sellele, et see ei ole sobilik formaalsetesse tekstidesse."	""
"sent"	"sentimeeter"	"informaalsetes"	"Sõna ""sent"" lühendina ""sentimeeter"" kasutatakse sageli igapäevases kõnepruugis ja mitteametlikes tekstides, kus inimesed eelistavad lühemaid ja kiiremaid väljendeid. Selline lühendamine on tüüpiline informaalsetele tekstidele nagu vestlused, sotsiaalmeedia postitused ja muud mitteametlikud suhtlusvormid. Neutraalses või formaalses kontekstis eelistatakse tavaliselt täisvormi ""sentimeeter""."	""
"sess"	"eksamiteks määratud ajavahemik hrl kõrgkoolis"	"informaalsetes"	"Sõna ""sess"" on lühendatud ja kõnekeelne vorm sõnast ""sessioon"", mida kasutatakse sageli tudengite seas ja mitteametlikes kontekstides, nagu näiteks vestlused sõprade vahel, sotsiaalmeedia postitused või foorumid. Formaalsetes tekstides, nagu akadeemilised artiklid või ametlikud dokumendid, eelistatakse tõenäoliselt täisvormi ""sessioon""."	""
"shopping"	"kauplusi mööda ringi käimine, neis sisseostude tegemine"	"informaalsetes"	"Sõna ""shopping"" on ingliskeelne laen, mida kasutatakse sageli igapäevases kõnekeeles ja mitteametlikes kontekstides. Eesti keeles on olemas vastav sõna ""ostlemine"", mida kasutatakse pigem neutraalsetes ja formaalsetes tekstides. Seetõttu on ""shopping"" kasutus pigem informaalsetes tekstides, nagu vestlused, blogid ja sotsiaalmeedia postitused."	""
"sihker"	"kindel, selge"	"informaalsetes"	"Sõna ""sihker"" on kõnekeelne väljend, mida kasutatakse pigem igapäevases vestluses ja mitteametlikes olukordades. See ei ole standardne kirjakeelne sõna ning seetõttu ei ole see tavapärane neutraalsetes või formaalsetes tekstides. Sellised väljendid on tihti levinud suulises kõnes ja mitteametlikes kirjutistes nagu blogid või sotsiaalmeedia postitused."	""
"sihuke"	"niisugune, seesugune"	"informaalsetes"	"Sõna ""sihuke"" on kõnekeelne variant sõnast ""niisugune"" või ""seesugune"". Seda kasutatakse sageli igapäevases kõnes ja mitteametlikes tekstides, nagu vestlused, blogid ja sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tavaliselt standardsemaid vorme nagu ""niisugune"" või ""seesugune""."	""
"sihukene"	"niisugune, seesugune"	"informaalsetes"	"Sõna ""sihukene"" on kõnekeelne variant sõnast ""niisugune"" või ""seesugune"". Seda kasutatakse sageli igapäevases kõnes ja mitteametlikes olukordades, nagu sõpradevahelised vestlused või mitteametlikud kirjutised, näiteks blogid ja sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tavaliselt standardsemat keelekasutust."	""
"sihvkad"	"päevalille musta kestaga väikesed seemned, millest pressitakse õli ja mida ka süüakse	 päevalille musta koorega väikesed seemned, mida süüakse ja millest tehakse õli"	"informaalsetes"	"Sõna ""sihvkad"" on kõnekeelne ja seda kasutatakse sageli igapäevases vestluses, eriti noorte seas. See on lühendatud ja mugandatud vorm sõnast ""päevalilleseemned"", mis viitab pigem vabaaja tegevusele nagu sihvkade söömine. Selline sõna on tüüpiline mitteametlikus suhtluses, näiteks sõpradevahelistes vestlustes või sotsiaalmeedias."	""
"siiam"	"Kagu-Aasiast pärit siniste silmadega, hrl lühikese pruunika karvaga sale ja nõtke kass"	"neutraalsetes/formaalsetes"	"Sõna ""siiam"" viitab konkreetsele kassitõule ja seda kasutatakse sageli neutraalsetes või formaalsetes kontekstides, näiteks loomaarstide kirjanduses, kassitõugude kirjeldustes või ametlikes dokumentides, mis käsitlevad kasside tõuomadusi. Sellistes kontekstides on oluline täpsus ja selgus, mistõttu on sõna kasutus pigem neutraalne või formaalne."	""
"silmaklaasid"	"kahest (optilisest) klaasist ja raamist koosnev ese, mida kantakse nägemise parandamiseks ja korrigeerimiseks või silmade kaitseks	 kahest klaasist ja raamist koosnev ese, mida inimesed kannavad silmade ees, et paremini näha"	"neutraalsetes/formaalsetes"	"Sõna ""silmaklaasid"" on neutraalne termin, mida kasutatakse optiliste abivahendite kirjeldamiseks. Seda sõna võib leida nii meditsiinilistes kui ka üldhariduslikes tekstides, kus arutletakse nägemise parandamise või silmade kaitse teemadel. See ei kanna endas informaalset ega slängilikku varjundit, mistõttu sobib kasutamiseks ka formaalsetes kontekstides."	""
"sinder"	"leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral"	"informaalsetes"	"Sõna ""sinder"" on leebe kirumissõna, mida kasutatakse pahandamise, taunimise või harvemini imestuse korral. Sellised väljendid on tavaliselt omased igapäevasele kõnekeelele ja mitteametlikele olukordadele, nagu vestlused sõprade vahel, sotsiaalmeedia postitused või kommentaarid. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid või ametlikumaid väljendeid."	""
"sindrinahk"	"leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral"	"informaalsetes"	"Sõna ""sindrinahk"" on leebe kirumissõna, mida kasutatakse sageli igapäevases kõnekeeles, et väljendada pahameelt, taunimist või harvadel juhtudel imestust. Sellised väljendid on tavaliselt omased mitteametlikele vestlustele, nagu need, mis toimuvad sõprade vahel, sotsiaalmeedias või muudes mitteametlikes kontekstides. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid või ametlikumaid väljendeid."	""
"sinikrae"	"tööline, teenindaja, müüja vm teenindavat või tootvat tööd tegev inimene"	"neutraalsetes/formaalsetes"	"Sõna ""sinikrae"" kasutatakse tavaliselt ametlikumates kontekstides, et viidata teatud tüüpi töötajatele, kes teevad füüsilist või teenindavat tööd. Seda terminit võib leida majandus- ja tööjõu-uuringutes, ametlikes aruannetes ja analüüsides, kus käsitletakse tööjõu jaotust ja tööturu trende. Kuigi see võib esineda ka igapäevases kõnes, on sellel siiski neutraalne või formaalne alatoon."	""
"sinisukk"	"(naise kohta, kel on kirjanduslikke vm vaimutegevuse kalduvusi, ent kes ei pruugi sel alal õnnestuda)"	"informaalsetes"	"Sõna ""sinisukk"" kasutatakse pigem mitteametlikes kontekstides, kuna see on veidi vanamoodne ja võib kanda kerget iroonilist või naljatlevat alatooni. Selliseid väljendeid kasutatakse tihti vestlustes, blogides või kirjanduses tegelaste iseloomustamiseks, kuid ametlikes või akadeemilistes tekstides eelistatakse tõenäoliselt täpsemaid ja neutraalsemaid termineid."	""
"sisse vehkima"	"varastama, näppama"	"informaalsetes"	"Väljend ""sisse vehkima"" on slängiline ja kõnekeelne väljend, mida kasutatakse pigem mitteametlikes olukordades. Selline väljend sobib hästi igapäevasesse kõnepruuki, näiteks sõprade vahelises vestluses või mitteametlikes kirjutistes nagu blogid ja foorumid. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja täpsemaid väljendeid nagu ""varastama"" või ""näppama""."	""
"sitaseen"	"söögiks kõlbmatu, mittesöödav seen"	"informaalsetes"	"Sõna ""sitaseen"" on kõnekeelne ja slängilik väljend, mida kasutatakse sageli mitteametlikes olukordades, näiteks vestlustes sõprade vahel või internetifoorumites. See väljend on pigem vulgaarne ja seetõttu ei sobi formaalsetesse ega neutraalsetesse tekstidesse."	""
"sitasti"	"halvasti"	"informaalsetes"	"Sõna ""sitasti"" on slängi kuuluv väljend, mida kasutatakse sageli kõnekeeles ja mitteametlikes olukordades. See on vulgaarse alatooniga ning seetõttu sobib pigem mitteametlikesse tekstidesse nagu vestlused, kommentaarid ja sotsiaalmeedia postitused. Formaalsetes ja neutraalsetes tekstides eelistatakse kasutada sõna ""halvasti""."	""
"sitavesi"	"solgivesi"	"informaalsetes"	"Sõna ""sitavesi"" on vulgaarne ja slängilik väljend, mida kasutatakse pigem argikeeles ja mitteametlikes olukordades. Sellised sõnad on tavaliselt levinud igapäevases kõnepruugis, näiteks sõprade vahelises vestluses või sotsiaalmeedias, kuid neid välditakse ametlikes ja formaalsetes tekstides."	""
"siva"	"ruttu, kiiresti"	"informaalsetes"	"Sõna ""siva"" on slängi või kõnekeele väljend, mida kasutatakse sageli mitteametlikes olukordades, näiteks sõpradevahelistes vestlustes või sotsiaalmeedias. See ei ole tavapärane kirjakeelne sõna ning seetõttu ei sobi ametlikesse või formaalsetesse tekstidesse."	""
"skinn"	"heterogeense noorte subkultuuri liige, eripärase riietuse ja paljakspöetud peaga ja sageli rassistlike vaadetega hrl noor mees"	"informaalsetes"	"Sõna ""skinn"" viitab spetsiifilisele noorte subkultuurile, mis on tihti seotud mitteametlike ja mitteinstitutsionaalsete kontekstidega. Selliseid termineid kasutatakse sagedamini mitteametlikes aruteludes, näiteks sotsiaalmeedias, foorumites või noorte omavahelistes vestlustes, kus arutatakse subkultuuride ja nende liikmete üle. Formaalsetes tekstides, nagu teadusartiklid või ametlikud aruanded, kasutatakse tõenäoliselt täpsemaid ja neutraalsemaid termineid."	""
"skiso"	"skisofreenia all kannatav inimene"	"informaalsetes"	"Sõna ""skiso"" on lühendatud ja kõnekeelne vorm sõnast ""skisofreenia"" või ""skisofreenik"". Sellised lühendatud ja lihtsustatud vormid on tavaliselt omased mitteametlikule keelekasutusele, nagu näiteks vestlused sõprade vahel, sotsiaalmeedia postitused või foorumid. Formaalsetes või neutraalsetes tekstides eelistatakse kasutada täisvorme ja meditsiiniliselt korrektseid termineid."	""
"snitt"	"millegi üldilme (mis millestki lähtub), millegi laad, mingi eriline võte vms"	"informaalsetes"	"Sõna ""snitt"" kasutatakse sageli mitteametlikus kontekstis, et kirjeldada millegi üldilmet või stiili. See võib esineda vestlustes, kus arutatakse näiteks moe, disaini või kunsti üle, kuid see ei ole tavaliselt kasutusel ametlikes dokumentides või formaalsetes tekstides. Sõna kõnekeelne iseloom viitab selle kasutamisele pigem informaalsetes olukordades."	""
"sobi"	"pettus, sohk"	"informaalsetes"	"Sõna ""sobi"" tähenduses ""pettus, sohk"" on slängiväljend, mida kasutatakse pigem mitteametlikes olukordades. Sellised väljendid on tavaliselt levinud kõnekeeles ja mitteametlikes kirjutistes nagu foorumid, sotsiaalmeedia ja igapäevane vestlus, mitte aga ametlikes dokumentides või formaalsetes tekstides."	""
"soendama"	"soojaks või soojemaks tegema	 soojenemist põhjustama	 temperatuurilt soojaks või soojemaks tegema"	"neutraalsetes/formaalsetes"	"Sõna ""soendama"" on tavaline tegusõna, mida kasutatakse sageli igapäevastes olukordades, näiteks toidu või ruumi soojendamise kontekstis. See ei kanna endas slängi ega kõnekeele varjundeid, mistõttu sobib see hästi neutraalsetesse ja formaalsetesse tekstidesse, nagu juhendid, retseptid või tehnilised kirjeldused."	""
"soenema"	"temperatuurilt soojaks või soojemaks muutuma"	"neutraalsetes/formaalsetes"	"Sõna ""soenema"" on kirjeldav tegusõna, mida kasutatakse temperatuuri muutumise kontekstis. Sellised sõnad on tavaliselt neutraalsed ja sobivad hästi nii igapäevases kui ka ametlikumas keelekasutuses, näiteks teaduslikes tekstides, ilmateadetes või kirjeldavates artiklites. Sõna ei sisalda slängi ega kõnekeelelisi elemente, mis viitaksid selle kasutamisele pigem informaalsetes tekstides."	""
"soge"	"sonimüts"	"informaalsetes"	"Sõna ""soge"" tähenduses ""sonimüts"" on tõenäoliselt släng või kõnekeelne väljend, mida kasutatakse pigem mitteametlikes olukordades. Sellised sõnad on tavaliselt levinud sõpradevahelises vestluses, sotsiaalmeedias või muudes mitteametlikes tekstides, kuid ei pruugi olla sobivad ametlikesse või akadeemilistesse kontekstidesse."	""
"sohipoeg"	"väljaspool abielu, vallaslapsena sündinud poeg"	"informaalsetes"	"Sõna ""sohipoeg"" on kõnekeelne ja võib kanda negatiivset varjundit, viidates vallaslapsele. Sellised väljendid on tavaliselt levinud igapäevases kõnes ja mitteametlikes kontekstides, nagu vestlused, blogid või foorumid, kus kasutatakse vabamat ja vähem formaalset keelt. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid termineid, nagu ""vallaslaps""."	""
"sohver"	"bussi- või autojuht"	"informaalsetes"	"Sõna ""sohver"" on kõnekeelne ja seda kasutatakse tihti mitteametlikes olukordades, näiteks sõprade vahelises vestluses või sotsiaalmeedias. Ametlikumates ja neutraalsetes tekstides eelistatakse tavaliselt sõna ""autojuht"" või ""bussijuht""."	""
"somm"	"(soomlase kohta)"	"informaalsetes"	"Sõna ""somm"" on slängitermin, mida kasutatakse soomlaste kohta ja see on tihti levinud mitteametlikes vestlustes, nagu näiteks sõpradevahelised jutud, sotsiaalmeedia postitused ja kommentaarid. See ei ole ametlik ega neutraalne termin, mida kasutataks formaalsetes tekstides või ametlikes dokumentides."	""
