Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
sent	sentimeeter	informaalsetes	"""Sent"" kui lühend sõnast ""sentimeeter"" on tüüpiline kõnekeelne ja mitteametlik vorm. Kuigi mõistetavalt arusaadav, kasutatakse ametlikes dokumentides, teaduskirjanduses ja muudes formaalsetes tekstides pigem täisvormi ""sentimeeter"" või ametlikku lühikest vormi ""cm""."	
sess	eksamiteks määratud ajavahemik hrl kõrgkoolis	informaalsetes	"Sõna ""sess"" on lühike ja kõnekeelne vorm sõnast ""sessioon"".  Kuigi ""sessioon"" ise on neutraalne ja seda kasutatakse ka ametlikes tekstides, viitab lühendi ""sess"" kasutamine pigem informaalsele suhtlusstiilile.  See on sarnane näiteks sõnadele ""eksam"" vs. ""eksamen"" või ""uni"" vs. ""ülikool"", kus lühem vorm on tavalisem igapäevases ja mitteametlikus suhtluses."	
shopping	kauplusi mööda ringi käimine, neis sisseostude tegemine	informaalsetes	"Sõna ""shopping"" on inglise keelest laenatud ja seda kasutatakse eesti keeles peamiselt argikeeles ja mitteametlikes olukordades.  Kuigi eesti keeles on olemas vaste ""ostlemine"", on ""shopping"" omandanud nüansi, mis viitab pigem meelelahutuslikule ostlemisele ja kaupluste külastamisele kui lihtsalt vajalike asjade soetamisele. Seega sobib see paremini informaalsesse konteksti."	
sihker	kindel, selge	informaalsetes	"Minu treeningandmete põhjal kasutatakse sõna ""sihker"" tähenduses ""kindel, selge"" peamiselt argikeeles ja mitteametlikes olukordades. See esineb sagedamini jutukates ja dialoogides, andes edasi kõnekeelelist tunnet.  Formaalsetes tekstides ja ametlikus suhtluses eelistatakse tavaliselt teisi, neutraalsemaid sünonüüme nagu ""kindel"", ""selge"", ""ilmne"" või ""konkreetne""."	
sihuke	niisugune, seesugune	informaalsetes	"""Sihuke"" omab kõnekeelset varjundit ja seda kasutatakse eelkõige mitteametlikes olukordades ja tekstides. Kuigi sõna ei ole otseselt labane või ebaviisakas, on see siiski vähem formaalne kui ""niisugune"" või ""seesugune"".  Seega sobib see paremini näiteks blogipostitustesse, jutustavatesse tekstidesse ja dialoogidesse, kus soovitakse luua loomulikumat ja isiklikumat kõnetoon."	
sihukene	niisugune, seesugune	informaalsetes	"""Sihukene"" kõlab kõnekeelse ja mitteametlikuna.  Seda kasutatakse sarnaselt sõnadega ""niisugune"" ja ""seesugune"", aga pigem argistes ja emotsionaalselt värvilisemates olukordades.  See sobib hästi suulise kõne ja mitteformaalse kirjakeele konteksti."	
sihvkad	"päevalille musta kestaga väikesed seemned, millest pressitakse õli ja mida ka süüakse	 päevalille musta koorega väikesed seemned, mida süüakse ja millest tehakse õli"	neutraalsetes/formaalsetes	"""Sihvkad"" on korrektne ja üldtunnustatud sõna päevalilleseemnete kohta. Seda võib kasutada nii igapäevases kõnekeeles kui ka ametlikumas kontekstis, näiteks toiduainetööstuse või botaanikaalastes tekstides.  Seega sobib see nii neutraalsesse kui ka formaalsesse registrisse.  Kuigi sõna võib esineda ka informaalsetes tekstides, ei ole sellel mingit spetsiifilist seost informaalsusega."	
siiam	Kagu-Aasiast pärit siniste silmadega, hrl lühikese pruunika karvaga sale ja nõtke kass	neutraalsetes/formaalsetes	"""Siam"" kui kassiliik on ametlikult tunnustatud tõunimi ja seda kasutatakse nii ametlikes tõustandardites kui ka igapäevases kõnepruugis. Seega sobib see nii ametlikku kui ka mitteametlikku konteksti.  Kuigi sõna võib esineda ka informaalsetes tekstides, ei ole see piiratud ainult nendega."	
silmaklaasid	"kahest (optilisest) klaasist ja raamist koosnev ese, mida kantakse nägemise parandamiseks ja korrigeerimiseks või silmade kaitseks	 kahest klaasist ja raamist koosnev ese, mida inimesed kannavad silmade ees, et paremini näha"	neutraalsetes/formaalsetes	"Sõna ""silmaklaasid"" on üldkasutatav ja neutraalne termin, mis sobib nii igapäevasesse kõnekeelde kui ka ametlikku konteksti.  See ei ole spetsiifiliselt informaalne ega ka ülevoolavalt formaalne. Seda võib kohata nii ametlikes dokumentides (nt meditsiinilistes kirjeldustes) kui ka ilukirjanduses ja argisuhtluses."	
sinder	leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral	informaalsetes	"""Sinder"" on leebe vandumine või hüüatus, mida kasutatakse emotsionaalse reaktsiooni väljendamiseks.  See ei sobi ametlikku või formaalsesse keelekasutusse.  Seda kohtab pigem argikeeles, vestlustes, internetikommentaarides ja ilukirjanduses tegelaste kõnepruugis, mis viitab informaalsele stiilile."	
sindrinahk	leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral	informaalsetes	"Sõna ""sindrinahk"" on leebe kirumissõna, mis sobib pigem argisesse ja emotsionaalsesse kõnekeelde.  See ei ole sobiv ametlikes dokumentides, teadusartiklites või muudes formaalsetes tekstides.  Seda kasutatakse pigem spontaansetes ja mitteametlikes suhtlussituatsioonides, nagu näiteks sõpradega vesteldes või internetikommentaarides."	
sinikrae	tööline, teenindaja, müüja vm teenindavat või tootvat tööd tegev inimene	informaalsetes	"""Sinikrae"" on suhteliselt uus ja mitteametlik termin, mis on laenatud inglise keelest (""blue-collar"").  Seda kasutatakse peamiselt kõnekeeles ja mitteametlikes tekstides, nagu blogid või kommentaariumid. Ametlikes dokumentides ja formaalsetes tekstides eelistatakse neutraalsemaid termineid nagu ""tööline"", ""teenindaja"" või ""tootmistöötaja""."	
sinisukk	(naise kohta, kel on kirjanduslikke vm vaimutegevuse kalduvusi, ent kes ei pruugi sel alal õnnestuda)	informaalsetes	"Sõna ""sinisukk"" kannab endas halvustavat varjundit ja seda kasutatakse pigem mitteametlikes ja iroonilistes kontekstides.  See ei ole neutraalne ega formaalne sõna, mida kasutataks näiteks teadusartiklites või ametlikes dokumentides."	
sisse vehkima	varastama, näppama	informaalsetes	"""Sisse vehkima"" varastamise tähenduses on släng ja seetõttu sobib eelkõige informaalsesse keelekasutusse.  See kõlaks kohatult ametlikes dokumentides, uudistes või teadusartiklites."	
sitaseen	söögiks kõlbmatu, mittesöödav seen	informaalsetes	"Sõna ""sitaseen"" on rahvapärane ja halvustav nimetus mittesöödavate seente kohta.  See on ebaviisakas ja seetõttu ebasobiv formaalsetes tekstides või ametlikus suhtluses. Küll aga võib seda kohata näiteks ilukirjanduses tegelaste kõnepruugis või internetifoorumites, kus on lubatud vabam ja argisem keel."	
sitasti	halvasti	informaalsetes	"Sõna ""sitasti"" kannab endas negatiivset ja ebaviisakat konnotatsiooni. See on otseselt seotud roojaga ja seetõttu peetakse seda vulgaarseks. Kuigi seda võidakse kasutada tähenduses ""halvasti"", tehakse seda peamiselt mitteametlikes ja emotsionaalselt laetud olukordades, näiteks vestlustes sõprade vahel või internetikommentaarides.  Formaalsetes tekstides ja ametlikus suhtluses on see sõna täiesti kohatu."	
sitavesi	solgivesi	informaalsetes	"Sõna ""sitavesi"" kannab negatiivset ja ebaviisakat konnotatsiooni. See on släng ja ebatsensuurne väljend, mida kasutatakse peamiselt emotsionaalselt laetud ja mitteametlikes olukordades.  See ei sobi ametlikku kõnepruuki ega formaalsetesse tekstidesse."	
siva	ruttu, kiiresti	informaalsetes	"""Siva"" tähenduses ""ruttu, kiiresti"" on kõnekeelne ja emotsionaalselt laetud sõna, mida kasutatakse eelkõige argisuhtluses ja mitteametlikes tekstides. See ei sobi ametlikku või formaalsesse keelekasutusse."	
skinn	heterogeense noorte subkultuuri liige, eripärase riietuse ja paljakspöetud peaga ja sageli rassistlike vaadetega hrl noor mees	informaalsetes	"Sõna ""skinn"" selles tähenduses on laetud ja halvustav. Seda kasutatakse peamiselt kõnekeeles ja mitteametlikes kontekstides, kus väljendatakse negatiivset suhtumist kirjeldatavasse gruppi. Formaalsemas ja neutraalses keeles eelistatakse täpsemaid ja vähem emotsionaalselt laetud termineid."	
skiso	skisofreenia all kannatav inimene	informaalsetes	"""Skiso"" on skisofreenia lühendatud ja halvustav vorm. Selliseid lühendeid kasutatakse tavaliselt informaalsetes olukordades ja need kannavad endas negatiivset varjundit, mis ei ole ametlikes ega neutraalsetes tekstides kohane."	
snitt	millegi üldilme (mis millestki lähtub), millegi laad, mingi eriline võte vms	informaalsetes	"Sõna ""snitt"" selles tähenduses viitab millegi üldisele tundetoonile või stiilile ja on laenatud saksa keelest (Schnitt).  Minu treeningandmete põhjal kasutatakse seda eesti keeles pigem mitteametlikes, argistes ja loomingulises kontekstis, näiteks kirjeldamaks filmi, muusika või moe stiili. Seega sobib see pigem informaalse keelekasutusega."	
sobi	pettus, sohk	informaalsetes	"Sõna ""sobi"" tähenduses ""pettus, sohk"" on släng ja seetõttu esineb see peamiselt mitteametlikes ja informaalsetes suhtluskanalites.  See ei ole ametlikus keeles ega formaalsetes tekstides sobiv."	
soendama	"soojaks või soojemaks tegema	 soojenemist põhjustama	 temperatuurilt soojaks või soojemaks tegema"	neutraalsetes/formaalsetes	"Sõna ""soendama"" on korrektne ja tavapärane eesti keeles.  See sobib nii igapäevasesse kõnekeelde kui ka ametlikumatesse tekstidesse.  See ei ole släng ega murdesõna, mis viitaks informaalsele kasutusele. Samuti ei ole tegemist spetsiifilise terminiga, mis piiraks selle kasutust vaid formaalsetele tekstidele."	
soenema	temperatuurilt soojaks või soojemaks muutuma	neutraalsetes/formaalsetes	"""Soenema"" on üldkasutatav sõna, mis sobib nii igapäevakõnesse kui ka ametlikumatesse tekstidesse.  See ei ole släng ega murdesõna, mis piiraks selle kasutust informaalsetele tekstidele. Samuti ei ole tegemist spetsiifilise terminiga, mis sobiks ainult formaalsesse keelde."	
soge	sonimüts	informaalsetes	"Sõna ""soge"" tähenduses ""sonimüts"" on halvustav ja ebaviisakas. Seega on selle kasutus piiratud informaalsete tekstidega, kus selline kõnepruuk on aktsepteeritavam. Neutraalsetes ja formaalsetes tekstides kasutatakse viisakamaid ja neutraalsemaid alternatiive."	
sohipoeg	väljaspool abielu, vallaslapsena sündinud poeg	informaalsetes	"Sõna ""sohipoeg"" kannab endas negatiivset ja halvustavat varjundit.  Seda kasutatakse pigem emotsionaalselt laetud ja mitteametlikes situatsioonides, näiteks solvanguna või halvustava märkusena. Neutraalsetes ja formaalsetes tekstides eelistatakse tavaliselt sõna ""vallaslaps""."	
sohver	bussi- või autojuht	neutraalsetes/formaalsetes	"""Sõna ""sohver"" on traditsiooniline ja ametlik nimetus autojuhi kohta.  Kuigi igapäevakõnes kasutatakse sagedamini sõna ""juht"", on ""sohver""  sobiv ametlikes dokumentides, uudistes ja muudes formaalsemates tekstides. See ei ole vananenud ega halvustav, vaid pigem neutraalne ja lugupidav."""	
somm	(soomlase kohta)	informaalsetes	"Sõna ""somm"" soomlase kohta on rahvapärane ja mitteametlik nimetus. Seega sobib see pigem informaalsesse suhtlusse ja tekstidesse, kus ametlik ja korrektne keel pole primaarne.  Ametlikes tekstides ja formaalses suhtluses kasutatakse pigem sõna ""soomlane""."	
soodom	suur segadus, kaos	informaalsetes	"Sõna ""soodom"" selles tähenduses viitab millelegi ebameeldivale ja korratule. See on emotsionaalselt laetud ja sarnaneb pigem kõnekeelsele väljendile. Seega sobib see paremini informaalsetesse tekstidesse, kus selline ekspressiivsus on omal kohal.  Kuigi sõna võib kohata ka ilukirjanduses tegelaste repliikides, annab see edasi kõnekeelt ja mitteametlikku suhtlust."	
soodukas	soodusmüük, sooduspakkumine	neutraalsetes/formaalsetes	"""Soodukas"" on lühend sõnast ""sooduspakkumine"" ja seda kasutatakse sageli reklaamides, veebipoodides ja muudes ametlikes teadaannetes. Kuigi sõna on lühike ja kergesti mõistetav, ei tundu see oma olemuselt slängina või eriti mitteformaalsena. Seega sobib see kasutamiseks nii neutraalsetes kui ka formaalsetes tekstides."	
soojanatuke	"lühidalt kestnud soe ilm	 vähene soojus"	informaalsetes	"Sõna ""soojanatuke"" kõlab rahvapäraselt ja lühenenult.  See viitab pigem kõnekeelsele ja mitteametlikule stiilile, mida kasutatakse informaalsetes tekstides.  See ei oleks sobiv ametlikes dokumentides või teadusartiklites."	
soolaputka	ruum arreteeritute lühiajaliseks kinnipidamiseks	informaalsetes	"""Soolaputka"" on slängisõna, mis viitab vanglale või arestimajale.  Seda kasutatakse ebaviisakal või naljatleval toonil ja see ei sobi ametlikesse või formaalsetesse tekstidesse."	
sopajoodik	paadunud joodik	informaalsetes	"Sõna ""sopajoodik"" kannab halvustavat ja ebaviisakat varjundit, mis on iseloomulik pigem informaalsele suhtlusstiilile.  See kõlab ebaviisakalt ja halvustavalt, mistõttu ametlikes või neutraalsetes tekstides seda vältida tuleks."	
sopakas	põnevust, meelelahutust vms taotlev kunstiväärtuseta raamat või ajakiri	informaalsetes	"""Sopakas"" on halvustav ja emotsionaalselt laetud sõna.  Seda kasutatakse peamiselt mitteametlikes vestlustes ja subjektiivsetes arvamusavaldustes, näiteks arvustustes või kommentaarides, kus väljendatakse negatiivset suhtumist teose kvaliteeti.  Formaalsetes ja neutraalsetes tekstides eelistatakse objektiivsemaid ja vähem emotsionaalseid termineid."	
sopakäi	keegi või miski väga sopane, porine	informaalsetes	"Sõna ""sopakäi"" on rahvalik ja ekspressiivne.  Seda kasutatakse pigem ebaviisakas või naljatlevas kõnekeeles, mitte ametlikes või neutraalsetes tekstides. See viitab millelegi räpasele ja ebameeldivale, mistõttu ei sobi see formaalsesse keelekasutusse."	
soperdis	kehv, viletsalt tehtud töö, hrl kirjatöö kohta	informaalsetes	"""Soperdis"" selles tähenduses viitab millegi lohakale ja kiirustades tehtule. See on emotsionaalselt laetud ja ebaviisakas hinnang, mis sobib pigem argikeelde ja mitteametlikku suhtlusse.  Ametlikes ja formaalsetes tekstides kasutataks pigem neutraalsemaid ja objektiivsemaid väljendeid nagu ""nõrk"", ""ebakvaliteetne"" või ""puudulik""."	
soperdus	kehv, viletsalt tehtud töö, hrl kirjatöö kohta	informaalsetes	"""Soperdus"" viitab millelegi lohakale ja halvasti tehtule, mis teeb selle tooni halvustavaks ja ebaviisakaks. Seega sobib see pigem argikeelde ja mitteametlikesse olukordadesse, näiteks sõpradega vesteldes või internetikommentaarides. Formaalsetes tekstides ja ametlikus suhtluses on sobivamad neutraalsemad ja lugupidavamad sõnad nagu ""halb töö"", ""nõrk tulemus"" või ""ebakvaliteetne kirjatöö""."	
soru	ühtlane vedeliku juga	neutraalsetes/formaalsetes	"Sõna ""soru"" selles tähenduses esineb nii ilukirjanduses kui ka näiteks tehnilistes kirjeldustes. See ei ole släng ega piirdu argikäibega, mistõttu sobib ka ametlikumatesse tekstidesse."	
soru	pudel, tops vm kogus viina (vm kanget alkoholi)	informaalsetes	"Sõna ""soru"" selles tähenduses on släng ja seetõttu esineb see pigem argikeeles ja mitteametlikes tekstides.  See ei oleks sobiv ametlikes dokumentides või akadeemilistes tekstides."	
sots	inimene, kes toetab vasakpoolset ideoloogiat, nt riigi sekkumist majandusse sotsiaalse õigluse ja stabiilsuse huvides	informaalsetes	"Sõna ""sots"" on lühend sõnast ""sotsialist"" ja seda kasutatakse tavaliselt halvustavas või iroonilises tähenduses.  Seega on tegemist pigem informaalse ja emotsionaalselt laetud sõnaga, mis ei sobi neutraalsesse või formaalsesse konteksti."	
sotsiaalporno	(väga masendava elu skandaalimaigulise käsitlemise kohta)	informaalsetes	"Sõna ""sotsiaalporno"" kannab endas negatiivset ja halvustavat hinnangut ning on stilistiliselt laetud. Seega sobib see pigem emotsionaalsema ja subjektiivsema keelekasutusega mitteametlikesse tekstidesse ja vestlustesse.  Ametlikes ja neutraalsetes tekstides eelistatakse tõenäoliselt täpsemaid ja vähem emotsionaalselt laetud termineid."	
sovetiaeg	Nõukogude Liidu võimu aeg Eestis 1940-1941 ja 1944–1991	neutraalsetes/formaalsetes	"""Sovetiaeg"" on ajaloolise perioodi täpne ja kokkuvõtlik nimetus, mida kasutatakse nii ametlikes dokumentides, ajalooalastes tekstides kui ka igapäevakõnes.  See ei ole släng ega omanda erilist tähendust informaalses kontekstis.  Seega sobib see nii neutraalsesse kui ka formaalsesse keelekasutusse."	
speller	sõnade õigekirja kontrolliv arvutiprogramm	neutraalsetes/formaalsetes	"""Speller"" on laenatud otse inglise keelest ja tähistab spetsiifilist arvutiprogrammi. Kuigi mitteametlikes vestlustes võidakse kasutada lihtsamaid vasteid nagu ""õigekirjakontroll"", on ""speller"" oma olemuselt tehniline termin ja sobib seetõttu paremini neutraalsetesse ja formaalsetesse tekstidesse, näiteks arvutiprogrammide dokumentatsiooni, kasutusjuhenditesse või tehnilistesse aruteludesse."	
spets	"kindla otstarbega	 kindla, määratud otstarbega, millegi jaoks mõeldud, valmistatud või kasutatav"	informaalsetes	"""Spets"" on lühend sõnast ""spetsiaalne"" ja seda kasutatakse kõnekeeles ja mitteametlikes tekstides.  See on lühem ja emotsionaalselt laetum kui ""spetsiaalne"", mis sobib paremini ametlikku ja neutraalsesse keelekasutusse."	
stagna	stagnatsioon, hrl 1970.–1980. aastatel NSV Liidus valitsenud stagnatsiooni kohta	neutraalsetes/formaalsetes	"Sõna ""stagna"" viitab ajaloolisele perioodile ja poliitilisele olukorrale, mistõttu on selle kasutus pigem ametlikumates ja informatiivsemates tekstides.  Kuigi sõna on lühike ja võib tunduda kõnekeelne, seostub see siiski tõsise teemaga ja seetõttu on selle kasutamine neutraalsetes või formaalsetes tekstides sobivam."	
stipp	"raha, mida makstakse kellelegi tema õpingute või loomingulise töö toetamiseks	 õpinguiks, teadus- või loometööks (korrapäraselt) makstav abiraha"	neutraalsetes/formaalsetes	"Sõna ""stipp"" on ametlik termin õppe- või loometoetuse kohta.  See esineb sageli haridus- ja teadusasutuste dokumentides, õigusaktides ja uudistes. Kuigi sõna võib esineda ka mitteformaalsetes vestlustes, on selle põhitähendus ja kasutus siiski seotud ametliku kontekstiga."	
stoori	lugu, jutt	informaalsetes	"Sõna ""stoori"" on laen inglise keelest (""story"") ja seda kasutatakse peamiselt suulises kõnekeeles ja mitteformaalsetes digitaalsetes suhtluskanalites, näiteks sotsiaalmeedias.  See viitab lühikesele, visuaalsele jutustusele. Kuigi tähendus kattub sõnaga ""lugu"", on ""stoori"" kasutusvaldkond selgelt piiritletud ja seotud internetikultuuriga, mistõttu see ei sobi formaalsetesse ega neutraalsetesse tekstidesse."	
stressama	"stressi all kannatama	 stressi tekitama"	informaalsetes	"""Stressama"" on suhteliselt uus ja kõnekeelne verb, mis on tuletatud nimisõnast ""stress"".  Seda kasutatakse emotsionaalselt laetud ja mitteametlikes olukordades.  Kuigi sõna leidub ka kirjalikes tekstides, esineb see pigem jutumärkides või otsekõnes, mis viitab selle mitteformaalsele iseloomule.  Ametlikes ja formaalsetes tekstides eelistatakse stressi kirjeldamiseks teisi, neutraalsemaid väljendeid, näiteks ""stressi all kannatama"", ""stressi kogema"", ""pinge all olema"" jne."	
stripp	striptiis	informaalsetes	"Sõna ""stripp"" striptiisi tähenduses on lühem ja argisem variant sõnast ""striptiis"".  Seega on see sobivam informaalses suhtluses, näiteks sõprade vahel või netifoorumites. Formaalsemas kontekstis, näiteks ajaleheartiklis või teaduslikus töös, oleks oodatud pigem sõna ""striptiis"" kasutamine."	
suht	suhteliselt, üsna	informaalsetes	"""Suht"" lühendi kujul kasutamine viitab kõnekeelsele ja mitteametlikule stiilile.  See on tüüpiline lühendite kasutusviis internetisuhtluses ja argikeeles, mitte formaalsetes või ametlikes tekstides."	
suhu võtma	peenist suuga erutama, mehele oraalseksi tegema	informaalsetes	"Väljend ""suhu võtma"" antud tähenduses on selgelt seksuaalse alatooniga ja ebaviisakas. Seega on selle kasutamine piiratud informaalsete ja intiimsete vestlustega.  Avalikus ja ametlikus suhtluses on see sobimatu."	
suller	suli	informaalsetes	"""Suller"" tähenduses ""suli"" on selgelt slängisõna ja seetõttu pigem informaalse suhtlusstiili tunnus.  Seda kasutatakse tuttavate inimeste vahelises vestluses, netifoorumites ja muudes mitteametlikes olukordades.  Ametlikes tekstides ja formaalses suhtluses on eelistatud sõna ""suli""."	
sumbuti	müra vähendav seade nt sisepõlemismootorites, tulirelvades	neutraalsetes/formaalsetes	"""Sumbuti"" on tehniline termin, mida kasutatakse mootorsõidukite ja relvade kirjeldamisel.  See on täpne ja asjakohane sõna nii ametlikes dokumentides, tehnilises kirjanduses kui ka igapäevases kõnekeeles. Kuigi sõna võib esineda ka informaalsetes tekstides, ei ole sellel selget informaalset varjundit."	
summer	heli tekitav signalisatsiooniseadis	neutraalsetes/formaalsetes	"""Summer"" tehnilise seadme tähenduses on pigem spetsiifiline termin ja seetõttu sobib kasutamiseks ametlikes kirjeldustes, tehnilistes dokumentides ja muudes formaalsetes tekstides. Samas ei ole sõna kasutamine välistatud ka neutraalsetes tekstides, näiteks uudistes või artiklites, mis käsitlevad signalisatsiooniseadmeid.  See ei ole selgelt släng ega kõnekeelne väljend, mis piiraks selle kasutust ainult informaalsetes tekstides."	
sunnik	leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral	informaalsetes	"Sõna ""sunnik"" omab leebe kirumissõna varjundit, mis teeb selle sobimatuks formaalseks või neutraalseks suhtluseks.  Seda kasutatakse emotsionaalse värvinguga ja ekspressiivsetes olukordades, mis on iseloomulik pigem informaalsele suhtlusstiilile."	
supelsaks	inimene, kes veedab suvepuhkust (mere)rannas, kuurordis vm puhkekohas	informaalsetes	"Sõna ""supelsaks"" kannab endas kergelt halvustavat ja iroonilist varjundit, mis sobib pigem mitteametlikku suhtlusse. See viitab inimesele, kes pühendab oma puhkuse passiivsele päevitamisele ja lõõgastumisele, sageli edevusega.  Seega sobib see paremini blogipostitustesse, vestlustesse ja kommentaaridesse, kus väljendatakse isiklikke arvamusi ja emotsioone vabamas vormis.  Ametlikes või neutraalsetes tekstides kasutataks pigem sõnu nagu ""puhkaja"", ""suvitaja"" või ""kuurortkülastaja""."	
supilontrus	(kirudes või tögades inimese kohta, harvem naljatamisi ka koera kohta)	informaalsetes	"Sõna ""supilontrus"" on halvustav ja emotsionaalselt laetud.  Seda kasutatakse peamiselt kirumiseks või tögamiseks, mis viitab selgelt informaalsele keelekasutusele. Neutraalsetes või formaalsetes tekstides kasutataks pigem teisi, viisakamaid väljendeid."	
supivalgus	(endisajal supile lisatud piima kohta, ka piima kohta üldse)	informaalsetes	"Sõna ""supivalgus"" viitab pigem vanemale, kodusele või murdelisele keelekasutusele. See teeb selle sobivaks informaalsetesse tekstidesse, kus selline keelestiil on omal kohal. Neutraalsetes ja formaalsetes tekstides kasutataks pigem sõna ""piim""."	
supler	seade, millega mõõdetakse esemete pikkust, läbimõõtu ja sügavust ning mis koosneb mõõteharudega ja põhiskaalaga joonlauast ja sellel nihutatavast lisaskaalaga raamist	neutraalsetes/formaalsetes	"""Supler"" on spetsiifiline mõõtevahend ja selle nimetus on seotud tehnilise terminoloogiaga.  Seega on ootuspärane, et seda sõna kasutatakse pigem ametlikes kirjeldustes, tehnilistes dokumentides või õppematerjalides, mis on oma olemuselt neutraalsed või formaalsed.  Kuigi ei saa välistada sõna esinemist ka informaalsetes tekstides, näiteks kui keegi kirjeldab oma tööriistu tuttavale, on see pigem erand kui reegel."	
susped	"lühikesed püksid, mida mehed kannavad, kui ujumas käivad	 ujumisel kantavad lühikese säärega püksid (meestel, lastel)"	informaalsetes	"""Susped"" on rahvapärane ja argikeelne sõna, mida kasutatakse pigem mitteametlikes vestlustes ja olukordades.  See ei ole ametlik termin ja seetõttu sobib see paremini informaalsete tekstide konteksti."	
sutikene	väike hulk, vähene määr	informaalsetes	"""Sutikene"" omab rahvalikku ja pisut vanamoelist kõla, mis sobib pigem mitteametlikku ja isikupärasemasse suhtlusse.  See ei ole sõna, mida ametlikes dokumentides või akadeemilistes tekstides tihti kohata. Kuigi see ei ole otseselt släng, on sellel siiski mitteformaalne varjund."	
sutsu	natuke, veidi, pisut	informaalsetes	"""Sutsu"" on oma olemuselt rahvakeelne ja argikeelne sõna, mis sobib hästi suulise kõne ja mitteametliku kirjakeele konteksti. Kuigi seda võib kohata ka ilukirjanduses tegelaste repliikides, et luua autentset kõnekeelt, ametlikes ja formaalsetes tekstides on soovitatav kasutada neutraalsemaid sünonüüme nagu ""natuke"", ""veidi"" või ""pisut""."	
suumulk	(suu kohta, sageli rääkimisega ühenduses)	informaalsetes	"Sõna ""suumulk"" kõlab rahvapärase ja mitteametlikuna.  See sobiks pigem otsekõnesse või humoorikasse teksti, aga mitte ametlikku dokumenti või teadusartiklisse."	
suusoojaks	(ainult) moepärast, (niisama) jutujätkuks, tõsisema (taga)mõtteta	informaalsetes	"Sõna ""suusoojaks"" kannab endas kerget ja mitteametlikku tooni, mis sobib hästi igapäevasesse suhtlusse ja vähem ametlikesse tekstidesse. See viitab pigem jutujätkule või pinnapealsele vestlusele, mitte tõsisele arutelule."	
suuvärk	(kõneosavuse, väljendusviisi kohta)	informaalsetes	"""Suuvärk"" omab kõnekeelset ja veidi halvustavat varjundit, viidates pigem osavale, kuid sisutühjale või liialt enesekindlale kõnelemisviisile. Seega sobib see paremini informaalsetesse tekstidesse, kus selline toon on aktsepteeritav.  Formaalsetes või neutraalsetes tekstides eelistatakse täpsemaid ja objektiivsemaid väljendeid."	
svipsi	(kergelt) purju	informaalsetes	"Sõna ""svipsis"" on slängisõna, mis viitab kergele joobele.  Seda kasutatakse eelkõige argikeeles ja mitteametlikes olukordades. Formaalsetes tekstides ja ametlikus suhtluses on sobivamad neutraalsemad alternatiivid nagu ""kergelt joobes""."	
svipsis	alkoholiuimas, napsitanud (olekus), (kergelt) purjus	informaalsetes	"Sõna ""svipsis"" on kõnekeelne ja emotsionaalselt värvinguga sõna, mida kasutatakse pigem mitteametlikes olukordades ja tekstides.  See ei sobi ametlikku kõnesse ega formaalsetesse tekstidesse."	
sõrataud	ägedalt kulgev ja väga nakkav sõraliste viirushaigus, mille korral tekivad põletikulised villid suuõõne limaskestale, udaranahale vm	neutraalsetes/formaalsetes	"""Sõrataud"" on spetsiifiline termin, mida kasutatakse peamiselt veterinaarmeditsiinis ja loomakasvatuses.  Seega on see pigem ametlik ja asjakohane neutraalsetes või formaalsetes tekstides, näiteks teadusartiklites, õpikutes või ametlikes teadaannetes.  Kuigi sõna võib esineda ka informaalsetes vestlustes loomakasvatajate vahel, ei ole see tüüpiline igapäevase kõnekeele sõna."	
säherdune	"(osutab eelnevas või järgnevas mainitud asjaolule:) seda tüüpi, selle moodi	 viitab konkreetsele esemele, asjaolule, nähtusele, olendile: seda tüüpi, selle moodi"	informaalsetes	"""Säherdune"" on sagedamini kasutusel kõnekeeles ja mitteformaalsetes tekstides. See annab tekstile rahvapärase ja vabama tooni. Kuigi sõna ei ole otseselt ebaviisakas või sobimatu, ametlikes ja formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid vasteid nagu ""sellise"", ""sellist tüüpi"", ""niisugune""."	
sämplima	arvutis helisignaali töötlema, helilõiku sampleri abil digitaalsena talletama	informaalsetes	"""Sämplima"" on tüve ""sämpel"" verbivorm, mis on laenatud inglise keelest (""sample"").  Muusikaprogrammide ja -seadmete kontekstis kasutatakse seda küllaltki laialdaselt, kuid pigem erialases kõnekeeles ja mitteametlikes tekstides. Formaalsemates ja ametlikes tekstides kasutatakse tõenäolisemalt eestipärasemaid vasteid või täpsemaid tehnilisi termineid."	
sänikael	(põikpäise, isemeelse, sõnakuulmatu inimene kohta, ka kirumissõnana)	informaalsetes	"Sõna ""sänikael"" kannab negatiivset ja halvustavat varjundit. See on emotsionaalselt laetud ja sobib seetõttu pigem argikeelde ja mitteametlikku suhtlusse.  Ametlikes ja neutraalsetes tekstides kasutatakse tavaliselt teisi, vähem emotsionaalseid ja solvavaid väljendeid."	
