katsesõna;valimisse_sai_märgendiga;ÜSis_tähendusi_kokku;ÜSis_tähenduste_küljes_olevad_ja_õigeks_loetavad_märgendid;SkE_2023_sagedus;vektoriseerimine;korp_tähenduse_nr;korp_tähendus;korp_koond_tähendus_olemas_ja_adekvaatne;korp_tähenduste_arv_kokku;korps_sagedus;korp_näited;korp_tekstiregister;korp_registri_adekvaatsus;korp_registri_põhjendus;korp_registri_kindlus;korp_märgend;korp_märgendi_adekvaatsus;korp_märgendi_põhjendus;treening_tähenduse_nr;treening_tähendus;treening_koond_tähendus_olemas_ja_adekvaatne;treening_tähenduste_arv_kokku;treening_sagedus;treening_näited;treening_tekstiregister;treening_registri_adekvaatsus;treening_registri_põhjendus;treening_registri_kindlus;treening_märgend;treening_märgendi_adekvaatsus;treening_märgendi_põhjendus
;;; ;;;7;Vägivaldselt lööma või nottima;jah;7;vähene;Poiss kobib kitse surnuks. | Ta kobis vaenlase maha ühe hoobiga. | Mehed kobisid vaenlase maha. | Ta kobis oma vastase kiiresti. | Kobis looma ühe hoobiga.;informaalsetes;jah;"Seda tähendust kasutatakse pigem informaalsetes tekstides. Näiteks kasutatakse seda sageli kirjeldamaks tegevusi, mis on mitteametlikud ja sageli seotud emotsionaalsete või äärmuslike olukordadega. Sõna „kobima"" annab edasi tegevuse mitteametlikkust ja otsesust, mis sobib hästi kõnekeelseks väljenduseks. Selline keelekasutus on levinud mitteametlikes olukordades, kus formaalsus pole vajalik.";pigem ebakindel;harv;jah;"Seda tähendust kasutatakse harva ja see esineb pigem spetsiifilistes kontekstides, kus tegevus on seotud vägivalla või nottimisega. Sõna „kobima"" annab edasi tegevuse mitteametlikkust ja otsesust, kuid selle kasutus on harv.";;;;;;;;;;;;;
parasiit;halvustav;3;halvustav;25031;jah;1;bioloogiline organism, kes elab teise organismi arvel;jah;2;sage;Parasiit – organism, kes hangib lõviosa ressurssidest ühelt või mõnelt peremeesorganismilt. | Parasiit on elu vältes seotud 1 või mõne peremeesorganismiga. | Parasiit on organism, kes elab teise organismi, peremehe arvel. | Parasiitide peremees - organism, kelle sees või peal elab ja kelle arvelt | Parasiit on meditsiinis ja bioloogias võõrorganism, kahjur, sissetungija, kes elab peremeesorganismi arvel, kahjustades seda.;neutraalsetes/formaalsetes;jah;Seda tähendust kasutatakse peamiselt teaduslikes ja meditsiinilistes kontekstides, kus kirjeldatakse parasiitide bioloogilisi omadusi ja nende mõju peremeesorganismidele. Tekstid on sageli neutraalsed või formaalsed, kuna need keskenduvad teaduslikele faktidele ja terminoloogiale. Näiteks kasutatakse seda tähendust bioloogia ja meditsiini õpikutes, teadusartiklites ja akadeemilistes aruteludes. Seetõttu on see tähendus neutraalne ja formaalne.;väga kindel;ei kohaldu;jah;ei kohaldu;1;Organism, mis elab teise organismi peal või sees ja saab sellest toitu, kahjustades peremeesorganismi.;jah;3;sage;Parasiit imeb peremehelt toitaineid. | Puugid on tuntud parasiidid. | Parasiitide levik võib põhjustada haigusi. | See taim on parasiit, mis toitub teistest taimedest. | Parasiitide tõrje on oluline põllumajanduses.;neutraalsetes/formaalsetes;jah;Seda tähendust kasutatakse teaduslikes ja meditsiinilistes kontekstides, kus täpsus ja objektiivsus on olulised. Parasiitide bioloogiline tähendus on laialdaselt aktsepteeritud ja kasutusel akadeemilistes ja ametlikes tekstides.;väga kindel;ei kohaldu;jah;ei kohaldu
;;;ei kohaldu;;;2;inimene, kes elab teiste kulul midagi vastu andmata;jah;2;keskmine;Parasiit on see, kes elab teiste kulul ega ise midagi ei tee. | Inimesi üldjuhul parasiitideks ei nimetata, välja arvatud...totalitaarrežiimide propagandas. | Parasiit on ikkagi isik,kes elab aastakümneid teiste ehitatud majas midagi maksmata. | Parasiit on inimene/ olend, kes tarbib teiselt hüvesid, mitte midagi ise vastu andmata. | Parasiidi all peetakse antud foorumis silmas inimest või inimesi, kes elavad teiste kulul, selleks välja mõeldes erinevaid valesid ja skeeme.;informaalsetes;jah;"See tähendus on sageli seotud negatiivse hinnanguga ja kasutatakse pigem informaalsetes kontekstides, nagu vestlused, foorumid ja sotsiaalmeedia. Sõna ""parasiit"" kasutatakse siin halvustavalt, et kirjeldada inimesi, kes elavad teiste kulul ilma midagi vastu andmata. Selline kasutus on levinud igapäevases kõnepruugis ja võib olla seotud emotsionaalsete või subjektiivsete hinnangutega. Seetõttu on see tähendus informaalne ja sageli halvustav.";pigem kindel;halvustav;jah;Seda tähendust kasutatakse sageli halvustavalt, et kirjeldada inimesi, kes elavad teiste kulul ilma midagi vastu andmata. Selline kasutus on levinud igapäevases kõnepruugis ja võib olla seotud emotsionaalsete või subjektiivsete hinnangutega. Näiteks kasutatakse seda tähendust foorumites ja sotsiaalmeedias, kus inimesed arutavad teiste inimeste käitumist ja elustiili. Seetõttu on see tähendus halvustav ja kuulub kõnekeelsesse registrisse.;2;Inimene, kes elab teiste kulul, panustamata ise ühiskonda või kogukonda.;jah;3;keskmine;Ta on nagu parasiit, kes elab teiste kulul. | Parasiitideks nimetatakse neid, kes ei tööta, aga tarbivad. | Ta on ühiskonna parasiit, kes ei panusta midagi. | Parasiitideks peetakse neid, kes kasutavad teiste headust ära. | Ta käitub nagu parasiit, võttes, aga mitte andes.;informaalsetes;jah;Seda tähendust kasutatakse sageli igapäevases kõnepruugis, et kirjeldada inimesi, kes ei panusta ühiskonda. See on levinud kõnekeelne väljend, mida kasutatakse tihti negatiivses kontekstis.;pigem kindel;kõnekeelne;jah;Seda tähendust kasutatakse sageli igapäevases kõnepruugis ja rahvapäraselt, et kirjeldada inimesi, kes elavad teiste kulul. See on levinud väljend, mis ei ole ametlik, kuid on rahva seas tuntud ja kasutusel.
;;; ;;;2;inimene, kes elab teiste kulul midagi vastu andmata;;2;keskmine;Parasiit on see, kes elab teiste kulul ega ise midagi ei tee. | Inimesi üldjuhul parasiitideks ei nimetata, välja arvatud...totalitaarrežiimide propagandas. | Parasiit on ikkagi isik,kes elab aastakümneid teiste ehitatud majas midagi maksmata. | Parasiit on inimene/ olend, kes tarbib teiselt hüvesid, mitte midagi ise vastu andmata. | Parasiidi all peetakse antud foorumis silmas inimest või inimesi, kes elavad teiste kulul, selleks välja mõeldes erinevaid valesid ja skeeme.;informaalsetes;;"See tähendus on sageli seotud negatiivse hinnanguga ja kasutatakse pigem informaalsetes kontekstides, nagu vestlused, foorumid ja sotsiaalmeedia. Sõna ""parasiit"" kasutatakse siin halvustavalt, et kirjeldada inimesi, kes elavad teiste kulul ilma midagi vastu andmata. Selline kasutus on levinud igapäevases kõnepruugis ja võib olla seotud emotsionaalsete või subjektiivsete hinnangutega. Seetõttu on see tähendus informaalne ja sageli halvustav.";pigem kindel;kõnekeelne;jah;Seda tähendust kasutatakse sageli halvustavalt, et kirjeldada inimesi, kes elavad teiste kulul ilma midagi vastu andmata. Selline kasutus on levinud igapäevases kõnepruugis ja võib olla seotud emotsionaalsete või subjektiivsete hinnangutega. Näiteks kasutatakse seda tähendust foorumites ja sotsiaalmeedias, kus inimesed arutavad teiste inimeste käitumist ja elustiili. Seetõttu on see tähendus halvustav ja kuulub kõnekeelsesse registrisse.;2;Inimene, kes elab teiste kulul, panustamata ise ühiskonda või kogukonda.;;3;keskmine;Ta on nagu parasiit, kes elab teiste kulul. | Parasiitideks nimetatakse neid, kes ei tööta, aga tarbivad. | Ta on ühiskonna parasiit, kes ei panusta midagi. | Parasiitideks peetakse neid, kes kasutavad teiste headust ära. | Ta käitub nagu parasiit, võttes, aga mitte andes.;informaalsetes;;Seda tähendust kasutatakse sageli igapäevases kõnepruugis, et kirjeldada inimesi, kes ei panusta ühiskonda. See on levinud kõnekeelne väljend, mida kasutatakse tihti negatiivses kontekstis.;pigem kindel;rahvapärane;ei;Seda tähendust kasutatakse sageli igapäevases kõnepruugis ja rahvapäraselt, et kirjeldada inimesi, kes elavad teiste kulul. See on levinud väljend, mis ei ole ametlik, kuid on rahva seas tuntud ja kasutusel.
;;; ;;;;;;;;;;;;;;;;3;Kõnekeelne või rahvapärane väljend, mida kasutatakse halvustavalt kellegi kohta, kes on tülikas või ebameeldiv.;ei;3;vähene;See tüüp on täielik parasiit, alati tüli tekitamas. | Naabrimees on paras parasiit, alati midagi norimas. | Ära ole parasiit ja aita ka midagi teha. | Ta on nagu parasiit, alati midagi nõudmas. | See parasiit ei jäta mind rahule.;ei kohaldu;ei;Seda tähendust kasutatakse mitmesugustes kontekstides, kuid see ei ole selgelt piiritletud formaalsuse või informaalsuse järgi. See võib esineda nii kõnekeeles kui ka kirjanduses, sõltuvalt kontekstist.;pigem ebakindel;harv;ei;Seda tähendust esineb harva ja see ei ole laialdaselt levinud. Kasutatakse pigem spetsiifilistes olukordades või kontekstides, kus soovitakse kedagi halvustada või tülikana kirjeldada.
pursui;halvustav;1;halvustav;796;jah;1;kodanlane, keskklassi esindaja;jah;3;sage;"Mindblown. Alles hiljaaegu sain aru, et kuskohast tuleb Beneluksimaade nimi - BElgia, NEtherlands, LUXembourg. Nüüd sain pöffil aru, et kuskohast tuleb sõna pursui ... See on eestistatud variant Bourgeoisie-st. | kodanluse, keskklassi hulka kuuluv isik; (pursui-halvustavalt) rikas,ihne,paks,egoist,teistest parem jne. | Bürger- linnakodanik -> bourgeois: 18. saj linna eliit, kes ise füüsilist tööd ei teinud (pursuid, teiste kulul elajad). | Mulle tundub, et seda saaks ikka märksa koordineeritumalt ja operatiivsemalt korraldada. Kuidagi vähem autoomanikke alandavalt. Miks muidu tunnen end niisugustes ummikutes nagu pursui ? | Kui küsitaks, mis seda kõige rohkem meenutab, siis vastaksin: vanemate rusutud, tujutu olek Tollal ma selle põhjusest täiesti aru muidugi ei saanud. Imeilusas Narvas aga nägin ära sootuks teistsuguse sõjaväelaste vormiriietuse, isa teenistuskoht (1. jalaväerügemendi staap) pidi vahetama asukohta, korteriuksele oli kiirkirjas kraabitud ""kuradi pursuid "" ja muud selletaolist.";neutraalsetes/formaalsetes;ei;"Sõna ""pursui"" tähenduses ""kodanlane, keskklassi esindaja"" kasutatakse peamiselt neutraalsetes ja formaalsetes kontekstides. See on seotud sõna ajaloolise ja sotsiaalse tähendusega, mis viitab keskklassi või kodanluse liikmetele. Selline kasutus on levinud ajaloolistes ja sotsiaalteaduslikes tekstides, kus käsitletakse ühiskondlikke kihte ja nende rolli. Kuna see tähendus on seotud sotsiaalsete ja majanduslike klassidega, on see sageli neutraalne ja objektiivne, ilma emotsionaalse või hinnangulise alatoonita. Seetõttu on see tähendus sobiv neutraalsetesse ja formaalsetesse tekstidesse, kus arutatakse ühiskondlikke struktuure ja ajalugu.";väga kindel;ei kohaldu;ei;ei kohaldu;1;ei määratletud;ei;0;ei määratletud;ei leitud;ei määratletud;ei;ei määratletud;pigem ebakindel;ei kohaldu;ei;ei kohaldu
;;; ;;;2;rikas, ihne, egoistlik inimene;jah;3;keskmine;"Vahi pursuid - või tema käib kallil turul viiesajaseid luftitamas | Sa vahi, kus on pursui - oma bassein. Pegasuse kõhtu peidetud kullakamakad ja puha... | Kuradi pursui oled sa,"" ütlesin ma talle lõpuks, sest sellel ajal polnud minu jaoks hullemat solvangut. ""Sa mõtled ainult rahast... | Pursuid imevad rahva verd ja kui need protestima hakkavad, siis tehakse neist praegugi terroristid. | Ah te, pursuid , kütate ainult ülepäeviti? Iffand, ma ei või... normaalsed inimesed teevad seda 3 korda ööpäevas!";informaalsetes;jah;"Sõna ""pursui"" tähenduses ""rikas, ihne, egoistlik inimene"" kasutatakse peamiselt informaalsetes kontekstides. See tähendus on sageli seotud negatiivsete hinnangutega, mis viitavad isikutele, keda peetakse ahneteks või isekateks. Selline kasutus on levinud kõnekeelsetes ja mitteametlikes tekstides, kus väljendatakse kriitikat või pahameelt rikaste ja privilegeeritud inimeste suhtes. Kuna see tähendus on emotsionaalselt laetud ja sageli halvustav, sobib see pigem mitteametlikesse ja informaalsetesse tekstidesse, kus väljendatakse isiklikke arvamusi ja tundeid. Seetõttu on see tähendus informaalne ja sageli kõnekeelne.";väga kindel;kõnekeelne;jah;"Sõna ""pursui"" tähenduses ""rikas, ihne, egoistlik inimene"" on kõnekeelne ja halvustav. See kasutus on sageli seotud negatiivsete hinnangutega, mis viitavad isikutele, keda peetakse ahneteks või isekateks. Selline kasutus on levinud kõnekeelsetes ja mitteametlikes tekstides, kus väljendatakse kriitikat või pahameelt rikaste ja privilegeeritud inimeste suhtes. Kuna see tähendus on emotsionaalselt laetud ja sageli halvustav, sobib see pigem mitteametlikesse ja informaalsetesse tekstidesse, kus väljendatakse isiklikke arvamusi ja tundeid. Seetõttu on see tähendus informaalne ja sageli kõnekeelne ning halvustav.";;;;;;;;;;;;;
;;; ;;;2;rikas, ihne, egoistlik inimene;;3;keskmine;"Vahi pursuid - või tema käib kallil turul viiesajaseid luftitamas | Sa vahi, kus on pursui - oma bassein. Pegasuse kõhtu peidetud kullakamakad ja puha... | Kuradi pursui oled sa,"" ütlesin ma talle lõpuks, sest sellel ajal polnud minu jaoks hullemat solvangut. ""Sa mõtled ainult rahast... | Pursuid imevad rahva verd ja kui need protestima hakkavad, siis tehakse neist praegugi terroristid. | Ah te, pursuid , kütate ainult ülepäeviti? Iffand, ma ei või... normaalsed inimesed teevad seda 3 korda ööpäevas!";informaalsetes;;"Sõna ""pursui"" tähenduses ""rikas, ihne, egoistlik inimene"" kasutatakse peamiselt informaalsetes kontekstides. See tähendus on sageli seotud negatiivsete hinnangutega, mis viitavad isikutele, keda peetakse ahneteks või isekateks. Selline kasutus on levinud kõnekeelsetes ja mitteametlikes tekstides, kus väljendatakse kriitikat või pahameelt rikaste ja privilegeeritud inimeste suhtes. Kuna see tähendus on emotsionaalselt laetud ja sageli halvustav, sobib see pigem mitteametlikesse ja informaalsetesse tekstidesse, kus väljendatakse isiklikke arvamusi ja tundeid. Seetõttu on see tähendus informaalne ja sageli kõnekeelne.";väga kindel;halvustav;jah;"Sõna ""pursui"" tähenduses ""rikas, ihne, egoistlik inimene"" on kõnekeelne ja halvustav. See kasutus on sageli seotud negatiivsete hinnangutega, mis viitavad isikutele, keda peetakse ahneteks või isekateks. Selline kasutus on levinud kõnekeelsetes ja mitteametlikes tekstides, kus väljendatakse kriitikat või pahameelt rikaste ja privilegeeritud inimeste suhtes. Kuna see tähendus on emotsionaalselt laetud ja sageli halvustav, sobib see pigem mitteametlikesse ja informaalsetesse tekstidesse, kus väljendatakse isiklikke arvamusi ja tundeid. Seetõttu on see tähendus informaalne ja sageli kõnekeelne ning halvustav.";;;;;;;;;;;;;
;;; ;;;3;evolutsiooniline mänguteooria strateegia;ei;3;vähene;"Evolutsioonilises mänguteoorias nimetatakse seda pursui strateegiaks (bourgeois strategy): ründa sissetungijat alati, kui oled territooriumi omanik, kuid sissetungijana piirdu ähvardamisega ja konflikti eskaleerumise korral tõmbu tagasi. | Pursui puhul tulenevad need järgmisest loogikast: kui ""pursui"" kohtab ""kulli"", siis pooltel juhtudel käitub ta ka ise ""kullina"" (kui ta on omanik), pooltel juhtudel aga ""tuvina"" (kui ta on sissetungija). | Tabelist 7.2 nähtub ühtlasi, et strateegia ""pursui"" on ESS. | Kui ""pursui"" kohtab teist ""pursuid"", siis pooltel juhtudel on ta omanik ja käitub nagu ""kull"" ""tuviga"", pooltel juhtudel on ta aga sissetungija ja käitub nagu ""tuvi"" ""kulliga"". | Samamoodi saab arvutada ka ""kulli"" ja ""tuvi"" kohtumiste keskmised tasuvused, kui nad kohtavad ""pursuid"".";neutraalsetes/formaalsetes;ei;"Sõna ""pursui"" tähenduses ""evolutsiooniline mänguteooria strateegia"" kasutatakse peamiselt neutraalsetes ja formaalsetes kontekstides. See tähendus on seotud teadusliku terminoloogiaga, mis viitab kindlale strateegiale evolutsioonilises mänguteoorias. Selline kasutus on levinud teaduslikes ja akadeemilistes tekstides, kus käsitletakse strateegiaid ja teooriaid. Kuna see tähendus on seotud teadusliku diskursusega, on see sageli neutraalne ja objektiivne, ilma emotsionaalse või hinnangulise alatoonita. Seetõttu on see tähendus sobiv neutraalsetesse ja formaalsetesse tekstidesse, kus arutatakse teaduslikke teooriaid ja mudeleid.";väga kindel;ei kohaldu;ei;ei kohaldu;;;;;;;;;;;;;
sabarakk;halvustav;1;halvustav;1847;jah;1;sõnakuulelik kaasajooksik, truualamlik kannupoiss või orjameelne pugeja;jah;3;sage;"oled üks sabarakk, see ei ole esimene kord Jaanusel teistele noaga selga lüüa. | Ikka jänkide sabaraku moodi. | sõna ""sabarakk"" osutab põlglikult-halvustavalt sõnakuulelikule kaasajooksikule, truualamlikule kannupoisile või orjameelsele pugejale. | sõida kuidas tahad... praegune ref sabarakk pole küll valitud! | sõna ""sabarakk"" osutab põlglikult-halvustavalt sõnakuulelikule kaasajooksikule, truualamlikule kannupoisile või orjameelsele pugejale.";informaalsetes;jah;Seda tähendust kasutatakse sageli halvustavalt ja irooniliselt, viidates inimesele, kes järgib pimesi teisi või on kellegi mõju all. Selline kasutus on levinud igapäevases kõnekeeles ja aruteludes, kus väljendatakse tugevaid arvamusi või kriitikat.;pigem kindel;kõnekeelne;jah;See tähendus on sageli seotud negatiivse hinnanguga ja kasutatakse halvustavalt, viidates inimesele, kes järgib pimesi teisi või on kellegi mõju all. Selline kasutus on levinud igapäevases kõnekeeles ja aruteludes, kus väljendatakse tugevaid arvamusi või kriitikat.;1;inimene, kes järgneb pidevalt teisele;jah;3;sage;Ta on nagu sabarakk, alati minu kannul. | Kus iganes ma lähen, on mu sabarakk minuga. | Ta on tõeline sabarakk, ei jäta mind hetkekski rahule. | Mu sõber on nagu sabarakk, alati minuga koos. | Ma tunnen end vahel nagu sabarakk, kui ma teda igal pool jälgin.;informaalsetes;jah;Seda tähendust kasutatakse sageli igapäevases kõnekeeles, et kirjeldada kedagi, kes on teise inimese külge klammerdunud. See on pigem kõnekeelne ja mitteformaalne väljend, mida kasutatakse sõprade või tuttavate vahelises suhtluses. Selline kasutus ei ole tavaliselt ametlikes dokumentides ega formaalsetes tekstides levinud. See väljend on sageli seotud humoorika või kerge kriitikaga, mis viitab inimese pidevale kohalolekule teise inimese kõrval. Seetõttu on see tähendus pigem informaalne ja kõnekeelne.;väga kindel;kõnekeelne;jah;See tähendus on selgelt kõnekeelne, kuna seda kasutatakse igapäevases suhtluses ja see ei ole formaalne. Väljend „sabarakk” selles kontekstis viitab inimesele, kes on teise inimese külge klammerdunud, ja see on pigem humoorikas või kerge kriitika. Selline kasutus on levinud sõprade või tuttavate vahelises suhtluses, mitte ametlikes tekstides. Seetõttu on see tähendus kõnekeelne ja informaalne.
;;; ;;;1;sõnakuulelik kaasajooksik, truualamlik kannupoiss või orjameelne pugeja;;3;sage;"oled üks sabarakk, see ei ole esimene kord Jaanusel teistele noaga selga lüüa. | Ikka jänkide sabaraku moodi. | sõna ""sabarakk"" osutab põlglikult-halvustavalt sõnakuulelikule kaasajooksikule, truualamlikule kannupoisile või orjameelsele pugejale. | sõida kuidas tahad... praegune ref sabarakk pole küll valitud! | sõna ""sabarakk"" osutab põlglikult-halvustavalt sõnakuulelikule kaasajooksikule, truualamlikule kannupoisile või orjameelsele pugejale.";informaalsetes;;Seda tähendust kasutatakse sageli halvustavalt ja irooniliselt, viidates inimesele, kes järgib pimesi teisi või on kellegi mõju all. Selline kasutus on levinud igapäevases kõnekeeles ja aruteludes, kus väljendatakse tugevaid arvamusi või kriitikat.;pigem kindel;halvustav;jah;See tähendus on sageli seotud negatiivse hinnanguga ja kasutatakse halvustavalt, viidates inimesele, kes järgib pimesi teisi või on kellegi mõju all. Selline kasutus on levinud igapäevases kõnekeeles ja aruteludes, kus väljendatakse tugevaid arvamusi või kriitikat.;2;loom, kellel on pikk saba;ei;3;keskmine;See loom on tõeline sabarakk oma pika sabaga. | Sabarakk on tuntud oma uhke saba poolest. | Loomaaia sabarakk on laste lemmik. | See sabarakk liigub graatsiliselt oma sabaga. | Sabarakk on oma sabaga tõeline vaatamisväärsus.;neutraalsetes/formaalsetes;ei;See tähendus on pigem kirjeldav ja neutraalne, kuna viitab otseselt loomale ja tema füüsilistele omadustele. Seda kasutatakse sageli loodusteaduslikes tekstides või loomade kirjeldamisel, kus on oluline täpsus ja objektiivsus. Selline kasutus on levinud neutraalsetes ja formaalsetes tekstides, kus kirjeldatakse loomi ja nende omadusi. Seetõttu on see tähendus neutraalne ja formaalne.;väga kindel;ei kohaldu;ei;ei kohaldu
;;; ;;;2;väike koer, kes järgneb pidevalt omanikule;ei;3;keskmine;"See aga ei muuda tõika, et etümoloogiliselt tähendab ""sabarakk"" nimelt sabas jooksvat väikest koera. | Rootsi racka'st saadud ""rakk"" on muuseas olnud tuletusaluseks sõnale ""rakats"" väikese elavaloomulise koera kohta. | Silmapaistvalt sangviinilist sabarakku võiks täpsuse ja vahelduse huvides niisiis vabalt sabarakatsiks nimetada. | Ah et miks me siis ütleme ""sabaraku"", mitte ""sabaraki""? Seda seletab ""Eesti etümoloogiasõnaraamat"" rahvaetümoloogiaga. | Väiksusele vihjab ""sabaraku"" põhisõna ""-rakk"" tõepoolest, aga tähendades mitte organismi vähimat ehituskivi, vaid ... väikest koera.";neutraalsetes/formaalsetes;ei;See tähendus on seotud sõna etümoloogiaga ja seda kasutatakse pigem kirjeldavas kontekstis, näiteks etümoloogilistes seletustes või loomade käitumise kirjeldamisel.;väga kindel;rahvapärane;ei;See tähendus on seotud sõna etümoloogiaga ja seda kasutatakse pigem kirjeldavas kontekstis, näiteks etümoloogilistes seletustes või loomade käitumise kirjeldamisel. Seetõttu on see pigem rahvapärane kasutus.;3;mänguline või hellitav viide lapsele või lemmikloomale;jah;3;vähene;Mu väike sabarakk järgneb mulle igale poole. | Kutsun oma kassi sabarakuks, sest ta on alati minu kõrval. | Mu laps on tõeline sabarakk, alati minu lähedal. | Koer on nagu sabarakk, ei jäta mind hetkekski üksi. | Mu väike sabarakk on alati valmis mängima.;informaalsetes;jah;See tähendus on pigem informaalne ja kasutatakse sageli pereringis või sõprade vahel. See on mänguline ja hellitav viis viidata kellelegi, kes on pidevalt lähedal, nagu laps või lemmikloom. Selline kasutus ei ole tavaliselt ametlikes dokumentides ega formaalsetes tekstides levinud. See väljend on seotud emotsionaalse läheduse ja kiindumusega, mistõttu on see pigem informaalne ja kõnekeelne.;pigem kindel;kõnekeelne;jah;See tähendus on kõnekeelne, kuna seda kasutatakse sageli pereringis või sõprade vahel. See on mänguline ja hellitav viis viidata kellelegi, kes on pidevalt lähedal, nagu laps või lemmikloom. Selline kasutus ei ole tavaliselt ametlikes dokumentides ega formaalsetes tekstides levinud. See väljend on seotud emotsionaalse läheduse ja kiindumusega, mistõttu on see pigem informaalne ja kõnekeelne.
;;; ;;;3;laps või lemmikloom, kes järgneb pidevalt täiskasvanule või omanikule;jah;3;vähene;Üks teine poiss on siiani kasvataja sabarakk, kes tahab pidevalt sülle ja lohutust. | Mul on kaks sabarakku. Meeri ja Mustikas. | Kass on täielikult minu sabarakk, sestap usaldas mind selles osas. | Üks kreemikas on emme sabarakk, käib emmel järgi, nii armas oli vaadata. | plika mul selliseks sabarakuks muutunud, muudkui ripub mul küljes.;ei kohaldu;ei;Seda tähendust kasutatakse nii igapäevases kõnekeeles kui ka kirjeldavates tekstides, kus räägitakse laste või lemmikloomade käitumisest. Kuna see ei ole selgelt markeeritud kui formaalne või informaalne, siis ei saa seda üheselt määratleda.;pigem ebakindel;ei kohaldu;ei;ei kohaldu;;;;;;;;;;;;;
ajaldi;harv;1;harv;12;ei;1;Õigeaegselt, tähtajaks;jah;3;sage;Rootsi firma aga nõuab Nurme vabrikult ajaldi täitmata tellimuse eest kaht miljonit krooni. | Teise hoone, Suur-Mere 20, avaliku suulise enampakkumise tunnistas linnavalitsus nurjunuks, sest ajaldi ei tulnud ühtki avaldust. | Jäi mulje, et isegi paremini, kui prügivedaja konkurss oleks ajaldi toimunud! | Laine erastamisoksjoni 20,8 miljoni krooni pakkumusega võitnud OÜ Trigert Invest ei tasunud ajaldi ostusummat. | Eile kuulutas Haapsalu linnavalitsus sanatooriumi Laine haldava Haapsalu Kuurordi enamusaktsiate oksjoni nurjunuks, sest võitja ei kandnud ajaldi üle osturaha.;neutraalsetes/formaalsetes;jah;Seda tähendust kasutatakse peamiselt ametlikes ja ärilistes kontekstides, kus on oluline tähtaegadest kinnipidamine. Näiteks lepingute ja ärisuhete kirjeldamisel, kus tähtaegade järgimine on kriitilise tähtsusega. Sellistes kontekstides on keelekasutus tavaliselt neutraalne või formaalne, et tagada selgus ja täpsus. Seetõttu on kindel, et seda tähendust kasutatakse neutraalsetes või formaalsetes tekstides.;väga kindel;ei kohaldu;jah;ei kohaldu;1;ei määratletud;ei;0;ei määratletud;ei leitud;ei määratletud;ei;ei määratletud;pigem ebakindel;ei kohaldu;ei;ei kohaldu
;;; ;;;2;Ootamatult, äkitselt;ei;3;keskmine;Ajaldi , ma olen vaim, ma ei söö üldse midagi materiaalset. | Ajaldi , ma tahaksin vastusi kuulata, sellepärast teema on veel avatud. | Nüüd oli tal aega mõtelda, ja ta võis tänulik olla, et teda oli ajaldi nii põhjalikult hoiatatud. | Asjade interneti (ehk IoT – Internet of Things) põhimõttel disainitud süsteem aitab läheneva rike ajaldi ilmutada. | Ajaldi ei olnud oma seisukohta teatanud vaid Reformierakond.;informaalsetes;ei;Seda tähendust kasutatakse pigem vestluslikus ja mitteametlikus kontekstis, kus rõhutatakse ootamatust või äkilist sündmust. Näiteks isiklikud mõtisklused või kirjeldused, mis ei nõua formaalset keelekasutust. Sellistes kontekstides on keelekasutus sageli vaba ja mitteametlik, mis viitab sellele, et seda tähendust kasutatakse informaalsetes tekstides. Seetõttu olen pigem kindel, et see on informaalne kasutus.;pigem kindel;kõnekeelne;ei;Seda tähendust kasutatakse mitteametlikes kontekstides, mis viitab kõnekeelsele ja rahvapärasele kasutusele. Näiteks isiklikud mõtisklused või ootamatud sündmused, mis ei nõua formaalset keelekasutust. Sellistes kontekstides on keelekasutus sageli vaba ja mitteametlik, mis viitab sellele, et see tähendus on kõnekeelne ja rahvapärane. Seetõttu on see tähendus kõnekeelne ja rahvapärane.;;;;;;;;;;;;;
;;; ;;;2;Ootamatult, äkitselt;;3;keskmine;Ajaldi , ma olen vaim, ma ei söö üldse midagi materiaalset. | Ajaldi , ma tahaksin vastusi kuulata, sellepärast teema on veel avatud. | Nüüd oli tal aega mõtelda, ja ta võis tänulik olla, et teda oli ajaldi nii põhjalikult hoiatatud. | Asjade interneti (ehk IoT – Internet of Things) põhimõttel disainitud süsteem aitab läheneva rike ajaldi ilmutada. | Ajaldi ei olnud oma seisukohta teatanud vaid Reformierakond.;informaalsetes;;Seda tähendust kasutatakse pigem vestluslikus ja mitteametlikus kontekstis, kus rõhutatakse ootamatust või äkilist sündmust. Näiteks isiklikud mõtisklused või kirjeldused, mis ei nõua formaalset keelekasutust. Sellistes kontekstides on keelekasutus sageli vaba ja mitteametlik, mis viitab sellele, et seda tähendust kasutatakse informaalsetes tekstides. Seetõttu olen pigem kindel, et see on informaalne kasutus.;pigem kindel;rahvapärane;ei;Seda tähendust kasutatakse mitteametlikes kontekstides, mis viitab kõnekeelsele ja rahvapärasele kasutusele. Näiteks isiklikud mõtisklused või ootamatud sündmused, mis ei nõua formaalset keelekasutust. Sellistes kontekstides on keelekasutus sageli vaba ja mitteametlik, mis viitab sellele, et see tähendus on kõnekeelne ja rahvapärane. Seetõttu on see tähendus kõnekeelne ja rahvapärane.;;;;;;;;;;;;;
