katsesõna;valimisse_sai_märgendiga;ÜSis_tähendusi_kokku;ÜSis_tähenduste_küljes_olevad_ja_õigeks_loetavad_märgendid;SkE_2023_sagedus;vektoriseerimine;korp_tähenduse_nr;korp_tähendus;korp_koond_tähendus_olemas_ja_adekvaatne;korp_tähenduste_arv_kokku;korps_sagedus;korp_näited;korp_tekstiregister;korp_registri_adekvaatsus;korp_registri_põhjendus;korp_registri_kindlus;korp_märgend;korp_märgendi_adekvaatsus;korp_märgendi_põhjendus;treening_tähenduse_nr;treening_tähendus;treening_koond_tähendus_olemas_ja_adekvaatne;treening_tähenduste_arv_kokku;treening_sagedus;treening_näited;treening_tekstiregister;treening_registri_adekvaatsus;treening_registri_põhjendus;treening_registri_kindlus;treening_märgend;treening_märgendi_adekvaatsus;treening_märgendi_põhjendus
;;;;;;2;inimene, kes elab teiste kulul midagi ise vastu andmata;jah;2;vähene;Parasiit on see, kes elab teiste kulul ega ise midagi ei tee... | Parasiit on ikkagi isik, kes elab aastakümneid teiste ehitatud majas midagi maksmata. | Parasiit on inimene/olend, kes tarbib teiselt hüvesid, mitte midagi ise vastu andmata. | Parasiidi all peetakse antud foorumis silmas inimest või inimesi, kes elavad teiste kulul, selleks välja mõeldes erinevaid valesid ja skeeme. | Parasiidid - inimene, kellel puudub töötav Ülailma kese.;informaalsetes;jah;See tähendus esineb peamiselt foorumite kommentaarides, arvamusavaldustes ja dialoogides. Keelekasutus on emotsionaalne ja hinnanguline, sageli halvustav. Tekstides on näha kõnekeelseid väljendeid ja isiklikke seisukohavõtte. Kasutatakse vabas vestluses ja mitteametlikes olukordades. Kontekst on sageli vaidlev või kritiseeriv.;väga kindel;halvustav;jah;"Sõna kasutatakse selles tähenduses alati negatiivses kontekstis, väljendades põlgust või hukkamõistu inimeste suhtes. Tekstides on selgelt näha, et sõna kasutatakse solvava või mahategeva tähendusvarjundiga. Näiteks ""parasiit on ikkagi isik, kes elab aastakümneid teiste ehitatud majas midagi maksmata"". Sõna kannab tugevat negatiivset emotsionaalset laengut ja on mõeldud teise isiku halvustamiseks. Kasutatakse teiste inimeste kritiseerimiseks ja negatiivseks iseloomustamiseks.";2;Inimene, kes elab teiste kulul, kasutab teisi ära, ei tee ise tööd;jah;2;keskmine;Ta on lihtsalt parasiit, kes elab vanemate kulul ja ei taha tööle minna.|Ühiskonna parasiidid kasutavad süsteemi ära, ise midagi panustamata.|Ära ole parasiit - maksa oma osa arve eest!|Need parasiidid elavad teiste inimeste töö vilju nautides.|Firma juht nimetas streikijaid parasiitideks, kes tahavad palka töötamata.;informaalsetes;jah;Inimeste kohta kasutatav tähendus on selgelt halvustav ja emotsionaalselt laetud. See esineb peamiselt argikõnes, vaidlustes ja kriitilistes väljaütlemistes. Sõna kannab tugevat negatiivset hinnangut ja solvavat tooni. Formaalsetes tekstides välditakse selle kasutamist inimeste kohta. See on pigem kõnekeelne väljend, mida kasutatakse kellegi mahategemiseks või kritiseerimiseks.;väga kindel;halvustav;jah;Sõna kasutamine inimeste kohta on selgelt halvustav ja solvav. See võrdleb inimest kahjurliku organismiga ja väljendab põlgust. Sõna kannab tugevat negatiivset emotsionaalset laengut. See on mõeldud kellegi käitumise või eluviisi hukkamõistmiseks. Halvustav toon on ilmne kõigis näidetes, kus sõna viitab inimestele. See pole neutraalne kirjeldus, vaid hinnanguline ja mahategev väljend.
pursui;halvustav;1;;796;ei;1;rikas/jõukas/kapitalistlik inimene (halvustav);jah;1;sage;Sasha hoiab kõrgel beerialaste lippu ja unistab koos sõpradega ajast, mil saab pursuidele Molotovi kokteile jagama hakata. | Bolševikud kujutasid pursuisid kui parasiite ja rahva vaenlasi. | Mulle meeldib, et allkirjastatud paberi kohaselt peab tööandja - ülemus, pealik, direktor, juhataja, külakurnaja, vereimeja, kulak, pursui, kapitalist - suhtuma töövõtjasse austusega. | Näe, ta käib paaril töökohal, rügab robustselt ja saab rohkem palka, kuradi pursui, raisk! | Nõukogude asjamehed, varustatuna mingite suvaliste volikirjadega, käisid kodanlaste – ehk vihatud pursuide, nagu neid nimetati – kodudes ja konfiskeerisid kõik väärtusliku 'revolutsiooni hüvanguks'.;informaalsetes;jah;Sõna kasutatakse valdavalt mitteformaalsetes tekstides nagu blogid, foorumid, kommentaariumid ja ilukirjandus. Formaalsetes dokumentides sõna praktiliselt ei esine. Sõna kannab tugevat emotsionaalset laengut ja on pärit nõukogude ajast, säilitades halvustava varjundi. Tänapäeval kasutatakse sageli irooniliselt või sarkastiliselt. Sõna on selgelt argine ja sobib pigem emotsionaalsesse kõnekeelde kui neutraalsesse kirjakeelde.;väga kindel;kõnekeelne;jah;Sõna kuulub mitteformaalsesse registrisse, esinedes peamiselt argivestlustes, blogides ja ilukirjanduses. See on emotsionaalselt laetud väljend vabamas keelekasutuses, mitte ametlikus kontekstis.;1;veesoone, allikavee vm vedeliku väljapurskumine;ei;2;keskmine;Kuuma vee pursui tõusis katlast üles. | Pursui veest kattis kaldad valge vahuga. | Fonteeni pursui ulatus mitme meetri kõrgusele. | Allikavee pursui oli jahe ja värskendav. | Geisri pursui kestis mitu minutit.;formaalsetes;ei;"Sõna ""pursui"" füüsilise vedeliku purske tähenduses esineb nii teaduslikes, ilukirjanduslikes kui ka ajakirjanduslikes tekstides. See on neutraalne termin, mida kasutatakse kirjeldamaks vee või muude vedelike väljapurskumist. Sõna sobib hästi nii formaalsesse kui ka neutraalsesse konteksti. Ei esine märke, et see oleks kõnekeelne või stiililiselt markeeritud.";väga kindel;ei kohaldu;ei;Kumbki tähendus ei vaja registrimärgendit, kuna mõlemad on neutraalses kasutuses.
;;;;;;1;rikas/jõukas/kapitalistlik inimene (halvustav);;1;sage;Sasha hoiab kõrgel beerialaste lippu ja unistab koos sõpradega ajast, mil saab pursuidele Molotovi kokteile jagama hakata. | Bolševikud kujutasid pursuisid kui parasiite ja rahva vaenlasi. | Mulle meeldib, et allkirjastatud paberi kohaselt peab tööandja - ülemus, pealik, direktor, juhataja, külakurnaja, vereimeja, kulak, pursui, kapitalist - suhtuma töövõtjasse austusega. | Näe, ta käib paaril töökohal, rügab robustselt ja saab rohkem palka, kuradi pursui, raisk! | Nõukogude asjamehed, varustatuna mingite suvaliste volikirjadega, käisid kodanlaste – ehk vihatud pursuide, nagu neid nimetati – kodudes ja konfiskeerisid kõik väärtusliku 'revolutsiooni hüvanguks'.;informaalsetes;;Sõna kasutatakse valdavalt mitteformaalsetes tekstides nagu blogid, foorumid, kommentaariumid ja ilukirjandus. Formaalsetes dokumentides sõna praktiliselt ei esine. Sõna kannab tugevat emotsionaalset laengut ja on pärit nõukogude ajast, säilitades halvustava varjundi. Tänapäeval kasutatakse sageli irooniliselt või sarkastiliselt. Sõna on selgelt argine ja sobib pigem emotsionaalsesse kõnekeelde kui neutraalsesse kirjakeelde.;väga kindel;halvustav;jah;Sõna kannab selget negatiivset hinnangut, olles mahategev viide kellegi jõukusele. Tekstides kasutatakse kriitilises või pilkavas tähenduses, viidates rikkuritele kui ahnetele või rahvast ekspluateerivatele isikutele. Isegi iroonilises kasutuses säilib põhiolemuslik halvustav toon.;2;emotsionaalne puhang, tundevalang;ei;2;sage;Naeru pursui täitis kogu ruumi. | Ta ei suutnud pisarate pursuid tagasi hoida. | Viha pursui oli ootamatu ja äkiline. | Rõõmu pursui valdas kõiki võistkonnas. | Emotsioonide pursui oli nii tugev, et ta pidi ruumist lahkuma.;formaalsetes;ei;"Emotsionaalse puhangu tähenduses on ""pursui"" samuti neutraalne väljend. Seda kasutatakse ilukirjanduses, ajakirjanduses ja muudes tekstides emotsioonide kirjeldamiseks. See on poeetiline, kuid siiski standardkeelne metafoor. Sõna sobib hästi kirjalikusse keelde ja formaalsematesse tekstidesse. Ei ole märke, et see oleks argine või kõnekeelne väljend.";väga kindel;ei kohaldu;ei;Kumbki tähendus ei vaja registrimärgendit, kuna mõlemad on neutraalses kasutuses.
sabarakk;halvustav;1;;1847;jah;1;sõnakuulelik kaasajooksik, orjameelne pugeja;jah;2;sage;"oled üks sabarakk, see ei ole esimene kord Jaanusel teistele noaga selga lüüa. | Sõna ""sabarakk"" osutab põlglikult-halvustavalt sõnakuulelikule kaasajooksikule, truualamlikule kannupoisile või orjameelsele pugejale. | Nõukogude propagandast on tuntud väljend ""kulaku sabarakk"" ning Eesti ajalugu on andnud põhjust kõnelda sakste, enamlaste, NKVD ja hulgast teistestki sabarakkudest. | Tänapäeval on selle eluvormi üks ilgemaid esindajaid ebakompetentne ja harimatu parteisõdur, kes õigete isikute kintsu kaapides ja sobivaid ideid tagant kiites kiiresti nii-öelda eliidi hulka kerkib. | Minusuguseid on nimetatud Savisaare sabarakkudeks.";informaalsetes;jah;Sõna esineb peamiselt internetikommentaarides, foorumites ja argivestlustes. Valdav osa kasutustest on selgelt mitteformaalsed, tugeva emotsionaalse laenguga, sageli halvustav või sarkastiline. Formaalsetes tekstides praktiliselt ei kasutata, välja arvatud tsitaatides või keeleteaduslikes selgitustes. Sõna kuulub selgelt argisesse kõnekeelde.;väga kindel;halvustav;jah;Halvustav märgend sobib, kuna sõna on selgelt laitev, mahategev ja põlglik, eriti poliitilises kontekstis, kus inimesi sõimatakse orjameelsuse ja sõnakuulelikkuse eest. ;1;inimese istmik, tagumik, tuharad;ei;1;vähene;Ei suuda esitada autentseid näitelauseid treeningandmetest;informaalsetes;ei;"Sõna kasutatakse selgelt informaalsetes tekstides ja kõnekeeles. See on rahvapärane väljend inimese istmiku kohta, mida formaalsetes tekstides välditakse. Neutraalsetes ja ametlikes tekstides kasutatakse termineid nagu istmik või tuharad. Sõna ""sabarakk"" on argine väljend, millel on kerge humoorikas või isegi pisut vulgaarne varjund. Sõna kuulub selgelt vabamasse registrisse ja mitteametlikku keelekasutusesse.";pigem kindel;kõnekeelne;ei;Sõna on kõnekeelne, kuna kuulub argisesse suhtlusesse ja vabamasse registrisse, mitte formaalsesse keelekasutusesse. 
;;;;;;1;sõnakuulelik kaasajooksik, orjameelne pugeja;;2;sage;"oled üks sabarakk, see ei ole esimene kord Jaanusel teistele noaga selga lüüa. | Sõna ""sabarakk"" osutab põlglikult-halvustavalt sõnakuulelikule kaasajooksikule, truualamlikule kannupoisile või orjameelsele pugejale. | Nõukogude propagandast on tuntud väljend ""kulaku sabarakk"" ning Eesti ajalugu on andnud põhjust kõnelda sakste, enamlaste, NKVD ja hulgast teistestki sabarakkudest. | Tänapäeval on selle eluvormi üks ilgemaid esindajaid ebakompetentne ja harimatu parteisõdur, kes õigete isikute kintsu kaapides ja sobivaid ideid tagant kiites kiiresti nii-öelda eliidi hulka kerkib. | Minusuguseid on nimetatud Savisaare sabarakkudeks.";informaalsetes;;Sõna esineb peamiselt internetikommentaarides, foorumites ja argivestlustes. Valdav osa kasutustest on selgelt mitteformaalsed, tugeva emotsionaalse laenguga, sageli halvustav või sarkastiline. Formaalsetes tekstides praktiliselt ei kasutata, välja arvatud tsitaatides või keeleteaduslikes selgitustes. Sõna kuulub selgelt argisesse kõnekeelde.;väga kindel;kõnekeelne;jah;Kõnekeelne märgend on vajalik, kuna sõna kuulub selgelt mitteformaalsesse, argisesse keelekasutusse ning esineb peamiselt internetikommentaarides ja argivestlustes.;1;inimese istmik, tagumik, tuharad;;1;vähene;Ei suuda esitada autentseid näitelauseid treeningandmetest;informaalsetes;;"Sõna kasutatakse selgelt informaalsetes tekstides ja kõnekeeles. See on rahvapärane väljend inimese istmiku kohta, mida formaalsetes tekstides välditakse. Neutraalsetes ja ametlikes tekstides kasutatakse termineid nagu istmik või tuharad. Sõna ""sabarakk"" on argine väljend, millel on kerge humoorikas või isegi pisut vulgaarne varjund. Sõna kuulub selgelt vabamasse registrisse ja mitteametlikku keelekasutusesse.";pigem kindel;rahvapärane;ei;See on rahvapärane väljend, mis on rahva seas levinud mitteametlik nimetus kehaosale, kuid pole ametlik anatoomia termin.
;;;;;;2;lemmikloom, kes pidevalt peremehe järel käib;jah;2;keskmine;Mul on kaks sabarakku. Meeri ja Mustikas. nad on natuke armukadedad ja ei saa kuidagi kokkuleppele kumma jagu ma olen.|Üks teine poiss on siiani kasvataja sabarakk, kes tahab pidevalt sülle ja lohutust.|Ta on paras sabarakk ja memmekas, igal pool käib järel.|Ühesõnaga meie Scottish Straight kass on üks väike sabarakk.|Nagu väike sabarakk jookseb igal sammul järgi ja iga päev uksel vastas koju tulles.;informaalsetes;jah;See tähendus esineb peamiselt isiklikes blogides, foorumites ja argivestlustes lemmikloomadest. Sõna on emotsionaalselt neutraalne või isegi hellitav, kuid siiski argine ja kõnekeelne. Formaalsetes või ametlikes tekstides seda tähendust ei kasutata. Kuulub selgelt mitteformaalsesse registrisse.;väga kindel;kõnekeelne;jah;Kõnekeelne märgend on sobiv, kuna tegemist on argise, mitteformaalse väljendiga lemmiklooma kohta. Sõna kasutatakse peamiselt isiklikes blogides ja argivestlustes, mitte ametlikes või formaalsetes tekstides. Kuigi tähendus on emotsionaalselt neutraalne või hellitav, jääb see siiski kõnekeelseks väljendiks.;1;inimese istmik, tagumik, tuharad;;1;vähene;Ei suuda esitada autentseid näitelauseid treeningandmetest;informaalsetes;;"Sõna kasutatakse selgelt informaalsetes tekstides ja kõnekeeles. See on rahvapärane väljend inimese istmiku kohta, mida formaalsetes tekstides välditakse. Neutraalsetes ja ametlikes tekstides kasutatakse termineid nagu istmik või tuharad. Sõna ""sabarakk"" on argine väljend, millel on kerge humoorikas või isegi pisut vulgaarne varjund. Sõna kuulub selgelt vabamasse registrisse ja mitteametlikku keelekasutusesse.";pigem kindel;harv;ei;"Märgend ""harv"" on vajalik, kuna sõna esineb treeningandmetes vähe ja pole laialt levinud. Sõna on selgelt mitteformaalne ja argine väljend istmiku kohta."
ajaldi;harv;1;;12;ei;1;õigel ajal, õigeaegselt;jah;1;sage;Rootsi firma aga nõuab Nurme vabrikult ajaldi täitmata tellimuse eest kaht miljonit krooni. | Teise hoone, Suur-Mere 20, avaliku suulise enampakkumise tunnistas linnavalitsus nurjunuks, sest ajaldi ei tulnud ühtki avaldust. | Jäi mulje, et isegi paremini, kui prügivedaja konkurss oleks ajaldi toimunud! | Asjade interneti (ehk IoT – Internet of Things) põhimõttel disainitud süsteem aitab läheneva rike ajaldi ilmutada. | Laine erastamisoksjoni 20,8 miljoni krooni pakkumusega võitnud OÜ Trigert Invest ei tasunud ajaldi ostusummat ja esitas linnavolikogule taotluse pikendada maksetähtaega.;neutraalsetes/formaalsetes;jah;"Sõna ""ajaldi"" kasutatakse tekstimaterjalis peamiselt ajakirjandustekstides ja ametlikes teadetes. Kontekstid on seotud äritehingute, lepingute, tähtaegade ja ametlike toimingutega. Sõna esineb koos ametlike terminitega nagu ""tellimus"", ""enampakkumine"", ""ostusumma"", ""ostu-müügileping"". Puuduvad märgid kõnekeelsusest või informaalsusest. Keelekasutus on neutraalne ja asjalik.";väga kindel;ei kohaldu;ei;ei kohaldu;1;aeg-ajalt, vahel, mõnikord, perioodiliselt;ei;1;keskmine;Ajaldi kostis metsast linnu häält. | Ta käis ajaldi vanaema juures külas. | Ajaldi sadas vihma, siis paistis jälle päike. | Mees vaatas ajaldi kellale, oodates bussi saabumist. | Ajaldi tuli meelde lapsepõlv ja kodukant.;neutraalsetes/formaalsetes;ei;"Sõna ""ajaldi"" on kirjakeelne ja neutraalne väljend. See esineb peamiselt ilukirjanduses ja ajakirjanduses, mitte argivestluses. Sõna on stiililiselt markeerimata ja sobib kasutamiseks erinevates formaalsetes kontekstides. See pole ei kõnekeelne ega slängiline. Treeningandmetes leidub sõna kasutust standardkeelsetes tekstides.";pigem kindel;ei kohaldu;ei;ei kohaldu
halvakvaliteediline;harv;1;;196;ei;1;madala kvaliteediga, kehv, ebakvaliteetne;jah;1;sage;Rumeenia mees kavatseb esitada tarbijakaitsele kaebuse halvakvaliteedilise nööri kohta, mis lõigati kerge vaevaga katki, kui mees püüdis end üles puua. | Veterinaar- ja toiduinspektsiooni piiriteenistus saadab iga päev Eestist tagasi koormate viisi Läänest pärit halvakvaliteedilisi toiduaineid, mida nende päritolumaades ei tohi müüa. | Harvendusraiega kujundatakse puistu lõplik koosseis ning raiutakse haigestunud, kahjustatud, vigastatud, halvakvaliteedilised ja allajäänud puud. | Pratchetti enda sõnade kohaselt oli Kettamaailma sari mõeldud vastumürgiks halvakvaliteedilisele fantaasiakirjandusele, mis 70ndatel aastatel nii laialt levis. | Garantii ei olnud nendele konkreetsetele kelladele ning kellad olid kaunistatud halvakvaliteediliste briljantide ja tehissafiiridega.;neutraalsetes/formaalsetes;jah;Sõna esineb valdavalt ametlikes ja neutraalsetes kontekstides: uudistekstides, ametlikes teadaannetes, teadusartiklites ja aruannetes. Sõna kasutatakse objektiivselt kirjeldava terminina kvaliteedi puudumise tähistamiseks. Puuduvad tunnused, mis viitaksid kõnekeelsusele või informaalsusele. Sõna ei esine argivestlustes või muudes mitteformaalsetes tekstides emotsionaalse hinnanguna. Tegemist on neutraalse kirjeldava sõnaga.;väga kindel;ei kohaldu;jah;ei kohaldu;1;kehva, madala või ebarahuldava kvaliteediga, mittekvaliteetne;jah;1;vähene;Tarbijad kurdavad, et poodidesse on jõudnud halvakvaliteediline kaup. | Halvakvaliteediline tooraine põhjustab hiljem tootmisprobleeme. | Ehituses kasutatud halvakvaliteediline materjal hakkas juba esimesel aastal lagunema. | Internetis müüakse sageli halvakvaliteedilist elektrooonikat. | Halvakvaliteediline toit võib põhjustada terviseprobleeme.;neutraalsetes/formaalsetes;jah;"Sõna kasutatakse pigem neutraalsetes ja formaalsetes tekstides. See on kirjakeelne, neutraalne termin, mida kasutatakse ametlikes dokumentides, aruannetes, tarbijateabe tekstides ja ajakirjanduses. Sõna on deskriptiivne ja objektiivne, ilma emotsionaalse värvinguta. Kõnekeeles eelistatakse tavaliselt lühemaid ja ekspressiivsemaid väljendeid nagu ""kehv"", ""sitt"" või ""vilets"". Sõna pikkus ja formaalne ülesehitus viitab pigem kirjakeelsele kasutusele.";pigem kindel;ei kohaldu;jah;ei kohaldu
krampima;harv;1;;114;ei;1;lihaskramp või spasmid;ei;3;sage;Kolmanda ringi esimene pool oli veel väga hästi, siis aga hakkasid sääred krambitama. | Tagareie ülekoormuse tõttu lõi paremasse põlve valu ja jalg jäi kangeks. Parema jala sirutamine osutus parajaks katsumuseks ja teatud harjutuste juures hakkas krambitama. | Kui need krambitama hakkasid, siis sai õlgu liigutatud. | Noh ja siis veel magneesiumi, hoolimata millest on jalalabad hakanud krambitama. | Viimase ringi lõpus hakkas veel üks kaasvõistleja eespoolt paistma ja kuna raja äärest ergutati, leidus kusagil mingi ressurss, mis lasi teha lõpuspurdi 41-42 km/h kergelt ülesmäge.;neutraalsetes/formaalsetes;ei;Seda tähendust kasutatakse nii spordiajakirjanduses, meditsiinilistes kontekstides kui ka igapäevastes kirjeldustes. Sõnakasutus on neutraalne, kirjeldav ja asjalik. Puuduvad märgid kõnekeelsusest või slängist. Tekstid on enamasti informatiivsed ja kirjakeelsed. Kasutatakse nii ajakirjanduses kui ka isiklikes kirjeldustes, kuid sõna ise säilitab neutraalse tooni.;väga kindel;ei kohaldu;ei;ei kohaldu;1;krampis tõmbuma, krampi minema (lihaste tahtmatu kokkutõmbumine);jah;3;sage;Jalg krampis nii valusalt, et ta pidi võistluse katkestama. | Külmas vees ujudes hakkasid lihased krampima. | Magneesiumi puudusest võivad öösiti sääremarjad krampima hakata. | Pikalt arvuti taga istudes hakkab kael krampima. | Sportlase reielihased krampivad pärast pikka jooksu.;neutraalsetes/formaalsetes;jah;Esimene tähendus on meditsiiniline ja neutraalne termin, mida kasutatakse nii arstiteaduslikes tekstides kui ka igapäevases neutraalses keeles. See on objektiivne füsioloogilise seisundi kirjeldus. Sõna esineb spordi-, tervise- ja meditsiinitekstides ilma emotsionaalse värvinguta. Tähendus on terminoloogiline ja asjalik.;väga kindel;ei kohaldu;ei;ei kohaldu
;;;;;;2;haiguslik krambihoog;ei;3;keskmine;Noormees kukkus ja hakkas krambitama, peale seda kutsuti sinna operatiivmeeskond ehk siis politsei ja kiirabi ning kiirabi toimetas siis noormehe haiglasse ja järgmisel päeval see noormees suri. | Minu laps hakkas 2,5-kuuselt (u nädal peale B-hepatiidi ja tuberkoloosi vaktsiini) krambitama ja läksime haiglasse. | Rebane oli apaatne ja oli selge, et loomal pole kõik korras. Üsna pea hakkas loom krambitama ning vaade oli täpselt selline nagu videos näha on. | Allergiast hiired ei krambita ega aja silmi punni. Äkki tal hoopis külm ja värises? Või mismoodi see krambitamine välja nägi? | Loreni elukaaslane on õppinud esmaabiandja ja ta arvas alguses, et naine on lihtsalt purjus. Ta mõistis, et asi on tõsine, kui Loren krambitama hakkas.;neutraalsetes/formaalsetes;ei;Kasutatakse meditsiinilistes ja uudistekstides, kus kirjeldatakse tõsiseid tervislikke seisundeid. Sõnakasutus on neutraalne ja asjalik, sageli meditsiiniline või ametlik kontekst. Puuduvad kõnekeelsuse tunnused. Esineb peamiselt uudistes, meditsiinilistes kirjeldustes ja ametlikes kontekstides. Sõna kasutus on täpne ja kirjeldav.;väga kindel;ei kohaldu;ei;ei kohaldu;2;kõvasti kinni haarama, kramplikult hoidma;ei;3;keskmine;Laps krampis ema käest kinni ja ei lasknud lahti. | Ta krampis roolist nii kõvasti, et sõrmed valutasid. | Hirmunud koer krampis hambad peremehe püksisääre. | Uppuja krampis päästja käest kinni meeleheitliku jõuga. | Poiss krampis oma mänguasja vastu rinda.;neutraalsetes/formaalsetes;ei;Teine tähendus on samuti neutraalne, kirjeldades füüsilist tegevust ilma emotsionaalse või stiililise markeerituseta. Seda kasutatakse nii ilukirjanduses kui ka ajakirjanduses. Tegemist on konkreetse tegevuse neutraalse kirjeldusega. Sõna sobib igasugustesse tekstidesse.;pigem kindel;ei kohaldu;ei;ei kohaldu
;;;;;;3;emotsionaalne või vaimne pinge;ei;3;vähene;Läksin liiga krampi. Krampis jalaga väga ei tõuka – lihas peab lõtv olema, kui ta plahvatab. | Brooklyn nine-nine Sitaks saab krampida, ulme et ennem pole kuulnudki sellest. | Ma endiselt pole codecci pandud millioni võttest üle saanud, iga poole tunni tagant vaatan ja krambin. | Peaasi, et krampima ei hakka. Seetõttu oligi etendus äärmiselt nooruslik. | Kõige suuremaid põgenike voore põhjustavad tapatööd toimuvad tänapäeval just moslemite endi vahel.;informaalsetes;ei;Selles tähenduses esineb sõna peamiselt blogides, foorumites ja vabamas keelekasutuses. Kasutatakse ülekantud tähenduses, sageli emotsionaalse seisundi kirjeldamiseks. Keelekasutus on vabam ja kõnekeelsem. Metafoorne kasutus viitab pigem informaalsele registrile. Esineb peamiselt internetikommentaarides ja vabas vestluses.;pigem kindel;kõnekeelne;ei;Selles tähenduses kasutatakse sõna ülekantud, metafoorses tähenduses emotsionaalse pinge väljendamiseks. See on iseloomulik just vabamale, igapäevasele keelekasutusele blogides ja foorumites. Sõna kasutus krampi minema või krampima emotsionaalse seisundi kohta on selgelt kõnekeelne väljend, mis erineb neutraalsest keelekasutusest. Metafoorne tähendus on tekkinud füüsilise krambi analoogia põhjal.;3;vaimselt pingul olema, kramplikult millegi külge klammerduma;ei;3;vähene;Ära krampi nii väga selle eksami pärast. | Ta krampis oma vanasse eluviisi kinni ega suutnud muutuda. | Inimesed krampivad liigselt reeglite külge. | Direktor krampis oma seisukoha juurde ega kuulanud teisi. | Õpilane krampis ülesande juures ja ei saanud edasi.;informaalsetes;ei;Kolmas tähendus on selgelt kõnekeelne ja emotsionaalselt laetud. Seda kasutatakse peamiselt suulises kõnes ja mitteformaalsetes tekstides. Tähendus kannab negatiivset konnotatsiooni ja kriitilist hoiakut. Sõna selles tähenduses esineb pigem argivestlustes ja mitteametlikes kontekstides. See on metafoorne kasutus, mis on iseloomulik just kõnekeelele.;pigem kindel;kõnekeelne;ei;Kolmas tähendus on selgelt kõnekeelne, kuna seda kasutatakse peamiselt mitteformaalsetes kontekstides ja argivestlustes. See on metafoorne tähendus, mis on iseloomulik just suulisele keelele. Sõna kannab selles tähenduses emotsionaalset laengut ja kriitilist hoiakut. 
;;;;;;;;;;;;;;;;;;;3;vaimselt pingul olema, kramplikult millegi külge klammerduma;;3;vähene;Ära krampi nii väga selle eksami pärast. | Ta krampis oma vanasse eluviisi kinni ega suutnud muutuda. | Inimesed krampivad liigselt reeglite külge. | Direktor krampis oma seisukoha juurde ega kuulanud teisi. | Õpilane krampis ülesande juures ja ei saanud edasi.;informaalsetes;;Kolmas tähendus on selgelt kõnekeelne ja emotsionaalselt laetud. Seda kasutatakse peamiselt suulises kõnes ja mitteformaalsetes tekstides. Tähendus kannab negatiivset konnotatsiooni ja kriitilist hoiakut. Sõna selles tähenduses esineb pigem argivestlustes ja mitteametlikes kontekstides. See on metafoorne kasutus, mis on iseloomulik just kõnekeelele.;pigem kindel;harv;ei;"Märgend ""harv"" on põhjendatud, kuna see tähendus esineb treeningandmetes märgatavalt vähem kui teised tähendused. Metafoorne kasutus on piiratud ja spetsiifiline."
leivaline;harv;2;muu täh registrita;98;ei;1;leib, sai ja muud pagaritooted;jah;1;sage;Kui Coopi ja Prisma kauplustes olevat leivaliste valik suurenenud, siis Rimis hoopis pigem vähenenud.|Supermarketites eelistatakse pigem väiksemaid ja hüpermarketites suuremaid leivalisi.|Ei ole vist maailmas rahvast, kes ei tunneks mingit sorti leivalisi või küpsetisi ja pirukaid.|Karaskiga seondub mulle umbes 15 aasta tagune aeg, kui mingil helgel hetkel avastasin enda jaoks selle toreda leivalise.|Viimasel ajal on karask ja muud erinevat moodi isetehtud leivalised meie pere menüüs aina tihedamini.;neutraalsetes/formaalsetes;jah;Sõna esineb nii ajakirjanduslikes tekstides, toidublogides kui ka ilukirjanduslikes tekstides. Kasutus on neutraalne, terminoloogiline - tähistab lihtsalt leiva- ja saiatooteid üldnimetusena. Pole märke kõnekeelsusest või informaalsusest. Sõna kasutatakse nii professionaalses kontekstis (kaupluste sortimendi kirjeldused) kui ka igapäevases kirjakeeles. Tegemist on standardse kirjakeelse sõnaga.;väga kindel;ei kohaldu;jah;ei kohaldu;1;"Inimene, kes sõltub kellegi teise antavast toidust või ülalpidamisest; kellegi ülalpeetav";jah;2;sage;Perekonnas oli viis last ja kõik olid veel isa leivalised.|Ta pidi üksi toitma kõiki oma leivalisi.|Vanemad inimesed ei taha olla oma laste leivalised.|Kui palju leivalisi sul on?|Noorim poeg oli veel ema-isa leivaline.;neutraalsetes/formaalsetes;jah;Kasutatakse nii neutraalsetes kui informaalsetes tekstides, kuid pigem neutraalsetes. Sõna on küll rahvakeelne, kuid siiski aktsepteeritud ka ametlikumas keelekasutuses. Esineb nii ilukirjanduses kui ka ajakirjanduses. Pole märgatavalt kõnekeelne ega slängiline. Sõna kannab endas traditsioonilist eesti keele vaimu.;pigem kindel;ei kohaldu;ei;ei kohaldu
